           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -2772.4292       -2574.0955           2791.5        2556.5125       -7.9729424        18.171089
              -17              -18                7       -2050.9946       -5583.3979        2758.7297        2555.3735       -79.112244        103.27348
              -16              -18                7       -1337.5952       -8593.0449         2712.918        2542.1589       -150.14555        173.91479
              -15              -18                7       -632.23035       -11603.036        2654.0637        2516.8674        -221.0728          230.095
              -14              -18                7        65.100372       -14613.372        2582.1667        2479.4995       -291.89404        271.81415
              -13              -18                7        695.96405       -17414.477         2551.063        2228.3516       -363.16534        279.68781
              -12              -18                7        1220.0891       -19715.311        2495.7427        2021.0374       -430.14343        252.60947
              -11              -18                7        1702.3574       -21740.195        2380.5889        1988.5874       -488.51825        216.15179
              -10              -18                7        2181.6572       -23741.271        2255.9072        1942.4094       -540.31335        160.46445
               -9              -18                7        2657.9893       -25718.537        2121.6973        1882.5038       -585.52863        85.547462
               -8              -18                7        3065.9766       -27790.861        1941.4063        1948.2822       -687.99402       -19.204323
               -7              -18                7        3434.1267       -29844.268        1716.0234        2035.9319       -793.32288       -3.1185894
               -6              -18                7        3768.1838       -31713.504        1472.8433         2086.761       -885.92981        7.0997314
               -5              -18                7        4068.1479        -33398.57        1211.8655          2100.77       -965.81494        11.450666
               -4              -18                7        4334.0186       -34899.457        933.09033        2077.9585        -1032.978        9.9342117
               -3              -18                7        4565.7969        -36216.18        636.51758        2018.3267       -1087.4194        2.5503578
               -2              -18                7        4763.4824       -37348.723        322.14728         1921.875        -1129.139       -10.700897
               -1              -18                7        4914.6055       -38482.887        24.697279        1659.2339       -1162.8953        -96.77179
                0              -18                7        4874.2402       -38425.051       -212.06259        1039.6091       -1186.9651       -358.28064
                1              -18                7        4795.6416        -37369.57       -506.87256        866.46057       -1164.9879       -438.19174
                2              -18                7        4703.3975       -36318.844       -773.77197        688.04736          -1132.8       -553.14764
                3              -18                7        4600.1553       -35196.348       -1033.2439        514.50281        -1089.333        -604.3905
                4              -18                7        4485.9165       -34002.082       -1285.2887          345.827       -1034.5864       -591.92053
                5              -18                7        4360.6797       -32736.059       -1529.9063        182.01953       -968.56067       -515.73761
                6              -18                7        4224.4463       -31398.262       -1767.0962        23.081238       -891.25543        -375.8418
                7              -18                7        4077.2151       -29988.703       -1996.8594       -130.98871        -802.6709       -172.23294
                8              -18                7        3938.3538        -28227.83       -2234.5608       -323.91968       -711.41852        64.592926
                9              -18                7        3843.4236       -25926.125       -2426.5862       -485.90582       -642.91681        25.152191
               10              -18                7        3744.1909       -23861.863       -2555.9023       -582.21301       -570.89545       -99.549911
               11              -18                7        3654.1289       -21773.561        -2680.156       -667.38092       -499.24921       -186.82655
               12              -18                7        3573.3735       -19645.725       -2799.1187       -754.38843       -427.38098       -238.15324
               13              -18                7        3510.2983       -17004.105       -2908.6118       -1267.6888       -337.02338       -301.37759
               14              -18                7        3427.7776       -13953.749       -3005.1934       -1367.4298       -272.18787       -273.85968
               15              -18                7        3364.6113        -10889.97       -3096.4004       -1460.9016       -209.44003         -230.386
               16              -18                7        3320.8223       -7813.0142       -3182.2393       -1548.3573       -148.76553         -170.996
               17              -18                7        3296.4099       -4722.8823         -3262.71       -1629.7971       -90.164398        -95.68972
               18              -18                7         3291.375       -1619.5747       -3337.8125       -1705.2216       -33.636608       -4.4671249
              -18              -17                7       -2741.7373       -2561.3079        2078.7004        5584.6899        74.409813       -109.25249
              -17              -17                7       -2029.6655       -5562.7754        2055.0398        5575.9761        2.7594185       -21.401449
              -16              -17                7       -1325.6282       -8564.5869         2018.337        5555.1851       -68.784966        51.988529
              -15              -17                7       -629.62561       -11566.742        1968.5918        5522.3184       -140.22331         110.9174
              -14              -17                7       -1.6657333       -14354.537         1958.818        5277.6611       -212.37492        149.19795
              -13              -17                7        565.42676       -16960.299        1985.6953        4850.5674       -284.53241        146.15341
              -12              -17                7        1128.2258       -19588.559        2000.2024        4431.0488       -355.73035         100.8302
              -11              -17                7        1623.2772       -21765.113        1916.1326        4314.5425       -418.08713        55.655319
              -10              -17                7        2098.5266        -23797.92        1799.5569        4264.2612       -472.37573      0.013259888
               -9              -17                7        2570.8079       -25806.916        1673.4537        4200.2515       -520.08459       -74.858444
               -8              -17                7        2964.9138       -28045.691        1515.8363        4269.1812       -649.73669       -269.01001
               -7              -17                7        3329.2646       -30276.467        1362.9236        4171.4756       -788.14996          -222.17
               -6              -17                7        3649.0691       -32183.867        1158.9304        4031.4683         -894.659       -143.01866
               -5              -17                7        3934.7813       -33907.098        937.13965        3854.6409       -988.44629       -69.734642
               -4              -17                7        4186.3999       -35446.156        697.55151        3640.9937       -1069.5117       -2.3180885
