           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         -107.244       -1244.0386       -15285.488       -59154.375       -16541.852        3510.0955
              -17              -18                7       -572.33307        -2502.354       -15839.047       -62447.883       -16623.859        5252.7632
              -16              -18                7       -1202.7568       -3457.2607       -16450.242       -65493.703       -16689.391        6837.4971
              -15              -18                7       -1998.5144       -4108.7573       -17119.072       -68291.836       -16738.449        8264.2959
              -14              -18                7       -2959.6067       -4456.8452       -17845.537       -70842.281       -16771.027        9533.1611
              -13              -18                7       -4099.7485       -3735.5378       -18525.299       -72530.109        -16637.93        11020.925
              -12              -18                7       -5317.4854        -2449.729       -18961.914       -73271.367       -16368.059        11802.406
              -11              -18                7       -6580.0137       -1635.6299       -19302.859       -73665.203       -16114.266        11430.435
              -10              -18                7        -7904.436       -776.27472       -19680.516       -73914.273       -15867.625         10788.18
               -9              -18                7       -9290.7529        128.33617       -20094.887       -74018.547       -15628.133        9875.6426
               -8              -18                7       -11297.759        1612.5198       -19168.498       -73012.523       -15068.094        7925.5337
               -7              -18                7       -13834.362        3213.4888       -17722.672       -68923.664       -14253.155        6205.5474
               -6              -18                7       -16168.287        4861.6309       -15998.549        -63335.77       -13115.385        4825.5376
               -5              -18                7       -18299.533        6556.9463       -13996.128       -56248.836       -11654.777        3785.5037
               -4              -18                7         -20228.1        8299.4326       -11715.411       -47662.863       -9871.3379        3085.4485
               -3              -18                7        -21953.99        10089.093       -9156.3955       -37577.859       -7765.0635        2725.3674
               -2              -18                7       -23477.201        11925.925       -6319.0845       -25993.822       -5335.9541        2705.2629
               -1              -18                7       -24750.332        12772.894       -3509.4663        -12676.82       -2796.4231        1114.1636
                0              -18                7       -24827.035        11551.817       -326.12952        2522.0771       -243.92805       -1946.9554
                1              -18                7           -23998        6853.5884        3255.3181        14824.559        2413.9177       -1659.1733
                2              -18                7       -22913.889        3936.2983        6374.3726        26037.596        4877.3896       -1810.7427
                3              -18                7       -21599.893        1604.9771        9238.0918        36658.793        7114.0757       -2357.1567
                4              -18                7       -20056.014       -140.37549        11846.476        46688.129        9123.9766       -3298.4148
                5              -18                7       -18282.252       -1299.7637        14199.529        56125.645        10907.093       -4634.5186
                6              -18                7       -16278.605       -1873.1843        16297.243        64971.289        12463.422       -6365.4639
