           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -3240.8638       -6128.7061        3249.2703        6294.6597        16.240213        32.007881
              -17              -18                7       -2966.9744       -6494.7578        3556.2671        7014.9907       -81.702545        66.990875
              -16              -18                7       -2683.9512       -6861.2529        3836.1235        7647.2676       -181.62367        107.61208
              -15              -18                7       -2391.7942       -7228.1904        4088.8384        8191.4912       -283.52319        153.87149
              -14              -18                7       -2090.5037       -7595.5713        4314.4126        8647.6611       -387.40115        205.76913
              -13              -18                7       -1799.1748       -8035.0654        4523.3872        9015.9072       -488.69617        261.95529
              -12              -18                7       -1556.9238       -8386.9199        4689.2925        9288.6758       -589.69769        295.13171
              -11              -18                7       -1337.9302        -8563.709         4814.833        9481.7871       -691.92902        319.94589
              -10              -18                7       -1113.8689       -8710.6299        4927.1162        9622.8281       -790.99414        352.00061
               -9              -18                7       -884.74042       -8827.6797        5026.1411        9711.7949       -886.89294        391.29587
               -8              -18                7       -708.15546        -9099.084        5012.3398        9343.8477       -987.23651        363.42822
               -7              -18                7        -525.9328       -9241.1895        4912.4199         8921.582       -1088.9094        454.78751
               -6              -18                7       -378.90967        -9408.377        4772.7271        8392.8086       -1167.3046        561.06879
               -5              -18                7       -267.08649       -9600.6455        4593.2612        7757.5283       -1222.4219        682.27185
               -4              -18                7       -190.46307       -9817.9961        4374.0225        7015.7402       -1254.2611        818.39691
               -3              -18                7       -149.03928       -10060.427        4115.0112        6167.4478       -1262.8226        969.44385
               -2              -18                7       -142.81534       -10327.941        3816.2273        5212.6479       -1248.1061        1135.4128
               -1              -18                7       -161.82574       -10751.174        3475.1252        4185.9175       -1210.7531        1250.2527
                0              -18                7       -228.71286       -10420.476        3155.1018        3196.7458       -1151.7671          1063.03
                1              -18                7       -278.79129       -9851.1367        2828.6165        2362.0952       -1061.5992         1021.288
                2              -18                7       -361.23618       -9447.1396         2532.644        1578.6945       -958.89893        954.62305
                3              -18                7       -455.52075       -9108.7813        2247.6677        892.98761       -847.37122        918.55634
                4              -18                7       -561.64526       -8836.0664        1973.6887        304.97516       -727.01636        913.08783
                5              -18                7        -679.6095       -8628.9883        1710.7054       -185.34402       -597.83398        938.21741
