           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -30824.758        19555.418       -31045.578        19381.191       -17229.707       -32430.885
              -17              -18                7       -30942.182        20870.824       -29054.078        22933.621       -15497.544       -34753.801
              -16              -18                7       -31208.494        22030.957        -26840.73         26370.66       -13672.307       -37187.039
              -15              -18                7       -31623.695        23035.809       -24405.533        29692.297       -11753.998       -39730.598
              -14              -18                7       -32187.781        23885.391       -21748.488        32898.543       -9742.6133       -42384.484
              -13              -18                7       -32586.348        23501.816       -18950.508        35124.164       -7724.9521       -45797.473
              -12              -18                7       -32993.594        22343.309       -16241.007        36598.516       -5588.3682       -49112.379
              -11              -18                7       -33673.371        21523.105        -13565.94        37972.602        -3203.335       -51599.711
              -10              -18                7       -34460.953        20679.707       -10848.551        39100.961        -663.6958       -53990.664
               -9              -18                7       -35356.336        19813.113       -8088.8364        39983.598        2030.5497        -56285.23
               -8              -18                7        -36057.75        17432.307       -5020.4458        43410.793        4801.1304       -56057.535
               -7              -18                7       -37217.273        12229.068       -645.52161        44471.801         8486.668       -58527.895
               -6              -18                7       -37798.203        7151.9414        3939.4961        44175.406        12103.081       -60503.613
               -5              -18                7       -37800.531        2200.9268        8734.6035        42521.609        15650.367       -61984.676
               -4              -18                7        -37224.25       -2623.9785        13739.801         39510.41        19128.525       -62971.094
               -3              -18                7       -36069.379       -7322.7764         18955.09         35141.82        22537.564       -63462.871
               -2              -18                7       -34335.902       -11895.466        24380.473        29415.832        25877.477       -63459.996
               -1              -18                7        -32316.35       -16493.352        29686.205        23054.039         28905.58       -62984.656
                0              -18                7       -29794.211       -23167.779        33074.051        16510.123        31615.127       -61079.676
                1              -18                7       -26698.074        -24947.27        35313.387        10142.496        34076.953       -58369.516
                2              -18                7       -23450.734       -27200.512        36702.305        4925.3301         36110.77       -55353.074
                3              -18                7       -20210.865       -29681.084        37558.262       -152.75928        37767.891        -51906.32
                4              -18                7       -16978.459       -32388.984        37881.246       -5091.7705        39048.305       -48029.266
                5              -18                7       -13753.518       -35324.219        37671.266       -9891.7129        39952.023       -43721.891
                6              -18                7       -10536.044       -38486.773        36928.313       -14552.575        40479.039       -38984.211
                7              -18                7       -7326.0337       -41876.664        35652.398       -19074.367        40629.367       -33816.219
                8              -18                7       -4424.1274       -44423.484        34026.289       -24158.207        40621.672         -28304.1
                9              -18                7       -2671.0554       -44228.203        31876.686       -27985.805        40800.484       -25304.592
               10              -18                7       -1133.6974       -44352.957        29243.324       -29782.113        40796.688       -23183.609
               11              -18                7        252.85474       -44398.375        26638.121       -31375.582        40838.125       -20900.908
               12              -18                7        1461.0208        -44305.82        24038.363       -32761.934        40931.816       -18424.668
               13              -18                7        1583.0526       -42434.496        20690.941       -33894.156        41266.609       -14893.135
               14              -18                7        1877.9554       -41483.469        16644.752       -34576.332        41004.504       -12129.652
               15              -18                7        1878.4109       -40399.293        12666.419       -35107.996        40799.664       -9318.8809
               16              -18                7        1584.1564       -39181.469         8756.377       -35489.355        40652.465        -6460.377
               17              -18                7        995.19287       -37830.004        4914.6265       -35720.414        40562.906       -3554.1426
               18              -18                7         111.5199       -36344.887        1141.1675       -35801.172        40530.992       -600.17676
              -18              -17                7       -29015.727        23349.469       -31094.148        20786.285       -15577.143       -35385.848
              -17              -17                7        -29091.68        24877.238       -29069.371        24539.207         -13866.3       -37794.168
              -16              -17                7       -29316.521        26249.729       -26822.742        28176.734       -12062.384       -40312.813
              -15              -17                7        -29690.25        27466.945       -24354.266        31698.863       -10165.393       -42941.766
              -14              -17                7       -29976.926        27568.859       -21676.367        34234.918       -8273.1289       -46394.805
              -13              -17                7       -30127.197        26454.639       -18931.482        35876.805       -6420.8877       -50860.855
              -12              -17                7       -30338.918         24961.02       -16153.502        37441.492        -4531.354       -55753.969
              -11              -17                7       -30891.621        23732.355       -13479.101        38805.176       -2333.5896       -59040.688
              -10              -17                7       -31620.846        22612.934       -10799.298        39908.109         77.85083       -61750.512
               -9              -17                7       -32457.877        21470.314       -8077.1719         40765.32        2643.8972       -64363.953
               -8              -17                7       -32709.811        20097.504       -5446.0474        48506.402        4742.4658       -63200.816
               -7              -17                7       -33202.297         16053.72       -2011.7847        54294.117         7532.917        -63621.52
               -6              -17                7       -33784.906        10020.783        2435.0684        54482.148        11057.377       -66429.188
               -5              -17                7        -33788.91         4113.958        7092.0151        53312.773        14512.715       -68742.219
               -4              -17                7        -33214.32       -1666.7556        11959.051        50786.004        17898.926       -70560.609
               -3              -17                7       -32061.131       -7321.3623        17036.182        46901.832        21216.012       -71884.344
               -2              -17                7       -31006.561       -14033.731        21905.459        40376.844        24197.988       -74566.992
