           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -37.657448        767.64618        1.0654285       -4070.8926        205.03508        10502.035
              -17              -18                7       -97.282089        2945.2617       0.75836283       -4538.6123         202.2075        11584.563
              -16              -18                7       -154.70358        5423.5518      0.095159829        -4749.293        199.35779        12630.303
              -15              -18                7       -209.92189        8202.5146       -0.9241786       -4702.9341        196.48593        13639.258
              -14              -18                7       -262.93707        11282.155        -2.299654       -4399.5352        193.59196        14611.424
              -13              -18                7       -311.93646         14877.19       -3.4510043       -3346.0439        190.13499        15347.368
              -12              -18                7       -357.24115        18357.957       -5.0791874       -2393.2554        182.16805        15471.146
              -11              -18                7        -400.5108        21378.387       -7.1169004       -1855.7067        170.09775        15185.586
              -10              -18                7       -441.43637        24488.643       -8.8453255       -1185.9996        156.65399        14877.181
               -9              -18                7       -480.01788        27688.729       -10.264463       -384.13507        141.83678        14545.928
               -8              -18                7       -509.11972         32320.27       -6.7323999       -1732.2727        128.71815        13483.707
               -7              -18                7       -524.07202        36919.566       -3.8518167         -2463.49        120.53458        12851.401
               -6              -18                7        -538.2749        41269.184       -1.7747674       -2932.1609        109.95331        11955.291
               -5              -18                7       -551.72827        45369.109      -0.50125337       -3138.2849         96.97435         10795.38
               -4              -18                7       -564.43213         49219.34     -0.031275511       -3081.8621        81.597725         9371.665
               -3              -18                7        -576.3866        52819.891      -0.36482453       -2762.8918        63.823399        7684.1475
               -2              -18                7       -587.59161        56170.746       -1.5019145       -2181.3757        43.651405        5732.8267
               -1              -18                7       -596.00189        58572.855       -1.5714426       -792.31238        20.825453        2923.4399
                0              -18                7       -595.11597        58168.574        1.4254706        1401.8087        3.8708298       -85.452896
                1              -18                7       -593.24524        55199.027        1.0767136        1337.3663       -16.427513       -2316.3384
                2              -18                7       -590.18799        52465.273        1.0402884        1428.1503       -36.881664       -4443.6895
                3              -18                7        -584.9129        49559.504        1.2705836        1604.7036       -55.652637       -6413.2847
                4              -18                7       -577.41998        46481.727         1.767601        1867.0261        -72.74044        -8225.123
                5              -18                7       -567.70911         43231.93         2.531342        2215.1179       -88.145081        -9879.209
                6              -18                7        -555.7804        39810.121        3.5617998        2648.9771       -101.86653       -11375.538
                7              -18                7       -541.63385        36216.297        4.8589811        3168.6069       -113.90483        -12714.11
                8              -18                7       -523.48383        32259.133        4.3005238        3271.8101       -125.33259       -13907.854
                9              -18                7       -488.62018        28427.627        1.5748303         2685.865       -142.10858       -14740.415
               10              -18                7       -447.84665        25063.695        2.0456982        2813.1062       -159.49969       -15440.553
               11              -18                7       -405.43701        21768.629        2.3774228        2909.4214       -175.24304       -16076.586
               12              -18                7        -361.3754        18519.809        2.5958748        3008.6787        -189.0863       -16618.723
               13              -18                7       -314.58475        14789.579        3.4291079        4217.5957        -193.5105       -16167.346
               14              -18                7       -262.54456        11522.012        2.6989965        4133.0356       -196.83179       -15285.508
