           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -734.13141        472.13037       -125.48541       -616.32263        224.46204        697.94037
              -17              -18                7       -874.25537        623.45251        19.565994        267.93774        361.68073        1496.8459
              -16              -18                7       -1019.0217        893.75891        188.28711        1513.6649         474.0834        2006.8342
              -15              -18                7       -1168.4308        1283.0496        380.67786        3120.8591         561.6701         2227.905
              -14              -18                7       -1322.4825         1791.325        596.73834        5089.5205        624.44086        2160.0591
              -13              -18                7       -1434.3625        2567.6895        797.46906        6761.6738         689.9577        1032.2443
              -12              -18                7       -1499.6252        3209.9436        983.77161        8206.7334        827.50134       -662.49658
              -11              -18                7       -1558.1262        3518.3965        1188.6748        9855.0684        1016.8367        -2048.397
              -10              -18                7       -1617.2489        3857.9714        1406.8481        11515.218        1216.9308       -3452.8145
               -9              -18                7       -1676.9928        4228.6675        1638.2916        13187.178        1427.7839        -4875.749
               -8              -18                7       -1771.1216        3836.5837        1976.7843        18266.109        1758.5212       -2840.8894
               -7              -18                7       -1899.7168        1734.1243        2793.2419        25079.348        2027.4496        -3104.303
               -6              -18                7       -1922.0636        219.24512        3519.6282        30762.111        2266.2632       -3310.1597
               -5              -18                7       -1838.1614       -708.05322        4155.9424        35314.406        2474.9624       -3458.4583
               -4              -18                7       -1648.0104       -1047.7705        4702.1841        38736.215        2653.5469       -3549.1997
               -3              -18                7       -1351.6105       -799.90833        5158.3555        41027.563        2802.0168       -3582.3843
               -2              -18                7       -948.96191        35.535767        5524.4546        42188.438        2920.3721       -3558.0107
               -1              -18                7       -482.34677        979.85962        5849.5522        43553.797        2964.3931       -4933.1333
                0              -18                7        20.481379       -19.100769          5963.75        44176.348        2983.0024       -5001.2129
                1              -18                7        438.21594        707.27295         5797.582        42642.254         2997.095       -3619.5781
                2              -18                7        829.13373        1206.6897        5455.8735         40484.75         2959.427       -2442.5698
                3              -18                7        1154.4341        1254.5024          5041.77         37840.41        2869.5015       -1362.4771
                4              -18                7        1414.1172        850.71265        4555.2705        34709.234        2727.3188       -379.29883
                5              -18                7        1608.1831       -4.6826172        3996.3743        31091.223        2532.8784        506.96753
                6              -18                7        1736.6317       -1311.6787        3365.0833        26986.367        2286.1809        1296.3188
                7              -18                7        1799.4634       -3070.2803        2661.3955        22394.676         1987.226        1988.7568
                8              -18                7        1791.4702       -4869.0269        2028.3977        16719.471        1652.6162        2358.2725
                9              -18                7        1748.1389        -4688.749        1789.7305        12758.751        1413.3481        1454.6685
               10              -18                7        1707.6597       -4234.2905         1531.187        11039.105        1206.2429        656.94836
