           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -10580.182         37880.98           571.13       -394.77951       -10408.464       -982.27899
              -17              -18                7       -10558.486        38410.133        461.49826       -105.80553       -10695.642        1036.1802
              -16              -18                7       -10589.617        38972.516        364.70078        319.54602       -10926.577        2903.0347
              -15              -18                7       -10673.574        39568.117        280.73761        881.27429       -11101.271        4618.2822
              -14              -18                7       -10810.357        40196.953        209.60866        1579.3802       -11219.722        6181.9272
              -13              -18                7       -10912.901        40436.395        79.452652        2909.2068       -11171.104        6481.5986
              -12              -18                7       -10991.182        39777.891        19.055908        3885.2737       -10857.144         5055.563
              -11              -18                7       -11090.215        38629.309        72.930115        3994.9224       -10428.004        3127.7783
              -10              -18                7       -11212.513        37418.504        151.84822        3873.4485       -9974.8652        1091.7362
               -9              -18                7       -11358.072        36145.469        255.81015         3520.854       -9497.7266       -1052.5638
               -8              -18                7       -11486.107        34300.504        108.56705         5387.499       -8997.6738       -151.24066
               -7              -18                7       -11927.911        31164.131        54.129078        5899.5498       -8333.5166       -519.91309
               -6              -18                7       -12305.612        27749.758        16.826887        6074.2471       -7585.5381        -851.9624
               -5              -18                7       -12619.205        24057.393       -3.3395233        5911.5889       -6753.7363       -1147.3916
               -4              -18                7        -12868.69        20087.031       -6.3701534        5411.5776       -5838.1133       -1406.2046
               -3              -18                7       -13054.072        15838.677        7.7349834        4574.2075        -4838.667        -1628.395
               -2              -18                7       -13175.348        11312.324        38.975906        3399.4856       -3755.3997       -1813.9668
               -1              -18                7       -13281.398         6234.168       -7.4957619        2705.5562       -2596.7112       -2625.3728
                0              -18                7       -13209.042       -95.220581       -59.016045        2835.0457       -1420.2363       -2920.6218
                1              -18                7       -12925.361       -4847.6685       -34.446213        2693.1006       -290.32175       -2560.3574
                2              -18                7       -12627.998       -9599.6826       -29.108864        2974.0654        808.18317       -2037.5857
                3              -18                7        -12322.58       -14305.002       -28.003876        3277.9106        1871.5521       -1462.9673
                4              -18                7       -12009.106       -18963.627       -31.131241        3604.6304        2899.7847       -836.50757
                5              -18                7       -11687.577       -23575.564       -38.490978        3954.2227        3892.8826       -158.19922
                6              -18                7       -11357.991       -28140.803       -50.083008        4326.6899        4850.8442          571.953
                7              -18                7        -11020.35       -32659.355       -65.907433        4722.0327        5773.6699        1353.9514
                8              -18                7       -10675.355       -36781.938       -95.913071        3679.8247         6630.458        1920.8557
                9              -18                7       -10449.156       -38377.645       -71.032867        1953.8463        7314.0791        1981.9333
               10              -18                7       -10289.723       -39328.293       -9.6434708        2452.1321        7954.8643        2414.2251
               11              -18                7       -10141.214       -40255.523        32.931152        2757.5955        8561.2334        2906.3809
               12              -18                7       -10003.246       -41132.703        51.333412        2852.0728        9127.3438        3459.5923
               13              -18                7       -9892.7744       -41087.977        -127.0566        2143.7388        9458.5762        4022.1597
               14              -18                7       -9735.8398       -40605.039       -188.16501        1966.4185        9571.8389        2455.1553
               15              -18                7        -9620.251       -40087.992       -259.63629         1670.021        9635.3916         861.7876
               16              -18                7       -9546.0684       -39537.055       -341.55255        1254.1194         9649.334       -756.69727
               17              -18                7        -9513.293       -38952.227       -433.91364        718.71399         9613.666       -2400.2971
               18              -18                7       -9521.9229       -38333.508       -536.71967        63.804688        9528.3857       -4069.0146
              -18              -17                7       -11232.901        40579.227        1167.0027         531.4975       -10640.514       -481.41443
              -17              -17                7       -11181.298        41164.969        1037.2155        1078.4302       -10934.891        1410.2908
              -16              -17                7       -11182.521        41783.938        920.26227        1761.7399       -11173.026        3150.3909
              -15              -17                7       -11236.567        42436.129        816.14337        2581.4268       -11354.919        4738.8862
              -14              -17                7       -11246.705            42741        647.50757        4120.1055       -11381.205        5071.6865
              -13              -17                7       -11242.645         42746.93         435.0806        6240.0215       -11254.052        4112.0713
              -12              -17                7       -11321.332        42813.602        255.42142        8370.3486       -11064.055        2847.4443
              -11              -17                7       -11430.688        41861.648        256.07709        8970.4375       -10672.588        984.34082
              -10              -17                7       -11555.801        40576.273         321.4024        8959.1963       -10216.599       -1084.7274
               -9              -17                7       -11704.176        39228.672        411.77164         8716.834       -9736.6113       -3262.0532
               -8              -17                7       -11760.698        37898.227         188.4469        13748.093       -9292.2324       -869.57977
               -7              -17                7       -12053.669        35453.023        98.531746        17796.928       -8678.5781        888.95117
               -6              -17                7       -12450.721        31759.732        95.672928        18873.346       -7874.7505        187.73047
               -5              -17                7       -12783.665        27788.441        109.94985        19612.408       -6987.1011        -476.8667
               -4              -17                7       -13052.505         23539.16        141.36261        20014.119       -6015.6309       -1104.8481
               -3              -17                7       -13257.237        19011.883         189.9111        20078.475       -4960.3374        -1696.207
               -2              -17                7       -13546.175        13749.063        59.887589         20258.82       -3808.1011       -5751.9243
               -1              -17                7       -13739.307        7167.2275       -126.47749        21040.402       -2609.5859       -8291.9678
                0              -17                7       -13742.829       -1666.2239       -177.33789        20940.738       -1398.5863       -8471.6201
                1              -17                7       -13442.602       -6812.2871       -164.74435        20143.273       -224.64915       -7895.3291
                2              -17                7       -13136.857       -11889.418       -161.78651        19709.477        912.74603       -7167.1533
                3              -17                7       -12823.054       -16919.855         -163.061        19298.555        2015.0052       -6387.1318
                4              -17                7       -12501.197       -21903.598       -168.56781        18910.502        3082.1284       -5555.2656
                5              -17                7       -12171.282        -26840.65       -178.30704        18545.328        4114.1162       -4671.5547
