           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -608.04431          3226.21        28443.498        8815.4277       -664.66925        3120.8794
              -17              -18                7       -426.99194        4005.3313        26906.754        17845.865       -574.83032        1613.5939
              -16              -18                7       -287.97519        4682.5825        25375.789        27267.602       -493.73566        154.01532
              -15              -18                7         -190.994        5257.9639          23850.6        37080.625       -421.38535       -1257.8547
              -14              -18                7       -136.04834        5731.4761        22331.189        47284.949       -357.77921       -2622.0183
              -13              -18                7        29.867249        5870.9238        20854.025        56714.906       -270.37335       -4597.6064
              -12              -18                7        108.39774        5735.8584        19426.043        64779.195        -166.9415       -6253.4883
              -11              -18                7        35.207718        5496.4434        18014.564        72515.891        -78.77095       -6819.5161
              -10              -18                7       -49.782425        5165.8203         16608.48        80287.375       -2.3725357       -7077.5967
               -9              -18                7       -146.57259        4743.9902        15207.789        88093.688        62.253788       -7027.7295
               -8              -18                7        -286.1976        4838.8652        13661.374        98452.539        78.407898       -6445.6748
               -7              -18                7       -285.22263        2183.0151        12105.123        107664.56        94.800728       -6062.4482
               -6              -18                7       -294.14551        349.29761         10527.85        116094.66        106.82451       -5825.2178
               -5              -18                7       -312.96643       -662.29004        8929.5488        123742.88         114.4793       -5733.9824
               -4              -18                7       -341.68542       -851.74634        7310.2251        130609.14        117.76505       -5788.7466
               -3              -18                7       -380.30225       -219.07349         5669.876        136693.52        116.68185       -5989.5034
               -2              -18                7       -428.81717        1235.7307         4008.502        141995.98        111.22959       -6336.2598
               -1              -18                7       -461.51294        2533.8411         2297.583        147061.27        150.78885       -7011.1968
                0              -18                7       -413.63367       -1064.9768        553.98669        147114.98        174.25107       -6841.2783
                1              -18                7       -337.74509       -1211.6029       -1129.6163         143288.8         140.1066       -6113.5996
                2              -18                7       -304.65735       -1365.4271       -2783.9805           139747        109.00612       -5729.8291
                3              -18                7       -273.18262       -1761.3656       -4429.0186        135507.17        91.179443       -5274.7124
                4              -18                7       -243.32063        -2399.418       -6064.7305        130569.34        86.626511        -4748.251
                5              -18                7       -215.07143       -3279.5854       -7691.1191         124933.5        95.347328       -4150.4395
                6              -18                7       -188.43495       -4401.8638       -9308.1807        118599.64        117.34184       -3481.2795
                7              -18                7       -163.41132       -5766.2578       -10915.919        111567.78        152.61015       -2740.7759
                8              -18                7       -109.60033        -6781.833       -12463.155        102543.81        196.09302       -1416.1642
                9              -18                7        9.5575943       -6362.0459       -13859.031        92268.828        228.89317       -1726.4153
               10              -18                7        102.77325       -6428.5991       -15288.404        84292.633        272.06503       -3476.8806
               11              -18                7        178.87357       -6526.0166       -16728.813        76531.805        329.58624       -4887.3691
               12              -18                7        229.35457       -6651.3784       -18182.033        68951.266        400.40903       -5874.1313
               13              -18                7       -46.769009       -6695.6167       -19701.717        60333.707        448.49869        -3988.001
               14              -18                7       -91.717743        -6028.168       -21209.754         49838.66        484.89722       -3307.9421
               15              -18                7       -171.91949       -5322.1626         -22737.1        39699.066          529.362       -2296.5706
               16              -18                7       -287.54935       -4578.0181       -24283.773        29916.176        581.90509       -953.06494
               17              -18                7       -438.60724       -3795.7346       -25849.768        20489.984        642.52631         722.5741
               18              -18                7        -625.0932       -2975.3118       -27435.092        11420.505        711.22583        2730.3467
              -18              -17                7       -2119.1108        9227.5977        28278.088        8301.8516       -1049.0565        1746.2446
              -17              -17                7       -1877.7513        10131.896        26736.762        17401.121       -953.06567        210.49506
              -16              -17                7       -1678.4279        10934.324        25201.213        26891.686       -865.81909        -1277.547
              -15              -17                7       -1521.1399        11634.884        23671.439        36773.539       -787.31689       -2717.8816
              -14              -17                7       -1247.7468        11995.506        22211.678        45858.125        -681.9436       -4774.0293
              -13              -17                7       -904.25806         12119.39        20811.256        54018.031       -552.43005       -7645.3057
              -12              -17                7       -648.34668        12254.647        19408.668        62288.398       -431.86731       -10794.489
              -11              -17                7       -656.17273        12179.861        18007.809        69965.281       -327.59412       -12276.063
              -10              -17                7       -730.04126        11966.294        16612.582        77499.609       -236.73001       -12998.821
               -9              -17                7       -815.70984        11661.517        15222.748         85068.75         -157.638        -13413.63
               -8              -17                7       -1033.0901        13994.505         13666.71        97726.398       -158.50754       -14317.881
               -7              -17                7       -1195.8362        14118.284        12113.686        109795.22       -155.75458       -16130.799
               -6              -17                7       -1226.7013        11674.748        10539.294        118759.23        -124.7439       -17350.836
               -5              -17                7       -1267.4645         10053.34         8943.877        126941.33       -98.102249       -18716.871
               -4              -17                7       -1318.1259        9254.0674         7327.436        134341.53       -75.829666       -20228.904
               -3              -17                7       -1378.6848        9276.9219        5689.9697        140959.81       -57.925983        -21886.93
               -2              -17                7       -1381.2115         7507.646        3999.7449        145660.75        81.732414       -24207.531
               -1              -17                7       -1338.9907        4822.3145        2238.7654        149114.72        217.61496       -25381.404
                0              -17                7       -1290.8987       -3654.5186        520.70154        149394.53         401.0603        -25366.32
                1              -17                7       -1209.7081       -4512.5703       -1161.0249        145772.05        377.95856       -24060.281
                2              -17                7        -1153.324       -5485.0298       -2826.9443        142117.69         364.4942       -22985.082
                3              -17                7       -1098.5529       -6699.6045       -4483.5381        137765.31        364.30371       -21838.543
                4              -17                7       -1045.3943        -8156.291       -6130.8066        132714.92        377.38678        -20620.65
                5              -17                7       -993.84869       -9855.0938       -7768.7495        126966.52        403.74377        -19331.41
                6              -17                7       -943.91553       -11796.007       -9397.3672        120520.11        443.37427       -17970.824
                7              -17                7        -895.5954       -13979.038       -11016.662        113375.68        496.27872       -16538.891
                8              -17                7       -727.49768       -13702.052       -12412.733        101053.96        517.70544         -11642.6
                9              -17                7       -604.92035       -12647.987       -13765.246        89065.438        549.89197       -9089.8047
               10              -17                7       -519.67584       -12590.902       -15185.601        81377.133        602.24072        -10324.82
               11              -17                7       -451.54688       -12564.687        -16616.99        73904.188         668.9389       -11219.861
               12              -17                7       -618.74292       -12488.622       -18085.732        65795.539        726.25195       -9573.3359
               13              -17                7       -914.87543       -12393.701        -19568.01        57495.559           786.75       -7373.7412
               14              -17                7       -1292.3402       -12296.607       -21056.877        49193.121        855.72021       -5202.0723
               15              -17                7       -1461.9741        -11546.26       -22582.621        39222.082        909.46899       -4050.5098
               16              -17                7       -1636.4351       -10685.421       -24130.496        29399.521        968.61627       -2698.2803
               17              -17                7       -1846.3245       -9786.4453       -25697.695        19933.672        1035.8419       -1013.9171
               18              -17                7       -2091.6416       -8849.3291       -27284.215        10824.521        1111.1456        1002.5795
              -18              -16                7       -3546.0547        14708.191        27947.766         7983.731       -1442.6469        623.10468
              -17              -16                7       -3244.3887        15737.668        26401.852        17151.832        -1340.504       -941.10962
              -16              -16                7       -2984.7578        16665.273        24861.723        26711.221       -1247.1055        -2457.615
              -15              -16                7       -2603.9185        17247.105        23419.205        35450.563       -1123.7828       -4594.2837
              -14              -16                7       -2147.3223        17585.371         22062.15        43237.688       -973.27539       -7553.5391
              -13              -16                7       -1778.3025        17935.004         20702.93        51135.258       -831.71887       -10790.696
              -12              -16                7       -1496.8605         18296.02        19341.545        59143.289       -699.11365       -14305.759
              -11              -16                7       -1309.4142        18655.227        17977.299        67234.234       -575.70374       -18019.117
              -10              -16                7       -1372.1606        18558.715        16592.928        74531.422       -470.37393       -19206.547
               -9              -16                7       -1455.0099        18638.307        15198.484        82401.906       -384.34467        -20146.27
               -8              -16                7       -1668.4141        21573.811        13671.362        96470.016       -390.79816       -22632.324
               -7              -16                7       -1964.6167        25101.779        12169.381        112362.96       -424.09039       -27140.199
               -6              -16                7       -2116.7964        24436.285         10623.95        124280.01       -407.87927       -30879.025
               -5              -16                7        -2179.502        22205.063         9031.418        132996.02       -362.25082       -33702.328
               -4              -16                7       -2253.5293        19250.156        7405.6992        139728.92       -245.73351       -37654.078
               -3              -16                7       -2274.3159        15204.725        5722.0605        143802.63        -56.24902       -41671.363
               -2              -16                7       -2217.6489         11652.43        3985.2959        146310.55         123.5694       -44293.258
               -1              -16                7       -2174.5225        6303.0669        2211.0642        148192.36        267.38037       -44537.711
                0              -16                7       -2118.1731       -2210.2498        529.30017        148085.98        551.65466       -44917.078
                1              -16                7       -2043.3075       -7961.9873       -1192.5066        146648.19         649.9314       -44225.492
                2              -16                7       -1963.6271        -9753.084       -2869.9819        142881.25        654.10327       -42458.867
                3              -16                7       -1885.5593       -11786.295       -4538.1318        138416.31        671.54889       -40620.898
                4              -16                7       -1809.1042       -14061.618       -6196.9561        133253.36        702.26813       -38711.582
                5              -16                7       -1734.2622       -16579.055       -7846.4551         127392.4        746.26117       -36730.914
                6              -16                7       -1661.0327       -19338.605       -9486.6299        120833.41        803.52795       -34678.906
                7              -16                7       -1491.9668       -20718.723       -10983.188        111098.53        827.75305       -28857.744
                8              -16                7       -1310.6069       -20323.523       -12353.992        99147.531        836.99402       -22117.852
                9              -16                7       -1183.9146       -18862.238       -13669.264        86419.078        858.16669       -16927.652
               10              -16                7       -1105.1132       -18418.475       -15063.346        78222.023        915.85132       -16921.631
               11              -16                7       -1175.3433       -18218.762       -16490.523        70555.781        979.58557       -15655.023
               12              -16                7       -1410.1519        -17986.85       -17928.807        62575.797        1044.0194       -13114.031
               13              -16                7       -1726.2932        -17752.77       -19373.678        54593.359        1116.9258       -10600.972
               14              -16                7       -2123.7666       -17516.516       -20825.139        46608.488        1198.3043       -8115.8364
               15              -16                7       -2602.5737       -17278.096       -22283.189         38621.16        1288.1555       -5658.6304
               16              -16                7       -2898.8076       -16447.963       -23816.074        29170.025        1360.5189       -4050.5361
               17              -16                7       -3167.5276       -15432.292       -25384.471        19664.504        1434.3486       -2357.4495
               18              -16                7       -3471.6763       -14378.483       -26972.197        10515.691         1516.257       -332.22876
              -18              -15                7       -4888.8755        19667.988        27452.523         7861.064       -1845.4396       -248.54077
              -17              -15                7       -4526.9023        20822.643        25902.031        17097.992        -1737.145       -1841.2188
              -16              -15                7       -4038.6492        21625.723        24476.605        25492.244       -1595.8911       -4058.3735
              -15              -15                7       -3468.9438        22178.369        23162.916        32906.578       -1424.3896       -7105.6045
              -14              -15                7       -2986.8171        22742.387        21847.064        40431.359       -1261.8397       -10430.738
              -13              -15                7       -2592.2671        23317.779        20529.047        48066.598       -1108.2405       -14033.777
              -12              -15                7       -2285.2944        23904.547        19208.867        55812.281       -963.59235       -17914.723
              -11              -15                7       -2065.8992        24502.691        17886.518        63668.438       -827.89545       -22073.574
              -10              -15                7        -1976.141         24943.09         16549.52        71382.813       -703.30432       -25700.783
               -9              -15                7       -2060.3679        25640.271        15147.818        80190.703       -618.64941       -27437.486
               -8              -15                7       -2264.5459        29032.121          13660.6        95413.563       -626.97668       -31523.625
               -7              -15                7       -2551.5225        33016.434        12198.521        112461.27       -662.14252       -37631.582
               -6              -15                7       -2921.2964        37593.195        10761.581        131333.88       -724.14673       -45761.336
               -5              -15                7        -3087.708        31879.748        9158.7637        137556.31       -497.32236       -53577.508
               -4              -15                7       -3129.4888        25797.715         7483.375        141078.36       -270.50668       -59172.969
               -3              -15                7       -3093.8169        20208.826        5754.8604        143034.67       -53.357094       -63373.074
               -2              -15                7       -2980.6907        15113.071        3973.2188        143425.23        154.12645       -66177.789
               -1              -15                7       -2957.5171        7555.6162         2195.002        145723.41        318.82001       -65177.219
                0              -15                7        -2907.061        -1035.661        534.98749        145804.41        694.86017        -66800.93
                1              -15                7       -2801.9895       -11356.684        -1224.048        145460.33        927.68762       -65141.609
                2              -15                7       -2735.5659       -14169.586       -2913.0913        142037.69        977.83325        -64151.18
