           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7          20380.5       -33565.133       -884.97522       -65.515671         30432.26        7951.5928
              -17              -18                7        20518.531       -34130.285       -715.00684       -253.12851        30782.438        6774.4575
              -16              -18                7        20759.793       -34722.852       -566.69171       -571.25171        31018.359        5728.2217
              -15              -18                7        21104.275       -35342.836       -440.02991       -1019.8851        31140.025        4812.8867
              -14              -18                7        21551.984       -35990.246        -335.0213       -1599.0289        31147.434        4028.4509
              -13              -18                7        21976.447       -36317.203       -139.33501       -2694.5195        30848.611        4333.7407
              -12              -18                7        22356.887        -35799.82       -66.514816       -3492.2952        30079.049         6089.291
              -11              -18                7        22750.836       -34797.957       -179.60318        -3579.147        29095.076        8258.3438
              -10              -18                7        23189.813       -33744.008       -330.59198       -3474.4949        28052.688        10535.881
               -9              -18                7         23673.82       -32637.969       -519.48126       -3178.3389        26951.875        12921.898
               -8              -18                7        24086.246       -31023.613       -212.41345       -4900.3193        25672.848        12587.613
               -7              -18                7        25160.371       -28263.912       -114.31802       -5358.9854        24007.881        13466.533
               -6              -18                7        26090.713       -25247.025       -47.898315       -5512.1421        22159.285        14313.084
               -5              -18                7         26877.27       -21972.961       -13.154411       -5359.7861        20127.064        15127.268
               -4              -18                7        27520.039       -18441.715       -10.086212       -4901.9209        17911.215        15909.084
               -3              -18                7        28019.025       -14653.285       -38.693787        -4138.543        15511.738        16658.531
               -2              -18                7        28374.227       -10607.677       -98.977119       -3069.6538        12928.635        17375.615
               -1              -18                7        28690.297       -6070.5996        15.376633       -2447.8408        10187.035        18652.338
                0              -18                7        28559.266       -348.71039        115.11123       -2556.5364        7371.0435        19359.508
                1              -18                7        27915.719         3994.563        57.784821       -2418.2949        4649.2915        19400.609
                2              -18                7        27246.609        8338.0527        40.661026       -2674.7549        1994.7388        19281.893
                3              -18                7        26555.291        12641.477        32.434601       -2954.8052       -589.13495        19098.045
                4              -18                7        25841.756        16904.834        33.105644       -3258.4463       -3102.3279        18849.068
                5              -18                7        25106.006        21128.129        42.674118       -3585.6777       -5544.8452        18534.955
                6              -18                7        24348.043        25311.352        61.139946       -3936.4958       -7916.6797        18155.709
                7              -18                7        23567.865        29454.516        88.503288       -4310.9058       -10217.838        17711.336
                8              -18                7        22752.961        33238.961        147.30742       -3383.7151        -12364.17        17442.648
                9              -18                7        22123.357        34719.398         117.4884       -1792.9476       -14035.563        17583.771
               10              -18                7        21625.148         35617.07        15.120956       -2209.5381       -15597.792        17354.453
               11              -18                7        21148.977            36497       -59.194626       -2466.7944       -17093.094        17054.182
               12              -18                7        20692.895        37333.918        -96.78241       -2552.1309       -18511.684        16678.031
               13              -18                7        20247.234        37287.902        184.70151         -2050.71        -19527.48        16146.402
               14              -18                7        19762.563        36868.566        278.03708       -1931.9109       -20141.824         17435.98
               15              -18                7        19357.121        36407.383        388.09323       -1713.1373       -20657.973         18726.42
               16              -18                7        19030.996        35904.539        515.00244       -1394.0684       -21076.107        20016.643
               17              -18                7        18784.184         35360.02        658.76465       -974.70428       -21396.227        21306.645
               18              -18                7        18616.688         34773.84        819.37988       -455.04498       -21618.332         22596.43
              -18              -17                7        21455.762       -35700.379       -1870.7821       -1266.7373        30932.734        7538.0356
              -17              -17                7        21548.979       -36338.047        -1670.821       -1673.2549        31295.992        6476.4941
              -16              -17                7        21745.422       -37003.148       -1492.5133       -2210.2825        31544.992        5545.8521
              -15              -17                7         22045.09       -37695.656       -1335.8589       -2877.8206        31679.734        4746.1099
              -14              -17                7        22307.014        -38113.77        -1078.578        -4140.272        31528.229        5029.7588
              -13              -17                7        22579.688       -38287.148       -757.05725       -5879.8013         31099.41        6429.3105
              -12              -17                7        23006.023       -38498.277       -493.47177       -7638.8545        30551.727        8093.2012
              -11              -17                7        23436.961       -37698.125       -525.52515       -8125.7593        29639.318        10216.814
              -10              -17                7        23885.023       -36579.223       -660.10815       -8103.2822        28597.504        12516.552
               -9              -17                7        24378.117       -35408.234       -832.59174       -7889.3008        27497.271        14924.771
               -8              -17                7        24653.262       -34296.863       -393.37061       -12481.396        26327.896        13225.447
               -7              -17                7        25434.152       -32186.006       -239.90619       -16168.342        24765.037        12172.741
               -6              -17                7        26415.926       -28922.939       -256.27209       -17131.145         22792.68        13372.209
               -5              -17                7        27253.916       -25402.693       -304.31375       -17788.438        20636.691        14539.308
               -4              -17                7        27948.121       -21625.271       -384.03119       -18140.223        18297.082        15674.041
               -3              -17                7        28498.539       -17590.664       -495.42435       -18186.494        15773.842        16776.406
               -2              -17                7        29214.965       -12895.764       -199.78032       -18326.711        13069.914        20988.633
               -1              -17                7        29714.855        -6997.957        219.87981         -19023.1        10246.171        23799.162
                0              -17                7        29781.318        979.10712        297.52243       -18941.969        7370.6104        24445.443
                1              -17                7        29102.201        5678.0571        267.93103       -18219.639        4547.2271         24298.43
                2              -17                7        28411.271        10315.678        257.32809       -17836.152        1800.6672        23998.586
                3              -17                7        27698.125        14913.235        255.62256       -17476.262       -875.21191        23633.607
                4              -17                7        26962.768        19470.723        262.81439       -17139.961       -3480.4126        23203.496
                5              -17                7        26205.195        23988.148        278.90372       -16827.248       -6014.9346        22708.256
                6              -17                7        25425.408        28465.504        303.89038       -16538.127       -8478.7773        22147.881
                7              -17                7        24623.406        32902.797        337.77451       -16272.594       -10871.941        21522.373
                8              -17                7         23607.15        35792.949        452.68274       -10293.186       -12817.648         21079.35
                9              -17                7        22794.377         37604.41         505.9404       -5898.2241       -14506.781        21006.664
               10              -17                7        22300.598        38530.496        415.20239       -6254.4697       -16067.268        20638.129
               11              -17                7        21828.855        39438.832         352.5163       -6451.3848       -17560.824        20198.637
               12              -17                7        21322.984        39616.023        541.98596       -5996.3003       -18712.203         19460.84
               13              -17                7        20915.844        39521.586        830.69678        -5228.063       -19697.223        18727.797
               14              -17                7        20631.295        39323.461        1164.9547            -4265       -20580.514        18070.271
               15              -17                7        20282.133        38791.348        1327.1847       -3718.7063       -21117.928         19071.82
               16              -17                7        19993.172        38188.164        1482.9435       -3136.9688       -21529.322        20257.469
               17              -17                7        19783.523         37543.32        1655.5555        -2454.936       -21842.703        21442.898
               18              -17                7        19653.189        36856.801        1845.0204       -1672.6078       -22058.068        22628.109
              -18              -16                7        22611.848       -37866.676       -2826.4802       -2314.4534        31386.025        7085.3247
              -17              -16                7        22660.244       -38576.871       -2596.5269       -2939.8757        31762.354        6139.3755
              -16              -16                7        22811.871       -39314.488       -2388.2261       -3695.8071        32024.434        5324.3271
              -15              -16                7        22911.346       -39823.508       -2069.4084       -5124.7656        32020.139        5586.3594
              -14              -16                7        23007.313       -40128.863       -1676.4252       -7106.3276        31756.137         6963.519
              -13              -16                7        23256.939       -40471.977       -1341.3768       -9107.4092         31373.27        8605.0186
              -12              -16                7         23660.23       -40852.844        -1064.264       -11128.019        30871.541        10510.857
              -11              -16                7        24211.098       -41222.305       -854.02289       -13109.827        30240.684        12680.045
              -10              -16                7        24668.246       -40038.453       -972.20013       -13169.525        29199.441         15001.98
               -9              -16                7        25151.408       -38847.492       -1063.8557       -13602.857        28109.926        17117.832
