           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -4714.9805        6457.5176        64.669426        408.80109       -376.10568        602.00812
              -17              -18                7       -4206.2964        5895.5879        351.51718        954.87671       -600.23035       -217.55695
              -16              -18                7       -3680.3037        5162.2373        634.88928        1294.4186       -716.10077       -897.30206
              -15              -18                7       -3136.9993        4257.4644        914.78552        1427.4264       -723.71729       -1437.2273
              -14              -18                7       -2576.3843         3181.269        1191.2059        1353.9005       -623.07971       -1837.3328
              -13              -18                7       -2117.6528        1939.7581        1441.4658        1448.5052         -546.836       -1341.9321
              -12              -18                7       -1771.4202        890.54993         1588.986        1583.6655       -671.71246        51.476563
              -11              -18                7       -1445.5333        101.04822        1664.7305        1552.7136       -888.81421        1540.0142
              -10              -18                7        -1113.764       -754.96216        1722.0233        1559.6881       -1110.6543        3121.0762
               -9              -18                7       -776.11176       -1677.4811        1760.8644        1604.5892        -1337.233        4794.6641
               -8              -18                7       -4.1841965       -2270.5793        1347.3087       -304.16666       -2021.0714        3790.7732
               -7              -18                7        871.24792       -2117.9607       -619.96204       -2163.1938       -2317.4092        4480.1392
               -6              -18                7        1492.9224       -1975.8538       -2268.9912       -3501.1304       -2598.3696        5061.5459
               -5              -18                7        1860.8386       -1844.2589       -3599.7776       -4317.9756       -2863.9526        5534.9961
               -4              -18                7        1974.9971       -1723.1766       -4612.3218        -4613.731       -3114.1592        5900.4883
               -3              -18                7        1835.3979       -1612.6066        -5306.626        -4388.395       -3348.9883        6158.0234
               -2              -18                7        1442.0408       -1512.5483        -5682.687        -3641.968       -3568.4404        6307.6011
               -1              -18                7        836.89215       -1306.3392       -5934.8379       -3289.9622       -3629.7922        7509.2959
                0              -18                7       -14.699827       -219.22668       -6300.7017       -3444.9727       -3646.7239        7633.9819
                1              -18                7       -499.66559       -322.66455       -6181.8906       -3129.4832       -3786.9189        6665.9697
                2              -18                7       -938.59839       -293.02075       -5493.8438       -2823.5151       -3843.7573        5700.7168
                3              -18                7       -1209.1584       -117.07324       -4614.0786       -2451.0813       -3782.4907        4703.3086
                4              -18                7       -1311.3458        205.17737       -3542.5955       -2012.1801       -3603.1204         3673.748
                5              -18                7       -1245.1604         673.7312       -2279.3931        -1506.811       -3305.6443        2612.0313
