           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -4793.1338       -4748.5654         4837.771         4723.832       -9.8653049        12.391415
              -17              -18                7       -3394.3569       -7452.5908        4772.2119        4734.3042       -162.17612        44.870388
              -16              -18                7       -2009.2217       -10167.138         4679.498        4741.5435       -316.09772        62.250771
              -15              -18                7       -637.72833       -12892.203        4559.6284        4745.5488        -471.6301        64.532562
              -14              -18                7        720.12476       -15627.791         4412.603        4746.3203       -628.77338        51.715752
              -13              -18                7        1953.6196       -18174.568        4342.9092        4554.1201       -787.95837      -0.93431091
              -12              -18                7        2978.4849       -20270.051        4228.1035        4387.8242       -940.16321       -78.326202
              -11              -18                7        3918.0295       -22124.703        3999.0469        4370.8496       -1077.4618       -147.30655
              -10              -18                7        4852.0586       -23960.836         3751.335        4340.4663       -1203.2305       -229.41382
               -9              -18                7        5780.5703       -25778.461        3484.9673        4296.6733        -1317.469       -324.64798
               -8              -18                7        6565.6309       -27711.393        3144.8044        4414.5557       -1551.1233       -488.52408
               -7              -18                7        7263.3628       -29702.752        2709.0149        4524.7407       -1800.9629       -511.80206
               -6              -18                7        7890.5342       -31504.139        2237.1794        4591.2739       -2021.3291       -536.01324
               -5              -18                7        8447.1455       -33115.551        1729.2977        4614.1543       -2212.2207       -561.15753
               -4              -18                7        8933.1953       -34536.988        1185.3704        4593.3828       -2373.6387       -587.23499
               -3              -18                7        9348.6855       -35768.453        605.39679         4528.959       -2505.5828       -614.24561
               -2              -18                7        9693.6152       -36809.945       -10.622711        4420.8828       -2608.0527       -642.18939
               -1              -18                7        9943.2061       -37882.113       -589.55109         4141.541       -2692.0378       -746.28131
                0              -18                7        9796.6465       -37906.918       -1011.2213        3411.6475       -2749.1738       -992.75482
                1              -18                7        9581.1963       -36863.293       -1533.5364        3053.3406       -2698.7468       -1032.9109
