           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        40497.875       -44348.867       -1181.4287       -1287.7825       -2262.0796       -1811.6725
              -17              -18                7        40396.883       -45129.328       -5499.9878       -6018.6563       -3757.0117        1304.5167
              -16              -18                7        40231.883       -45753.293       -10138.641       -10936.519       -5328.5513        4483.9316
              -15              -18                7        40002.871       -46220.746       -15097.381       -16041.367       -6976.6963        7726.5684
              -14              -18                7        39709.844       -46531.703       -20376.219       -21333.205       -8701.4482        11032.433
              -13              -18                7        39204.633       -46323.156        -25236.26       -26160.965       -10366.648        15087.016
              -12              -18                7        38416.781       -45551.258       -29364.277       -30215.324       -12291.393        19087.777
              -11              -18                7        37520.621        -44501.48       -33451.645       -34012.867       -14630.862        22241.531
              -10              -18                7         36574.02       -43295.262       -37657.109       -37751.449       -17124.393         25218.15
               -9              -18                7        35576.977       -41932.594       -41980.668       -41431.066       -19771.979        28017.633
               -8              -18                7        33150.148       -39594.242       -45627.348       -49237.008       -22296.789        29763.092
               -7              -18                7        30705.293        -33914.52       -50141.328       -55118.852         -25489.5         32638.24
               -6              -18                7        27702.293       -28670.859        -54549.84       -60158.633       -28238.613        35228.945
               -5              -18                7        24141.158       -23863.258       -58852.887       -64356.344       -30544.121        37535.203
               -4              -18                7        20021.887       -19491.717       -63050.445       -67711.984       -32406.031        39557.008
               -3              -18                7        15344.477       -15556.229       -67142.547        -70225.57        -33824.34        41294.375
               -2              -18                7        10108.928       -12056.804        -71129.18       -71897.078       -34799.047        42747.289
               -1              -18                7        4771.6553       -8295.0078       -74985.016       -73504.953       -35264.422        44239.184
                0              -18                7       -215.86514        825.83643       -74991.383       -73410.711       -35518.602         44365.75
                1              -18                7        -5367.144        6048.7866       -72669.531       -71187.516       -35113.422        43019.535
                2              -18                7       -10297.302        11121.828       -69927.078       -69712.023       -34235.406        41604.023
                3              -18                7        -14922.21        16230.847       -66831.781       -67810.188       -33017.566        39768.242
