           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        16689.582       -1409.9677        -16839.52         920.3728        224.07707        52.714344
              -17              -18                7        17843.543         -724.255       -15668.367        948.26099        644.82593        -504.8826
              -16              -18                7        19043.148        2.6629028       -14203.623         974.0257        994.95776       -1134.4332
              -15              -18                7        20288.395        770.78455       -12445.288        997.66895        1274.4722        -1835.936
              -14              -18                7        21579.281        1580.1106       -10393.359        1019.1901        1483.3699       -2609.3931
              -13              -18                7         23351.73         2968.387       -8547.3936        802.40491        1592.9033       -3580.4688
              -12              -18                7        25004.574         4621.938       -7027.9771        614.85034        1974.4639        -4585.249
              -11              -18                7         26214.82        5976.1997       -5393.1807        634.52161         2656.009       -5516.5981
              -10              -18                7        27458.234        7315.4609       -3599.6963        688.04047        3359.7217       -6506.5122
               -9              -18                7        28734.816        8639.7207        -1647.524        775.40814        4085.6013       -7554.9922
               -8              -18                7         30807.48        9167.3252        1222.7166        3764.6035        4349.2114       -7249.1699
               -7              -18                7        32310.473        9250.5811        4441.2271        7427.0747        4349.8574       -7512.7026
               -6              -18                7        34032.734        9448.3916        7328.7061        10390.559        4137.2222       -7746.6333
               -5              -18                7        35974.273        9760.7539        9885.1504        12655.053        3711.3071       -7950.9604
               -4              -18                7        38135.078        10187.669        12110.559        14220.555        3072.1113       -8125.6831
               -3              -18                7         40515.16        10729.138        14004.938        15087.072        2219.6367       -8270.8047
               -2              -18                7        43114.508        11385.158        15568.281        15254.601        1153.8806       -8386.3232
               -1              -18                7        45381.258        12076.641         17379.52        15688.607       -404.27643       -9352.4727
                0              -18                7        44504.734        10971.957        17966.635        16555.402       -1721.2791       -9063.2275
                1              -18                7        43275.254        9809.2109        16289.137        16184.211       -2547.9934       -7898.0605
                2              -18                7        42039.586        8614.7197        14766.401        15463.949       -3465.3062       -6821.7959
                3              -18                7         40552.09        7277.8428        13104.323        14476.577       -4322.2129       -5722.6621
                4              -18                7        38812.781        5798.5781        11302.906        13222.095         -5118.71       -4600.6606
                5              -18                7        36821.652        4176.9243        9362.1455          11700.5       -5854.7993       -3455.7852
                6              -18                7        34578.695        2412.8843        7282.0439         9911.791         -6530.48        -2288.041
                7              -18                7         32083.92        506.45493        5062.5991        7855.9712        -7145.752       -1097.4274
                8              -18                7        29453.492       -1335.4373         2202.072        4716.5923       -7450.1978       -264.11261
                9              -18                7        27336.455       -1349.1665       -711.92139        2000.3999       -7515.4468       -578.47888
               10              -18                7         25315.25       -906.11139       -2428.6191        1189.0951       -7796.0957       -651.51251
               11              -18                7        23390.668       -499.00952       -4041.1367        338.37146       -7907.8594       -612.70752
               12              -18                7        21561.783       -111.73901       -5552.0918       -538.45654       -7813.5835       -416.67529
               13              -18                7        19887.879        854.77032       -7087.6777       -1113.2352       -6415.0337        1261.1223
               14              -18                7        18470.244        1896.1859       -9157.1455       -2512.1707       -5464.7847        1318.5026
               15              -18                7        17279.178         2996.498       -11048.758       -3907.4556       -4367.8799        1243.2448
               16              -18                7        16314.674        4155.7217        -12762.13       -5298.6572       -3123.9949         1036.261
               17              -18                7        15576.731        5373.8555        -14297.26       -6685.7739       -1733.1309        697.55121
               18              -18                7        15065.353        6650.9023       -15654.151       -8068.8076       -195.28766        227.11523
              -18              -17                7        15515.104       -1460.4266        -18103.49       -11.346924       -106.00644        812.31604
              -17              -17                7        16781.799       -778.93085       -17043.102        22.917053        313.01111        259.38501
              -16              -17                7        18094.137       -56.231018       -15689.122        55.058228        661.41174       -365.49911
              -15              -17                7        19452.113         707.6734       -14041.551        85.077667        939.19482       -1062.3365
              -14              -17                7        21297.637        1981.0305       -12572.988       -206.25403        1124.1702       -1928.7179
              -13              -17                7        23635.914        3878.6245       -11357.042       -756.39648        1218.6462       -2977.2837
              -12              -17                7        26068.738        6013.1416       -9989.3945       -1256.6843        1243.4337       -4123.7368
              -11              -17                7        27668.588        7645.6504       -8503.2559       -1363.2068        1715.0991        -5117.439
              -10              -17                7        29063.951        9094.9775        -6867.896       -1343.7263        2335.2795       -6107.8555
               -9              -17                7        30492.484        10529.301       -5073.8457       -1290.3987         2977.627       -7156.8389
               -8              -17                7        33520.656        11730.325       -2229.0793        2416.1851        2687.1353       -6315.0938
               -7              -17                7        36166.219        12578.977         1053.616        6661.5356        1852.2087       -5596.4404
               -6              -17                7        37897.578        12772.313        4126.4917        9705.8496         1151.828       -5905.8682
               -5              -17                7        39848.211        13080.201        6868.3364        12051.176        238.16675       -6185.6934
               -4              -17                7        42018.117        13502.646        9279.1445        13697.513       -888.77441       -6435.9146
               -3              -17                7        44407.289        14039.641         11358.92        14644.861       -2228.9954       -6656.5337
               -2              -17                7        45921.957        15343.867        13881.143         16539.67       -4232.8008       -9914.8779
               -1              -17                7        46768.375        15636.521        16215.439        18676.311       -6434.0195       -12319.062
                0              -17                7        44923.559        12670.055        18388.598        21868.324       -8405.2539       -12940.614
                1              -17                7         43484.27        11106.221        17091.305        21214.867       -9269.1621       -11933.035
                2              -17                7        41901.973         9458.957        15845.855         20457.98       -10160.854       -10944.561
                3              -17                7        40067.859        7669.3066        14461.066        19433.982       -10992.141       -9933.2148
                4              -17                7        37981.926        5737.2686        12936.938        18142.869       -11763.014        -8898.998
                5              -17                7        35644.164         3662.842        11273.463        16584.648       -12473.484       -7841.9131
                6              -17                7         33054.59        1446.0288        9470.6504        14759.313       -13123.542        -6761.957
                7              -17                7        30213.189       -913.17407        7528.4937        12666.866       -13713.192       -5659.1313
                8              -17                7        27470.848        -2673.062        3602.4485        6500.7568       -12673.001       -4985.3936
                9              -17                7        25317.348       -3112.5947       -322.34427        1412.5773       -11901.059       -4758.2178
               10              -17                7        23344.641       -2734.2825       -1970.5659        723.75122        -11983.43       -4625.8198
               11              -17                7        21468.559       -2391.9243       -3514.6025       -4.4936218       -11896.916       -4381.5835
               12              -17                7        19609.203       -1630.4354        -5070.728       -585.20959       -10617.813       -2754.2039
               13              -17                7        17981.609        -632.9165       -6627.5166       -1318.8947        -9043.168       -885.04895
               14              -17                7        16622.588        505.62262       -8164.5942       -2269.3726       -7440.1011         891.1416
               15              -17                7         15561.41         1748.126       -10106.676       -3792.2354       -6286.0654        1104.8347
               16              -17                7        14732.283        3049.5181       -11927.023       -5362.8271       -5045.5156        1021.3395
               17              -17                7        14129.721        4409.8213       -13569.131        -6929.335       -3657.9868        806.11823
               18              -17                7        13753.718        5829.0352       -15032.996       -8491.7588       -2123.4788        459.17108
              -18              -16                7        14059.009       -1465.5186       -19381.123        -814.0061       -438.50623         1516.338
              -17              -16                7        15438.438       -788.23767       -18431.498        -773.3681       -21.219957        968.07294
              -16              -16                7        16863.506       -69.755768       -17188.281        -734.8501        325.44931        347.85471
              -15              -16                7        18782.061        1089.0623       -16097.272        -1100.249         585.8299       -413.98816
              -14              -16                7        21201.297        2810.0415       -15236.346       -1803.3044        761.67261       -1332.4767
              -13              -16                7        23715.078         4767.939       -14223.719        -2456.501         867.8269       -2348.8516
              -12              -16                7         26323.41        6962.7578       -13059.393       -3059.8423        904.29266       -3463.1125
              -11              -16                7        28988.713         9364.293       -11743.187       -3597.9907        889.33435       -4666.0435
              -10              -16                7        30536.025        10923.685       -10265.947       -3612.5505        1425.9823       -5656.9634
               -9              -16                7        32257.523        12476.144       -8546.5811       -3267.9534        1913.0565       -6590.1377
               -8              -16                7        35703.211        14334.348       -5692.4854        911.71265        1166.2366       -5917.7725
               -7              -16                7        39791.973          16621.9       -2363.7363        6349.6191       -592.10779       -4308.6558
               -6              -16                7         42470.75        17608.541        985.08447        10434.633       -2212.9844       -3828.5833
               -5              -16                7        44430.473        17911.959        3912.3257        12860.791       -3614.3916       -4183.9048
               -4              -16                7        46150.039        18833.275        6805.4277         14823.25       -5525.0947       -6488.0068
               -3              -16                7        47300.125        20075.631         9610.252        16975.879        -7852.999       -10652.586
               -2              -16                7         48274.18        20977.383        11978.949        19287.287       -10237.916       -14455.261
               -1              -16                7        48207.457        19748.496        14128.826        21756.143       -12554.363       -15942.333
                0              -16                7        46486.566        16338.185        16458.914        26771.293        -15328.35       -17667.785
                1              -16                7        44010.258        12361.819        17443.891        27923.355       -17047.771       -18145.051
                2              -16                7         42081.34        10261.782         16475.73         27129.84       -17913.846       -17244.367
                3              -16                7        39900.602        8019.3579        15368.232        26069.213       -18719.512       -16320.811
                4              -16                7        37468.039        5634.5459        14121.389        24741.475       -19464.766       -15374.383
                5              -16                7        34783.652        3107.3459        12735.203        23146.623       -20149.613       -14405.086
                6              -16                7        31847.451        437.75903        11209.678        21284.664       -20774.053       -13412.918
                7              -16                7        28536.223       -2357.0908        8598.2207        16184.615       -19852.266       -11819.426
                8              -16                7        25621.066       -4204.0215         4852.126        9234.4863       -18123.488       -10230.524
                9              -16                7        23337.541       -4868.1084        426.79257         2212.959       -16487.467       -9068.6211
               10              -16                7         21419.27       -4599.2505       -1600.1823        732.97833       -16155.549       -8642.6006
               11              -16                7        19445.898       -4031.0576       -3167.4453        189.69937       -15079.705       -7187.3931
               12              -16                7        17596.051       -3143.5474       -4765.1563       -486.09921       -13357.386       -5033.9131
               13              -16                7         16014.77       -2115.0186       -6343.1504       -1378.6904       -11606.646       -2973.4011
               14              -16                7        14702.058       -945.46899       -7901.4336       -2488.0754       -9827.4844       -1005.8519
               15              -16                7        13657.911        365.09918        -9439.999       -3814.2544       -8019.9019        868.73212
               16              -16                7        12944.061        1803.6307       -11271.133       -5504.0801       -6650.9248        1260.8236
               17              -16                7        12476.873        3306.1028       -13020.215        -7249.978        -5266.731        1169.0909
               18              -16                7        12236.249        4867.4863       -14591.057        -8991.793       -3735.5576        945.63245
              -18              -15                7        12321.297       -1425.2402       -20672.414       -1487.6066       -773.42206        2164.7795
              -17              -15                7        13813.458       -752.17834       -19833.557       -1440.5909       -357.86703        1621.1807
              -16              -15                7        15805.002        292.48679       -19120.242       -1879.5858       -22.118103        963.71924
              -15              -15                7        18305.195        1836.8485       -18614.334       -2735.5508        235.09143        175.30859
              -14              -15                7        20899.936        3618.1292        -17956.73       -3541.6592        422.61243       -710.98792
              -13              -15                7        23589.225        5636.3301       -17147.424       -4297.9097        540.44501       -1695.1715
              -12              -15                7        26373.063        7891.4507       -16186.418       -5004.3042        588.58905        -2777.241
              -11              -15                7        29251.451        10383.494       -15073.715       -5660.8447        567.04443       -3957.1978
              -10              -15                7        31874.463         12801.58       -13793.854       -6118.4307        631.83032       -5153.8354
               -9              -15                7        34009.508         14609.51       -12074.246       -5228.2524        854.64636       -5982.4478
               -8              -15                7        37795.031        17150.879        -9255.959       -760.28979       -320.09076       -5569.3643
               -7              -15                7        42223.621        20121.598       -5963.0166        4965.9136        -2506.353       -4219.5293
               -6              -15                7        47295.266        23521.658       -2195.4111        11950.364       -5704.1387       -1932.9413
               -5              -15                7        48766.855        25463.771        1367.6023        14664.921       -8538.5527       -6879.0342
               -4              -15                7        49641.176        26560.643        4375.1807         16953.32       -11139.855       -11636.962
               -3              -15                7        50339.469        27316.926        6946.6323          19400.5       -13798.184       -16032.988
               -2              -15                7        50861.719        27732.607         9081.958        22006.459       -16513.525       -20067.107
               -1              -15                7        49847.527        24512.184        11636.029        25727.102       -19064.145       -21119.695
                0              -15                7        48308.617        20980.051        14278.543        32837.047       -22831.555       -24393.451
                1              -15                7        44698.324        13667.798        17045.379        35466.801       -25270.549       -26036.184
                2              -15                7         42577.68        11023.196        16656.029        35479.527       -26724.277       -25721.215
                3              -15                7        40050.313        8327.9971        15825.816         34382.27        -27504.32       -24885.445
                4              -15                7        37271.125        5490.4126        14856.262        33017.906       -28223.955       -24026.807
                5              -15                7        34240.121         2510.439        13747.365         31386.43       -28883.184       -23145.301
                6              -15                7        30702.654       -858.37146        12161.607        27721.547       -28479.479       -21471.619
                7              -15                7        26987.584       -3984.7622        9395.9775        20355.357       -26094.182       -18522.051
