           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -10272.924        18560.588       -10048.177         18941.26        4229.2134        3752.0811
              -17              -18                7       -9974.7822        18388.092        -9249.583        19287.664        4369.8442        1838.2623
              -16              -18                7       -9656.2109        18093.723       -8434.4785        19298.715        4545.4937           40.375
              -15              -18                7       -9317.2061        17677.469       -7602.8613        18974.406        4756.1592       -1641.5806
              -14              -18                7       -8957.7715        17139.338       -6754.7314        18314.742        5001.8413        -3207.606
              -13              -18                7       -8639.5566        16355.503        -6076.002        17710.648        5231.6006        -4079.457
              -12              -18                7        -8291.998         15593.51       -5589.4097        17213.166         5366.502       -4105.2954
              -11              -18                7       -7876.9766         14982.78       -5106.3975        16580.914        5440.0098       -3859.3696
              -10              -18                7       -7432.4951        14263.422       -4610.0264        15918.734        5497.8389        -3509.241
               -9              -18                7       -6958.5527        13435.436       -4100.2959        15226.625        5539.9873       -3054.9084
               -8              -18                7       -6091.0942        11852.167       -3446.3721         14086.83        5381.4028       -4743.4829
               -7              -18                7        -4975.811        10526.293       -3102.5798         12177.14        5203.2432        -5073.876
               -6              -18                7       -3957.5935        9168.2988       -2718.0449        10383.424        4968.1416       -5482.4424
               -5              -18                7       -3036.4419         7778.188       -2292.7676        8705.6787        4676.0952       -5969.1787
               -4              -18                7       -2212.3562         6355.957       -1826.7476        7143.9077         4327.106       -6534.0859
               -3              -18                7       -1485.3364        4901.6089       -1319.9851        5698.1099        3921.1741       -7177.1646
               -2              -18                7       -855.38269        3415.1416       -772.47968        4368.2837        3458.2983       -7898.4136
               -1              -18                7       -337.66504        2227.2739       -111.52009        2692.5093        2912.0483       -7665.0928
                0              -18                7       -110.65376        533.49182         286.0676         671.1427        2261.7253       -7438.0552
                1              -18                7       -104.78564       -1516.4037        515.82855       -780.12012        1613.1086       -7841.8081
                2              -18                7       -54.978516       -3541.0701        901.19897       -2234.0933        947.05481       -8172.5298
                3              -18                7        23.913391       -5458.1123         1354.621       -3847.2119        275.89825       -8323.3965
                4              -18                7        131.89032       -7267.5269        1876.0939       -5619.4756       -400.36099       -8294.4063
                5              -18                7        268.95218       -8969.3193        2465.6189       -7550.8872       -1081.7238        -8085.561
                6              -18                7        435.09875       -10563.484        3123.1948       -9641.4414       -1768.1887       -7696.8608
                7              -18                7        630.33051       -12050.026        3848.8235       -11891.145       -2459.7571       -7128.3037
                8              -18                7        773.27905       -13311.974        4449.3843       -14025.104       -3023.1018       -6479.2803
                9              -18                7        711.27795       -14144.949        4260.2393       -14972.763       -3272.1626       -5995.6406
               10              -18                7        670.56091       -15042.551        3989.5586        -15586.35       -3587.4092       -5530.2686
               11              -18                7        633.42932       -15924.035        3713.8613       -16197.924       -3868.6606       -5069.0801
               12              -18                7        595.18591       -16801.174        3428.2834       -16818.523       -4116.1084       -4609.5625
               13              -18                7        405.92328       -17985.352        2971.7412       -17753.818       -4332.1074       -4047.3462
               14              -18                7        367.46381       -18767.857         2467.666        -18652.15       -4582.9111       -3095.7004
