           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7      -0.94765234       -531.32153         15.07432        656.91107      0.020588413        59.741299
              -17              -18                7       -1.0366699       -618.25232         15.02283        1526.0552       0.10046966        86.499954
              -16              -18                7       -1.1083184        -694.8078        14.960219        2327.5164       0.16051021         111.7857
              -15              -18                7        -1.162598       -760.98804        14.886487        3061.2932       0.20071012        135.59851
              -14              -18                7       -1.1995085       -816.79285        14.801633        3727.3872       0.22106937        157.93845
              -13              -18                7       -1.2108756       -920.11157        14.689351        4301.4678       0.23876379         171.1949
              -12              -18                7       -1.1921926       -998.17395        14.542563        4747.5811       0.22577558        175.28276
              -11              -18                7       -1.1571599       -965.53436        14.382003        5104.3892       0.15797883        193.99736
              -10              -18                7       -1.1106414       -898.21173        14.224239        5415.5503      0.066540718        222.56941
               -9              -18                7       -1.0526367       -796.20587        14.069272        5681.0649     -0.048538759         260.9989
               -8              -18                7       -1.0040891       -805.22992        13.866944        5543.7437      0.050636299         130.0168
               -7              -18                7      -0.95365697       -763.83258        13.913582        5263.6235      0.021585986        108.15884
               -6              -18                7      -0.92107809       -745.05164         13.92791        4854.7129      0.018043622        98.341049
               -5              -18                7        -0.906353        -748.8866        13.909933        4317.0132      0.040009364        100.56345
               -4              -18                7      -0.90948153       -775.33801         13.85965        3650.5225      0.087483078        114.82606
               -3              -18                7      -0.93046343       -824.40509         13.77706        2855.2419       0.16046473        141.12885
               -2              -18                7       -0.9692992        -896.0885        13.662164        1931.1716       0.25895441        179.47183
               -1              -18                7       -1.0050395       -1177.2222         13.57961        946.71814       0.31633353        152.04985
                0              -18                7      -0.81978828       -1087.4601        13.641551       -34.788597       0.37152609       -155.98441
                1              -18                7      -0.79707718       -731.54712        13.715124       -1029.0771       0.46511063       -247.18552
                2              -18                7      -0.77549064       -541.69543        13.686889       -1930.3536       0.56411374       -354.55807
                3              -18                7      -0.75879472       -428.51013        13.664136       -2749.2681        0.6454367        -411.5033
                4              -18                7      -0.74698961       -391.99133        13.646868       -3485.8196       0.70907921       -418.02124
                5              -18                7      -0.74007511       -432.13867        13.635084       -4140.0098       0.75504118       -374.11182
                6              -18                7      -0.73805124       -548.95154        13.628782       -4711.8369       0.78332257       -279.77527
                7              -18                7      -0.74091804       -742.43115        13.627965       -5201.3027       0.79392368       -135.01114
                8              -18                7      -0.75989902       -757.13513        13.662231       -5525.2246       0.71955335        4.0500183
                9              -18                7       -0.7411055       -579.79474        13.864169       -5412.8838       0.66266459       -31.430861
               10              -18                7      -0.68128562       -742.39581        14.083595       -5221.7407        0.7389462       -60.656021
               11              -18                7      -0.63108402       -884.96985        14.292701       -4972.6055       0.80393219       -78.704857
               12              -18                7      -0.59129453       -1001.8662        14.491235       -4664.1802        0.8546958       -86.742447
               13              -18                7      -0.58957875       -940.57446        14.670362       -4261.3188       0.80103397       -116.74718
               14              -18                7      -0.61195391       -926.40503        14.798433       -3650.9719       0.71801686       -95.545013
               15              -18                7      -0.64717239       -879.35754        14.907053       -2976.0417        0.6039986        -72.26181
               16              -18                7      -0.69522774       -799.40259        14.996239       -2236.6201       0.45898557       -46.921761
               17              -18                7      -0.75612009        -686.5401         15.06599       -1432.7076        0.2829777       -19.524841
               18              -18                7       -0.8298493       -540.77014         15.11631       -564.30365      0.075975008        9.9289341
              -18              -17                7       -1.0192662       -1376.1661         15.23539        794.18951       0.37261707        2.0824451
              -17              -17                7       -1.1236982       -1468.6522        15.182131        1669.8298       0.44991392        28.840261
              -16              -17                7       -1.2107613       -1550.7631         15.11775        2477.7866          0.50737        54.125164
              -15              -17                7       -1.2804555       -1622.4985        15.042246        3218.0598       0.54498547        77.937149
              -14              -17                7        -1.324878       -1728.4033        14.936474        3881.2129       0.57572961        101.75833
              -13              -17                7       -1.3434055       -1915.9796        14.814802        4483.5879       0.61884022        110.26346
              -12              -17                7       -1.3429904       -2159.9753         14.69911        5038.9048       0.66867828        97.255104
              -11              -17                7       -1.3240621        -2239.676        14.555158        5442.3086       0.64536238        103.06058
              -10              -17                7        -1.292984       -2236.1101        14.405327        5772.3311       0.58055049        126.06677
               -9              -17                7       -1.2504199       -2197.8608        14.258292        6056.7061       0.49209699        158.93042
               -8              -17                7       -1.2478086       -2558.1353        13.935635        5882.7212       0.81572616       -98.745232
               -7              -17                7        -1.247906       -2964.8406        13.770355         5536.939        1.1275824       -101.71564
               -6              -17                7       -1.2138541       -3082.3259        13.755369        5062.8105        1.2064388       -25.283142
               -5              -17                7       -1.1976554       -3222.4272        13.708076        4459.8921        1.3108032        63.189575
               -4              -17                7       -1.1993108       -3385.1462        13.628479        3728.1843        1.4406759        163.70242
               -3              -17                7       -1.2188195       -3570.4797        13.516574        2867.6855        1.5960565        276.25552
               -2              -17                7       -1.1494123       -4129.0874        13.673906        2194.7783        1.4888163        409.89572
               -1              -17                7       -1.0780714       -4422.9971        13.830334        996.35388        1.4246343        143.18568
                0              -17                7      -0.77032351       -4412.2729        14.003191       -4.4142628         1.482573        44.900143
                1              -17                7       -0.7316429       -3972.3838        14.011271       -1067.8823        1.5471394       -84.842957
