           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         501.7074       -440.04517        649.02026         477.0199       -618.31281       -134.67065
              -17              -18                7        969.45435       -770.53851         377.4649        273.64679       -1016.6483       -784.43701
              -16              -18                7        1452.9478       -1235.7117        47.439789       -216.60138       -1326.9275       -1197.1104
              -15              -18                7         1952.188       -1835.5658       -341.05536       -993.72498       -1549.1505       -1372.6904
              -14              -18                7         2467.175       -2570.1003       -788.02051       -2057.7244        -1683.317       -1311.1775
              -13              -18                7        2852.8931       -3510.7378       -1211.5258       -2877.6265       -1829.5798       -241.45728
              -12              -18                7        3098.2297       -4270.2808       -1633.2614       -3561.7295        -2194.554        1529.3672
              -11              -18                7        3324.8018       -4716.5728       -2118.4854       -4435.1455        -2701.481        3146.3022
              -10              -18                7        3554.6086       -5202.6831       -2640.1755       -5293.9805       -3233.8733        4814.4707
               -9              -18                7        3787.6501       -5728.6108       -3198.3323       -6138.2339       -3791.7314        6533.8726
               -8              -18                7        4211.3667       -5556.3413       -4126.0947       -9967.7295       -4757.2993        5077.3989
               -7              -18                7        4745.7764       -3969.3467       -6602.1567       -14748.576       -5473.1714        5749.2295
               -6              -18                7        4961.7637       -2726.8057       -8783.8154       -18618.768       -6114.5205        6313.2075
               -5              -18                7        4859.3296        -1828.718       -10671.068       -21578.299       -6681.3486        6769.3359
               -4              -18                7        4438.4736       -1275.0833       -12263.915       -23627.176       -7173.6543        7117.6128
               -3              -18                7        3699.1965       -1065.8999       -13562.357       -24765.395       -7591.4395        7358.0391
               -2              -18                7        2641.4978       -1201.1694       -14566.397       -24992.959       -7934.7031        7490.6143
               -1              -18                7        1378.3085       -1353.7146       -15442.511       -25502.406       -8055.8579        8858.0693
                0              -18                7       -41.278191         128.9639       -15853.065       -25923.301       -8100.8716        8954.8809
                1              -18                7       -1154.8611      0.035888672       -15468.243       -24931.473       -8171.0591        7670.6738
                2              -18                7       -2195.4788        46.901855       -14514.365        -23600.58       -8096.4688         6486.729
                3              -18                7       -3037.3235        410.49719       -13337.774       -21954.645       -7865.5332        5321.5518
                4              -18                7       -3680.3948        1090.8199       -11938.471       -19993.668       -7478.2529        4175.1426
                5              -18                7       -4124.6943        2087.8721       -10316.451       -17717.645        -6934.625        3047.4973
                6              -18                7       -4370.2202        3401.6506       -8471.7188       -15126.574       -6234.6523        1938.6194
                7              -18                7       -4416.9731        5032.1602       -6404.2705        -12220.46        -5378.333        848.50769
                8              -18                7       -4245.6255        6620.9731       -4569.0796       -8255.6465       -4391.5176        49.366455
                9              -18                7       -4020.0601        6345.9443       -4003.2393       -5358.6694       -3707.4692        542.16833
               10              -18                7       -3844.3572        5773.0571       -3372.3003       -4530.5112       -3167.4761         902.6261
               11              -18                7       -3661.5708        5284.0996       -2793.3279       -3772.2795        -2626.269        1116.6434
               12              -18                7       -3467.8523         4856.458       -2267.7644       -3106.6318       -2093.7078        1132.5964
               13              -18                7       -3159.9937          3797.78       -1834.5884       -3130.0071       -1876.9407       -532.72113
               14              -18                7       -2598.3877        3206.4189       -1190.9331       -2186.8223       -1727.6776        -505.0285
               15              -18                7       -2055.5383        2602.7632       -645.26215        -1332.452       -1516.7148       -421.61508
               16              -18                7       -1531.6123         1986.563       -197.74408       -567.46008       -1243.9901       -283.44772
               17              -18                7       -1026.6096        1357.8191        151.62085        108.15344        -909.5033       -90.526749
               18              -18                7        -540.5307        716.53101         402.8327        694.38867       -513.25452        157.14806
              -18              -17                7        282.12793       -1914.5334        547.49622        429.28101       -652.29822       -668.81219
              -17              -17                7         725.1463       -2305.1987        292.79993        138.14848       -1060.3047       -1234.8737
              -16              -17                7         1183.912       -2830.5442       -20.366516       -439.85956       -1380.2549        -1563.842
              -15              -17                7         1658.424       -3490.5701       -392.00275       -1304.7426       -1612.1489       -1655.7174
              -14              -17                7        2010.5801       -4333.1611       -756.26776       -1984.0901       -1820.5964       -744.75781
