           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -4529.564       -20443.043       -4540.4609       -19763.441        8214.5645       -3879.0273
              -17              -18                7       -5356.4712       -20727.277       -1559.5173       -22104.418        8511.8486        -5235.481
              -16              -18                7       -6055.7793       -21079.816        1487.2614       -24691.994        8651.2021        -6289.354
              -15              -18                7       -6627.4873       -21500.656        4599.8755        -27526.17         8632.626        -7040.646
              -14              -18                7       -7071.5957       -21989.799        7778.3252       -30606.945        8456.1211       -7489.3574
              -13              -18                7       -7466.2124       -22570.234        10804.469       -33724.148        8216.0283       -6748.8096
              -12              -18                7       -7664.7666       -22602.348        13747.564       -36264.711        8061.4941       -4889.5435
              -11              -18                7        -7634.041       -22152.359        16790.826       -38338.227        7997.9614        -2873.908
              -10              -18                7       -7482.5303       -21715.891        19849.604       -40325.559        7965.7305       -744.28833
               -9              -18                7       -7210.2344       -21292.943        22923.898       -42226.688        7964.8013        1499.3164
               -8              -18                7       -6827.3418       -20675.477        25813.035       -46871.645        8501.1455        44.836151
               -7              -18                7       -6128.4458       -18815.469        30126.801       -52223.957        8614.6777        711.04248
               -6              -18                7        -5122.792       -17118.498        33976.551       -56595.961        8655.8359          1394.48
               -5              -18                7       -3810.3811        -15584.57        37362.281        -59987.66        8624.6211        2095.1504
               -4              -18                7       -2191.2107       -14213.683        40283.984       -62399.047        8521.0352         2813.052
               -3              -18                7        -265.2818       -13005.834        42741.676       -63830.141        8345.0732        3548.1868
               -2              -18                7        1967.4056       -11961.025        44735.344       -64280.922        8096.7402        4300.5542
               -1              -18                7        4353.0718       -10569.114         46465.52       -64835.367        7611.2441        5939.4736
                0              -18                7         6721.874       -7799.9448        47328.586       -65228.906        7276.1411        6662.9146
                1              -18                7        8881.9727       -6414.6484        47121.098       -63890.328        7176.5195        6315.8535
                2              -18                7        10960.332       -4962.0864        46190.383        -62015.32        6953.3291        5932.8379
                3              -18                7        12846.378       -3300.1611        44879.797       -59650.055        6601.0562        5631.0591
                4              -18                7        14540.108       -1428.8733        43189.344       -56794.543        6119.7012         5410.521
                5              -18                7        16041.526        651.78052        41119.008       -53448.773        5509.2622        5271.2207
                6              -18                7        17350.627        2941.7954        38668.805       -49612.754        4769.7407        5213.1577
                7              -18                7        18467.418        5441.1763        35838.723       -45286.492        3901.1353         5236.335
                8              -18                7        19378.887         7862.856        33168.613       -39740.797        2892.0969        5549.3965
                9              -18                7        20030.012        8007.1563        31884.539         -34731.5        2062.4417        6140.9902
               10              -18                7        20545.871        7557.3916        30528.723        -31430.73        1392.6652        6298.2642
               11              -18                7        21010.889        7184.9092         29288.66       -28047.719        741.25073        6358.7383
               12              -18                7        21425.699        6870.7231        28172.705       -24587.225        128.61635        6291.6997
               13              -18                7        21881.424        5923.0098        27432.428       -21173.094         217.5938        5221.6807
               14              -18                7         21694.07        5123.3125        25753.943        -17183.23        575.59204        5695.3579
               15              -18                7         21516.32          4319.25        24213.621       -13244.032        905.93579        6248.7666
               16              -18                7        21348.586        3510.7031        22812.094       -9355.8232        1208.4707         6881.021
               17              -18                7        21190.869        2697.6704        21549.363       -5518.6025        1483.1964        7592.1201
               18              -18                7        21043.168        1880.1522        20425.434       -1732.3718        1730.1133        8382.0645
              -18              -17                7        -1548.553       -22944.432       -5326.6567       -20341.988        8489.3223       -4780.0576
