           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -8930.7617       -1790.6548         9148.123        2240.0403       -109.19054       -161.56628
              -17              -18                7       -9116.3564       -3858.1372        7900.6982        2547.3867       -802.82751        250.10809
              -16              -18                7       -9316.0771       -6003.3618        6516.2515        2738.4392       -1423.3204        736.04364
              -15              -18                7       -9529.9258       -8226.3262        4994.7832        2813.1963       -1970.6691          1296.24
              -14              -18                7       -9757.9014       -10527.033        3336.2925        2771.6582       -2444.8738        1930.6978
              -13              -18                7       -10360.012       -13478.395        1989.3314        2883.3257       -2963.7383        2901.5686
              -12              -18                7       -11133.652       -16466.455        914.51666        3069.7134       -3872.4204         4080.084
              -11              -18                7       -11834.785       -18870.959       -302.95081        3125.5059       -5021.4561        5190.6743
              -10              -18                7       -12590.194       -21233.363       -1643.3547        3125.7146       -6174.0322        6358.4463
               -9              -18                7       -13399.881       -23553.668       -3106.6943        3070.3401       -7330.1499        7583.4014
               -8              -18                7       -14806.264       -25111.414       -5052.4912       -360.57172       -8664.8438        8085.7515
               -7              -18                7       -16216.158       -25898.043       -8163.8711       -3697.8306       -9529.3916        9017.1484
               -6              -18                7       -17831.967        -26714.26       -10765.932       -6542.2578       -10179.151        9965.7998
               -5              -18                7       -19653.688       -27560.068       -12858.667       -8893.8516       -10614.127        10931.706
               -4              -18                7        -21681.32       -28435.465       -14442.078       -10752.612       -10834.316        11914.865
               -3              -18                7       -23914.863       -29340.457       -15516.172       -12118.541        -10839.72        12915.279
               -2              -18                7       -26354.318       -30275.039       -16080.944       -12991.639       -10630.337        13932.948
               -1              -18                7       -28732.086       -31005.248       -16663.262        -14457.73       -10069.735        15945.902
                0              -18                7       -29925.209       -28299.389       -16447.086       -16187.205       -9535.0781        16489.855
                1              -18                7       -30308.342       -25603.754       -14590.954       -16253.482       -8896.0439        15739.775
                2              -18                7       -30480.395       -23027.627       -12600.199        -16223.77       -8137.4546        15052.201
                3              -18                7        -30303.83       -20374.719       -10592.754         -15867.4       -7274.8862        14209.724
                4              -18                7       -29778.652       -17645.023       -8568.6191       -15184.379       -6308.3418        13212.344
                5              -18                7       -28904.859        -14838.54       -6527.7939       -14174.699       -5237.8164        12060.059
                6              -18                7       -27682.445       -11955.272       -4470.2803       -12838.361       -4063.3142        10752.871
                7              -18                7        -26111.42       -8995.2168       -2396.0745       -11175.371       -2784.8328        9290.7773
                8              -18                7       -24218.707       -6153.5942        -620.3092        -7773.501       -1565.0469        7994.7998
                9              -18                7       -22075.678       -5387.8096        35.496124       -3992.2126       -863.73181        7995.3594
               10              -18                7        -19804.02       -5157.2827        531.14575       -2920.7876       -219.07059        7897.9336
               11              -18                7       -17536.428       -4892.2192        909.70575       -1829.7808        346.58795         7603.917
               12              -18                7        -15272.74       -4601.4688        1170.8303       -736.40125        819.07593        7048.0059
               13              -18                7        -13035.98       -4709.9595        1320.7571       -72.986534        772.98596        4316.6694
               14              -18                7       -10777.404       -5267.0522        1726.4602        1955.7499        725.60455        3524.2861
               15              -18                7       -8582.1914       -5941.0386        1977.3516        3951.6104        634.88318        2765.1382
               16              -18                7       -6450.3916       -6731.7568        2073.2026        5913.8301        500.79791        2038.0896
               17              -18                7       -4382.0059       -7639.2061        2014.0142        7842.4058        323.34875        1343.1398
               18              -18                7       -2377.0356       -8663.3887        1799.7863        9737.3418        102.53584        680.28931
              -18              -17                7       -7737.3052       -2037.0249        9369.8584        4614.4155        536.53882       -812.36304
              -17              -17                7       -8034.8745       -4095.8057        8233.6152        4908.6831        -155.2955       -404.94202
              -16              -17                7       -8346.5684       -6232.3271        6960.3486        5086.6548        -773.9859        76.740273
              -15              -17                7       -8672.3906       -8446.5898        5550.0615        5148.3325       -1319.5319        632.68347
              -14              -17                7       -9388.1973        -11236.48        4425.2944        5442.7329       -1870.0286        1454.2196
              -13              -17                7       -10421.056       -14773.666        3580.5142         5973.374       -2483.6929         2607.272
              -12              -17                7       -11407.762       -18662.041        2631.6274        6425.5659       -3108.3091        3939.6055
              -11              -17                7       -12179.914       -21584.352        1519.8806        6604.1479       -4127.3594          5160.04
              -10              -17                7       -12951.572       -24158.943        271.69998        6673.4155       -5251.6216        6373.7607
               -9              -17                7       -13777.509       -26691.439       -1099.4174        6687.1001       -6379.4263        7644.6641
               -8              -17                7       -15465.568       -29390.152       -2316.9692        1847.5588       -7766.6133        8127.3784
               -7              -17                7       -17074.734       -31581.877       -4049.1335       -3380.8149       -8705.2666        8821.2402
               -6              -17                7       -18592.365       -32482.785       -6383.0029       -6673.4844       -9266.3018        10173.979
               -5              -17                7       -20315.906       -33413.289       -8207.5518       -9473.3242       -9612.5518        11543.975
               -4              -17                7       -22245.359       -34373.383       -9522.7754       -11780.329       -9744.0156        12931.223
               -3              -17                7       -24380.727        -35363.07       -10328.679       -13594.503       -9660.6934        14335.727
               -2              -17                7       -26320.732       -36660.402       -12148.028       -16066.114       -9161.4902        18998.902
               -1              -17                7        -28089.42       -36457.688       -13558.439       -19143.816       -8446.3506         22772.24
                0              -17                7        -28961.82       -31519.363       -14664.236       -23577.627       -7826.9648        24663.926
                1              -17                7       -29340.684       -28256.063       -13027.666       -23524.848       -7140.7397        24071.961
                2              -17                7       -29425.355       -25023.504        -11312.15       -23502.668       -6333.5986        23421.957
                3              -17                7       -29161.418       -21714.156       -9579.9414        -23153.83        -5422.479        22617.043
                4              -17                7       -28548.863       -18328.023       -7831.0454       -22478.336       -4407.3818        21657.229
                5              -17                7       -27587.691       -14865.103        -6065.459       -21476.186       -3288.3049         20542.51
                6              -17                7       -26277.902       -11325.398       -4283.1816       -20147.379       -2065.2507        19272.887
                7              -17                7       -24619.498       -7708.9043       -2484.2144       -18491.918       -738.21674        17848.357
                8              -17                7       -22678.563       -4627.5146       -1863.9773       -10478.011       -59.998657        16107.321
                9              -17                7       -20700.932       -3290.2043       -1235.9818       -3568.3582        519.59497        15058.192
               10              -17                7       -18474.783       -2972.3047       -808.01093       -2654.7651         1101.243        14643.666
               11              -17                7       -16252.701       -2619.8682       -497.13159       -1721.5909        1603.8892        14032.552
               12              -17                7       -14032.432       -2497.1743       -322.61276       -1035.7405          1662.59        11394.002
               13              -17                7       -11865.122       -2660.9434       -240.12683       -204.30295        1588.7363        8357.8926
               14              -17                7       -9756.7734       -3073.9468       -241.62294        859.86969        1476.6296        5404.7676
               15              -17                7       -7622.0977       -3919.3706        -39.69165        2974.4688        1384.7144        4312.4424
               16              -17                7       -5540.8906       -4909.1772        43.584961        5162.2222        1256.3553        3457.3906
               17              -17                7       -3523.0984       -6015.7158       -28.178467        7316.3335        1084.6326        2634.4375
               18              -17                7       -1568.7196       -7238.9868       -254.98184        9436.8018        869.54602        1843.5836
              -18              -16                7       -6415.0166       -2213.1399        9599.3281        6868.4702         1159.196       -1393.2576
              -17              -16                7       -6824.5591       -4263.2192        8574.2646        7149.6582        469.16391       -990.08948
              -16              -16                7       -7248.2285       -6391.0391        7412.1802        7314.5498       -147.72356       -512.66052
              -15              -16                7       -8077.6338       -9019.8691        6509.7485        7791.2256       -730.07593        159.93726
              -14              -16                7       -9240.8945       -12328.891        5865.4521        8579.8115       -1339.1118        1099.3013
              -13              -16                7       -10358.002       -15989.094        5117.0503        9289.9434       -1959.0997        2217.9456
              -12              -16                7       -11428.957       -20000.484        4264.5435        9921.6289       -2590.0388        3515.8704
              -11              -16                7        -12446.28       -24309.885        3305.2944        10464.125       -3245.7134        4982.7788
              -10              -16                7        -13234.19       -27096.662        2149.3359        10602.451       -4341.6621        6242.4482
               -9              -16                7       -14155.439       -29885.629        868.53857        10272.279       -5475.0254        7541.0654
               -8              -16                7       -15925.881       -33560.102       -236.35034        4835.9761       -6735.8784        8458.7461
               -7              -16                7       -17812.482       -38108.934       -884.42542       -2622.5381        -7630.792        8953.5898
               -6              -16                7       -19433.943       -40462.648       -2327.0164       -7975.9565       -8138.4556        10204.169
               -5              -16                7       -21059.307       -41477.844       -3883.3743       -11224.038       -8395.9795        11978.252
               -4              -16                7       -22735.863       -42861.984       -5559.7998           -13952       -8302.7246        15885.375
               -3              -16                7       -24350.211       -44140.914       -7626.6475       -16654.686       -7942.0537         21805.67
               -2              -16                7       -26033.963       -44772.488       -9481.5361       -19535.799       -7493.8276         27353.48
               -1              -16                7       -27338.498       -42635.961       -10391.361       -23277.553       -6695.6074        30206.146
                0              -16                7       -28016.502        -37476.07       -11268.377       -29996.363       -5780.3398        33663.781
                1              -16                7       -28524.496       -31029.418       -11554.094       -32146.281       -5213.9668        35307.203
                2              -16                7       -28521.795       -27140.418       -10113.813       -32131.629       -4358.2729        34694.758
                3              -16                7       -28170.477       -23174.637       -8656.8447       -31790.322       -3398.6011        33927.414
                4              -16                7       -27470.547       -19132.063        -7183.186       -31122.359       -2334.9507        33005.164
                5              -16                7       -26421.996       -15012.707       -5692.8359        -30127.74       -1167.3224         31928.01
                6              -16                7        -25024.83       -10816.563       -4185.7979       -28806.463        104.28446        30695.949
                7              -16                7       -23164.949       -6300.6406       -3460.4702       -22913.885        963.70703        27980.932
                8              -16                7       -21224.203       -2946.6021       -3065.3516       -14106.379        1479.9152        24907.307
                9              -16                7       -19345.408       -1210.1696       -2504.6541       -4851.0786        1922.8833        22384.416
               10              -16                7       -17212.313       -745.45355       -2110.0669       -2865.9883        2420.2822        21433.703
               11              -16                7       -15019.962        -432.3443       -1897.3379        -2203.011        2598.3318        19060.637
               12              -16                7       -12863.139       -402.15933       -1798.3086       -1436.2838        2534.9666        15636.764
               13              -16                7       -10765.278       -621.20673       -1783.2631       -436.82355        2433.3489        12295.881
               14              -16                7       -8726.3789       -1089.4891          -1852.2        795.37207        2293.4783        9037.9805
               15              -16                7       -6746.4399       -1807.0024        -2005.121        2260.3018         2115.356        5863.0664
               16              -16                7       -4738.5503       -2939.8276       -2002.9325        4505.9941        1973.1875        4445.7266
