           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        21593.709       -30503.826       -21935.275        30685.072       -48.337524       -297.56821
              -17              -18                7        23424.234       -32276.309       -22749.961        28927.902       -931.78015       -989.60455
              -16              -18                7         25218.35       -34070.074       -23625.951        26671.836       -1876.6215        -1614.236
              -15              -18                7        26976.043       -35885.129       -24563.238        23916.875       -2882.8601       -2171.4622
              -14              -18                7         28697.32       -37721.465       -25561.822        20663.012       -3950.4976       -2661.2839
              -13              -18                7        30525.234       -39999.887        -26500.27         17491.17       -5150.5332       -3029.8105
              -12              -18                7        32265.303       -41866.523       -27319.666        14822.056       -6391.8271        -3701.729
              -11              -18                7        33745.469       -43050.582       -28146.859        12136.922        -7601.915       -4745.6338
              -10              -18                7        35183.906       -44242.438       -29008.271        9222.0439         -8846.79       -5841.3188
               -9              -18                7        36580.598       -45442.078       -29903.896        6077.4263       -10126.452       -6988.7852
               -8              -18                7        36890.082       -48154.531        -28533.85        2320.5176       -10880.475       -6891.6245
               -7              -18                7         36691.82       -49692.777       -27024.135       -1479.6083       -11996.096       -6709.9604
               -6              -18                7        36519.086       -51502.109       -25859.801       -5187.3877       -12957.581       -6258.7383
               -5              -18                7        36371.883       -53582.504       -25040.844       -8802.8125       -13764.925        -5537.958
               -4              -18                7        36250.211       -55933.973       -24567.264       -12325.887       -14418.129       -4547.6191
               -3              -18                7        36154.063       -58556.523       -24439.064       -15756.614       -14917.197       -3287.7236
               -2              -18                7        36083.449       -61450.148       -24656.242       -19094.988       -15262.124       -1758.2694
               -1              -18                7        35956.871       -63731.504       -24694.117       -22868.301       -15958.239        242.35925
                0              -18                7        34157.641       -61466.063        -23689.25       -24722.154       -16004.945         2229.853
                1              -18                7        32545.092       -58874.156       -23224.256        -23532.09       -15184.602        3642.3477
                2              -18                7        31080.309       -56408.004       -22898.566       -22728.188        -14327.67        5153.5322
                3              -18                7        29664.328       -53682.336       -22769.781       -21754.227       -13374.218         6558.668
                4              -18                7        28297.148       -50697.156       -22837.902       -20610.199       -12324.243         7857.751
                5              -18                7        26978.777       -47452.457       -23102.926       -19296.109       -11177.745        9050.7852
                6              -18                7        25709.203       -43948.242       -23564.852       -17811.959       -9934.7236        10137.764
                7              -18                7        24488.434        -40184.52       -24223.686       -16157.746       -8595.1797        11118.692
                8              -18                7        23415.295       -36222.711       -25821.156       -13521.947        -7392.918        11537.457
                9              -18                7        23678.504       -32510.514       -27843.707       -10144.771       -6950.2368        11446.651
               10              -18                7        24405.865        -28872.92       -28593.008       -8303.1445       -6422.2559        11786.628
               11              -18                7        25162.838       -25379.107       -29396.031       -6608.3779       -5820.3247        11909.125
               12              -18                7        25951.334       -22021.979       -30243.768        -5051.249       -5117.1021        11767.794
               13              -18                7        26908.615       -18701.277       -30906.178       -3300.6702       -3510.7437        9993.5469
               14              -18                7        28266.852       -15774.019       -31907.127       -718.48889       -2738.6421        8588.6445
               15              -18                7          29731.5       -13152.445       -32970.984        1615.6287       -2010.1683        6916.4829
               16              -18                7        31302.408       -10836.527       -34097.617        3701.0835       -1324.8442        4976.7456
               17              -18                7         32979.57       -8826.2676       -35287.016        5537.8711        -682.6698        2769.4341
               18              -18                7        34762.984        -7121.665       -36539.184        7125.9966       -83.644989        294.54797
              -18              -17                7        22437.713       -28756.393       -23892.506        32539.293        968.67053        300.25211
              -17              -17                7        24202.301        -30667.26       -24640.383        30918.434        89.540085       -386.24731
              -16              -17                7        25930.473        -32599.41       -25449.557        28798.674       -850.98853       -1005.3419
              -15              -17                7        27622.227       -34552.848       -26320.031         26180.02       -1852.9149       -1557.0311
              -14              -17                7        29360.156        -36968.77       -27206.492        23581.352       -2976.7197       -2003.0654
              -13              -17                7        31275.625       -39870.348       -28067.875          21165.4        -4223.085       -2333.8926
