           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        23307.777       -4437.8262        22996.873       -6201.1406       -1282.1599       -6217.0605
              -17              -18                7         22803.83       -4260.2026        22254.699       -2614.4326       -1742.7578       -8362.0732
              -16              -18                7        22263.238       -4576.1465         21500.65        1193.0659       -2093.1199        -10464.91
              -15              -18                7            21686       -5385.6587        20734.729         5221.353       -2333.2454       -12525.569
              -14              -18                7        21072.119       -6688.7393        19956.934        9470.4326        -2463.135       -14544.055
              -13              -18                7        20610.168       -8505.2979        19345.094        13362.223       -2229.1455       -17219.602
              -12              -18                7        20306.143       -10875.957        18857.281        16586.162       -1742.9205       -19752.992
              -11              -18                7        19989.648       -13580.007        18393.443        19613.445       -1284.7991       -21328.682
              -10              -18                7        19657.584       -16561.055        18004.074        22579.092       -788.49792        -22622.43
               -9              -18                7        19309.945       -19819.098        17689.176        25483.107       -254.01639       -23634.242
               -8              -18                7        19298.045       -23888.477        16862.346        32052.111       -673.30627       -22517.063
               -7              -18                7        20076.816       -30170.055        16115.374        38206.199        45.178589       -21969.666
               -6              -18                7        20810.178       -35531.258        15739.635        43747.996        696.80743       -21249.629
               -5              -18                7        21498.119       -39972.094        15735.132        48677.496        1281.5803       -20356.953
               -4              -18                7        22140.645       -43492.547        16101.859        52994.688        1799.4972       -19291.635
               -3              -18                7        22737.754       -46092.637        16839.822         56699.59        2250.5583       -18053.674
               -2              -18                7        23289.443       -47772.352        17949.018        59792.195        2634.7642       -16643.078
               -1              -18                7        23900.799       -48819.469        19082.473        62198.434        3266.7007       -14907.414
                0              -18                7        24721.291       -50516.996        19935.176        60968.336        3712.9187       -12412.764
                1              -18                7        24682.754       -47249.625        20881.932        58861.016        3714.9263       -9983.4629
                2              -18                7        24754.373       -44267.305        21819.895        56797.633        3629.7271       -7854.7637
                3              -18                7        24964.967       -41400.551        22805.814        54224.664        3491.6611       -5806.6152
                4              -18                7        25314.529       -38649.367        23839.689         51142.09        3300.7288       -3839.0183
                5              -18                7         25803.07       -36013.742        24921.521         47549.91        3056.9292       -1951.9683
                6              -18                7        26430.578       -33493.684        26051.313        43448.141        2760.2627       -145.46777
                7              -18                7        27197.066       -31089.193        27229.061         38836.77        2410.7297        1580.4836
                8              -18                7        27858.414       -28066.414         28505.33         33440.73        2148.8784        3403.9211
                9              -18                7        27768.289       -24362.924        28950.469         28627.76        2329.4395        2753.8777
               10              -18                7        27646.711       -21794.402        28858.504        25021.914        2432.3687        725.52002
               11              -18                7        27508.691       -19339.492        28722.664        21778.625        2542.7019       -1231.1289
               12              -18                7        27335.209       -16943.973        28529.201         18882.48        2650.2991       -3068.0762
               13              -18                7        26528.607       -12922.717         27853.27         15751.65        2443.4246       -3350.2327
               14              -18                7        26248.102        -10032.78        27210.455        11551.709        2257.8965       -4169.3027
               15              -18                7        25877.742       -7266.6719         26538.73        7803.2134        2099.7104       -4897.8262
               16              -18                7        25417.184       -4623.7939        25838.059        4506.9961        1968.8677       -5535.4731
               17              -18                7        24866.422       -2104.1482        25108.438        1663.0627         1865.368       -6082.2441
               18              -18                7        24225.461        292.26599        24349.867       -728.59033        1789.2115       -6538.1387
              -18              -17                7        22385.822        -1367.429        22490.137       -5446.1123       -1551.7579        -8858.457
              -17              -17                7        21851.838       -878.02527        21709.234       -1601.4375       -1955.9629       -11035.074
              -16              -17                7        21281.203       -882.18933        20916.457        2464.0276       -2249.9319       -13169.518
              -15              -17                7        20673.924       -1379.9209        20111.809        6750.2827       -2433.6646       -15261.783
              -14              -17                7        20186.832       -2436.2368        19445.439        10764.528       -2233.1118        -18063.98
              -13              -17                7        19825.852       -4097.2246        18922.816         14368.58       -1652.6559       -21766.344
              -12              -17                7        19450.943       -6318.6587        18409.803        17964.578       -941.65936       -25748.615
              -11              -17                7        19182.271       -9030.2168        17958.248        21082.805       -380.19083       -28145.947
              -10              -17                7        18929.816       -12029.792        17588.053        24021.398        155.38745       -29829.186
               -9              -17                7        18661.791       -15306.363        17292.328        26898.354        729.14551        -31230.49
               -8              -17                7         18288.68       -17971.242        15497.867        36435.555       -440.65228       -30495.264
               -7              -17                7        18620.969       -22592.359        13904.636        45148.273       -1164.9409       -30501.719
               -6              -17                7          19543.9       -28616.771        13449.842        50772.027       -455.22296        -30788.09
               -5              -17                7        20421.416       -33720.813        13366.281        55783.492        187.63953       -30901.822
               -4              -17                7        21253.516        -37904.48        13653.954        60182.652        763.64612       -30842.914
               -3              -17                7        22040.197       -41167.773         14312.86        63969.516         1272.797       -30611.359
               -2              -17                7        23181.148        -44891.16        15025.033        64983.824        3253.9377       -30502.656
               -1              -17                7        24715.537       -48629.117        15966.654         64675.73         4325.623       -28281.506
                0              -17                7         26750.07       -55220.414        17324.523        60820.418        4228.9307         -24745.5
                1              -17                7         26649.98       -52349.797        18586.268        58197.898        4141.6602       -21534.402
                2              -17                7        26667.398       -49640.023        19780.188        55529.598        3978.3496       -18622.156
                3              -17                7        26823.793        -47045.82        21022.064        52351.695        3762.1719       -15790.457
                4              -17                7         27119.16       -44567.188        22311.898        48664.191        3493.1279       -13039.305
                5              -17                7          27553.5       -42204.117        23649.689        44467.086        3171.2168       -10368.706
                6              -17                7        28126.813       -39956.609        25035.436        39760.391        2796.4392       -7778.6553
                7              -17                7        28839.098       -37824.672        26469.145        34544.086        2368.7944       -5269.1519
                8              -17                7        28431.047        -32162.23        28280.746        28204.004        2147.0793       -1336.5822
                9              -17                7        28116.168       -26919.904        29299.609        22821.938        2291.9507        9.6457825
               10              -17                7        27915.219       -24093.578         29194.92        19485.201        2382.7336       -1780.2551
               11              -17                7        27697.824       -21380.855        29046.367        16511.023        2480.9209       -3498.4463
               12              -17                7        26939.598        -17286.75        28471.354        13635.548        2357.2026       -4026.3735
               13              -17                7        26037.625       -12976.891        27772.908         10889.37        2197.6821        -4340.458
               14              -17                7        25121.871       -8825.4902        27047.313        8319.2588        2060.5635       -4732.1621
               15              -17                7        24643.645       -5753.4941        26364.566        4912.4268        1910.1912       -5430.0293
               16              -17                7        24130.547       -2911.4678        25660.938        1828.3447        1782.8479       -6071.6807
               17              -17                7         23527.25       -192.67139        24928.363       -803.45459        1682.8478       -6622.4561
               18              -17                7         22833.75        2402.8928         24166.84       -2982.9727        1610.1907       -7082.3545
              -18              -16                7        21557.078        1988.5675        21970.893       -5245.3232       -1843.9323       -11168.449
              -17              -16                7        20993.049        2789.7534         21151.26       -1142.6786       -2191.7449       -13376.677
              -16              -16                7        20392.373        3097.3682        20319.758        3180.7517       -2429.3206       -15542.721
              -15              -16                7        19880.322        2801.5483        19599.016        7316.9688       -2262.3237       -18471.254
              -14              -16                7        19465.754        1858.8989        18997.143        11119.607       -1695.0059       -22352.881
              -13              -16                7        19037.262        355.80127        18404.879        14914.179       -997.14771       -26514.416
              -12              -16                7        18594.844        -1707.739        17822.225        18700.691       -168.74786       -30955.855
              -11              -16                7        18147.699       -4331.0991        17254.701         22453.51        775.78961       -35595.828
