           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        18691.793       -74347.633       -909.42017        858.76196       -1365.0452        284.57166
              -17              -18                7        18705.676        -75409.25       -2963.9099       -22.843018       -2151.6667        4769.9277
              -16              -18                7        18698.602       -76314.891       -5191.4702       -875.97974       -2967.9873        9412.8164
              -15              -18                7        18670.574       -77064.555       -7592.0991       -1700.6477       -3814.0076        14213.232
              -14              -18                7         18621.59       -77658.242       -10165.801       -2496.8474       -4689.7261        19171.184
              -13              -18                7        18455.018       -77602.438       -12542.332        -3098.571       -5525.7661        25002.121
              -12              -18                7        18141.051       -76688.555       -14544.525       -3555.2769       -6507.7813        31143.227
              -11              -18                7        17785.119         -75324.5       -16519.059       -3884.7705       -7716.7275        36780.215
              -10              -18                7        17411.922       -73782.961       -18557.168       -4061.7322       -9006.6133         42394.27
               -9              -18                7        17021.455        -72063.93       -20658.846       -4086.1609       -10377.439        47985.387
               -8              -18                7        15944.676       -68120.961        -22513.26       -9344.5996       -11750.319        52084.766
               -7              -18                7        14887.216       -60476.168       -24961.213       -11622.817       -13437.238        58234.344
               -6              -18                7        13512.561       -52774.688       -27327.729       -13073.698       -14888.219        63657.398
               -5              -18                7        11820.707       -45016.523       -29612.795       -13697.239       -16103.262         68353.93
               -4              -18                7        9811.6572        -37201.66       -31816.422       -13493.441       -17082.367         72323.93
               -3              -18                7        7485.4116       -29330.107       -33938.609       -12462.304       -17825.537        75567.406
               -2              -18                7        4841.9697       -21401.867       -35979.355        -10603.83       -18332.771        78084.367
               -1              -18                7        2127.0137       -13045.717       -37947.563       -8891.6543       -18557.529         80374.75
                0              -18                7       -405.64078        931.88647       -37905.711       -8936.0146       -18669.898         80767.68
                1              -18                7        -3000.832        10662.152       -36598.586       -8809.4824       -18443.043        78768.359
                2              -18                7       -5464.4263        20043.336       -35044.836       -9918.3672       -17962.623        76262.906
                3              -18                7       -7744.8057            29189       -33302.578       -10895.771       -17297.301        72981.664
                4              -18                7       -9841.9697        38099.148       -31371.822        -11741.69        -16447.08        68924.641
                5              -18                7        -11755.92        46773.785       -29252.561       -12456.126       -15411.955         64091.82
                6              -18                7       -13486.651        55212.902       -26944.799       -13039.073       -14191.934        58483.207
                7              -18                7       -15034.172        63416.516       -24448.539       -13490.539       -12787.009        52098.801
                8              -18                7       -16391.814        70446.727       -22006.348       -11260.627       -11440.527        45329.992
                9              -18                7       -17162.994        72869.469       -19960.137       -7078.4629       -10295.244        41660.113
               10              -18                7       -17609.117        74639.906       -17796.895       -6863.0317       -8885.1533        38657.539
               11              -18                7       -18021.164        76322.016       -15726.416       -6640.4194        -7516.208        35364.496
               12              -18                7       -18395.928        77888.914        -13738.57       -6417.6191       -6200.2412        31707.313
               13              -18                7        -18630.57        78505.875       -11490.549       -6328.3687       -5297.6069        25585.145
               14              -18                7       -18735.469         78147.32        -8759.543       -5639.1816       -4267.8071        20902.598
               15              -18                7       -18797.316        77544.625       -6191.0415       -4864.5918       -3310.6509        16142.526
