           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        448.62415       -310.05975       -23833.535        136.08936        597.02087        955.38672
              -17              -18                7        1147.5081       -236.24582       -22160.459        1255.3645        36.599487        1599.7319
              -16              -18                7        1716.3699       -76.067673       -20253.693        2584.2339       -505.60336        2004.4692
              -15              -18                7        2155.2095        170.47411        -18113.24        4122.7012       -1029.5873        2169.5981
              -14              -18                7        2464.0264        503.38007       -15739.097        5870.7651       -1535.3529        2095.1189
              -13              -18                7        2923.7139        1265.9089       -13559.791        7201.3057       -2285.2979        1151.1783
              -12              -18                7        3146.5503        2025.5487       -11758.861        8230.5352       -2871.7498       -224.99255
              -11              -18                7        2968.2251        2434.6792       -9968.9336        9406.8877       -2999.0359       -1353.6257
              -10              -18                7        2700.0229        2851.6211       -8111.5566        10577.367       -3010.2668       -2521.4751
               -9              -18                7        2341.9438        3276.3733       -6186.7275        11741.974       -2905.4426       -3728.5405
               -8              -18                7        2262.4272        2997.8015       -2727.4634        15854.375        -2674.552       -1770.6396
               -7              -18                7        1096.6241        1268.5542        382.66357        21449.695       -2517.8115       -1943.8068
               -6              -18                7        298.62982        17.973083        3252.1099        25977.699       -2431.5637       -2072.9658
               -5              -18                7       -131.55518       -753.94214        5880.8691        29438.379       -2415.8071       -2158.1177
               -4              -18                7       -193.93213       -1047.1923        8268.9453        31831.734       -2470.5435       -2199.2612
               -3              -18                7        111.49957       -861.77802        10416.339         33157.77         -2595.77       -2196.3982
               -2              -18                7        784.73962       -197.69684        12323.048        33416.488        -2791.489       -2149.5281
               -1              -18                7        1412.4857        593.94781        14197.476        33767.266       -3138.2407       -3353.5239
                0              -18                7       -68.663506        56.072464        14274.621        33626.875       -3084.3882        -3425.429
                1              -18                7       -64.062378         869.0813        12948.667         31678.26       -2805.8667       -2250.3491
                2              -18                7       -99.242554        1425.7773        11843.911        29123.277       -2663.1721        -1231.979
                3              -18                7       -259.26746        1556.9154        10513.902        26143.703       -2479.0955       -306.82544
                4              -18                7       -544.13629        1262.4957        8958.6377        22739.535       -2253.6362        525.11255
                5              -18                7       -953.84973        542.51843        7178.1211        18910.766        -1986.792        1263.8352
                6              -18                7       -1488.4065       -603.01569        5172.3506        14657.408       -1678.5638         1909.343
                7              -18                7       -2147.8086       -2174.1089         2941.325        9979.4541       -1328.9526        2461.6362
                8              -18                7       -2654.6167       -3761.4546       -36.059937        4466.5732       -717.66339        2615.4485
                9              -18                7       -2626.7568       -3586.2153       -3261.0793        789.29468       -849.38477        1681.8037
               10              -18                7       -2868.5947       -3206.1597        -5376.998        -959.8075       -1638.8433         1022.657
               11              -18                7       -3090.0122       -2869.1709       -7346.8091       -2590.8789       -2304.6472        470.69009
               12              -18                7       -3275.7131       -2544.7351       -9177.3047       -4079.9402       -2810.2046        78.613647
               13              -18                7       -2907.5813       -1241.3191        -11135.45       -4783.5381       -2078.5269        1403.6833
               14              -18                7       -2571.1162       -1051.4048       -13625.261       -6525.2393       -1878.7729        1306.8523
               15              -18                7       -2151.3643          -775.38       -15883.916       -8135.5684       -1553.9849        1120.6272
               16              -18                7       -1648.2542       -412.54138       -17911.008       -9613.8916       -1103.8098        845.81287
               17              -18                7       -1061.7855        37.110733       -19706.535       -10960.205       -528.24805        482.40924
               18              -18                7       -391.95837        573.57678       -21270.498       -12174.511        172.70041        30.416351
              -18              -17                7        533.14807        527.21893        -24476.57        405.53076       -571.80707        1794.0786
              -17              -17                7        1392.3654        691.22418       -22788.676        1576.4285       -1151.4467        2338.1772
              -16              -17                7        2121.5601        941.59302        -20867.09        2956.9229       -1712.8674        2642.6672
              -15              -17                7        2720.7324         1278.326       -18711.816        4547.0137       -2256.0696        2707.5493
              -14              -17                7        3459.1699        2018.6437       -16715.262         5758.793       -3040.9041        1883.3611
              -13              -17                7        4329.0474        3231.1914       -14965.263        6537.5586       -4148.1699        183.79382
              -12              -17                7        5084.2197        4650.6875       -13134.578        7397.9424       -5368.3447       -1799.1493
              -11              -17                7        5163.4512        5283.8657       -11399.867        8427.3672       -5871.3926       -3241.0884
              -10              -17                7        5002.5513        5684.2539       -9642.8066        9483.0322       -6063.8389       -4530.7681
               -9              -17                7        4751.7739        6092.4541        -7818.292        10532.825         -6140.23        -5859.665
               -8              -17                7         5718.166        7099.3228       -3258.4377        16317.179       -6588.1592       -2393.5657
               -7              -17                7        5814.0649        6781.1108         1141.498        22886.943       -7434.8306        361.94403
               -6              -17                7        4834.8936        5206.8765        4265.0508        27444.291       -7979.6597        16.952484
               -5              -17                7        4223.5298        4111.3071        7147.9209        30934.318       -8594.9805       -284.03226
               -4              -17                7        3979.9771        3494.4058        9790.1055        33357.027       -9280.7959       -541.00867
               -3              -17                7        4104.2314        3356.1675        12191.607        34712.414       -10037.101       -753.97815
               -2              -17                7        3478.1938        3283.4175        13700.657         36635.59       -11044.292       -5774.7852
               -1              -17                7        2433.5134        1904.8304        14840.276        38029.203       -11560.336       -8769.2402
                0              -17                7       -1143.7617       -2447.3184        14956.366         38951.52       -11581.403       -8628.0078
                1              -17                7       -1410.4885       -1868.2529        13731.462        36246.363        -11053.07       -7390.1123
                2              -17                7       -1752.8641       -1624.9653        12585.039        33329.219        -10615.01       -6273.6606
                3              -17                7       -2220.0837       -1807.2354        11213.363        29987.484       -10135.569       -5250.4268
