           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -26991.48        69617.172        886.15332        97.925354        1763.0553        108.15906
              -17              -18                7       -26997.883        70608.844        3829.7495        1676.2155        2871.9956       -4146.0146
              -16              -18                7        -26972.68        71438.555        7017.2202        3265.0078        4026.6626       -8542.9121
              -15              -18                7       -26915.867        72106.281        10448.564        4864.3027        5227.0542       -13082.527
              -14              -18                7       -26827.447        72612.039        14123.783        6474.1006        6473.1733       -17764.869
              -13              -18                7       -26573.967        72483.844        17518.113        7837.0054        7666.9248       -23296.893
              -12              -18                7       -26113.705         71549.75         20385.17        8932.8066        9063.3662       -29056.797
              -11              -18                7       -25593.998        70200.469        23215.867         9873.416        10776.321       -34236.605
              -10              -18                7       -25048.746        68674.734        26136.168        10678.296        12603.512       -39362.793
               -9              -18                7       -24477.949        66972.547         29146.07        11347.446        14544.936       -44435.355
               -8              -18                7       -22922.439        63256.586        31786.838        17069.523        16465.965       -48083.438
               -7              -18                7       -21390.275         55883.77        35225.484        20031.088         18848.23       -53626.941
               -6              -18                7       -19416.297        48555.387        38563.383        22147.102        20900.141       -58525.758
               -5              -18                7       -17000.502        41271.453        41800.516        23417.559        22621.701       -62779.875
               -4              -18                7       -14142.889        34031.953        44936.898        23842.455        24012.906       -66389.305
               -3              -18                7       -10843.461        26836.885        47972.527        23421.797        25073.758       -69354.055
               -2              -18                7       -7102.2144        19686.258        50907.398        22155.586        25804.258       -71674.109
               -1              -18                7       -3264.2429        12145.935        53743.234        20984.215        26140.197       -73805.898
                0              -18                7        319.17731       -972.62708        53742.527        20909.355        26316.752       -74140.492
                1              -18                7        4000.0681       -9886.0947         51973.48         20289.32        26015.457       -72261.813
                2              -18                7         7503.397       -18496.758        49861.887        20815.223         25356.98       -69958.148
                3              -18                7        10757.752       -26930.863        47483.617        21155.277        24438.582       -66944.242
                4              -18                7        13763.132       -35188.406        44838.707        21309.482         23260.25       -63220.117
                5              -18                7        16519.545       -43269.402        41927.125        21277.838         21821.99       -58785.754
                6              -18                7        19026.979       -51173.824        38748.887        21060.342        20123.801       -53641.164
                7              -18                7        21285.443       -58901.707        35303.984        20656.996        18165.686       -47786.344
                8              -18                7        23279.268       -65528.043        31919.574        17658.086        16290.955       -41522.664
                9              -18                7        24426.887       -67796.734        29023.285        12894.488         14686.22       -38209.477
               10              -18                7         25111.67       -69519.227        25950.113        11973.189        12699.432       -35637.047
               11              -18                7        25745.188       -71156.375        23005.512        11072.158        10770.482       -32767.988
               12              -18                7        26322.646       -72683.211        20175.125        10193.745        8915.8848        -29527.17
               13              -18                7        26691.006       -73325.859        16973.178        9323.0977        7638.5112        -23765.51
               14              -18                7         26891.41        -73034.57         13076.75        7764.1445         6180.312       -19413.379
               15              -18                7        27025.365       -72507.375        9405.2363        6172.0171        4826.9287       -14961.794
               16              -18                7        27092.941       -71744.734        5959.1426        4547.0737        3578.5107       -10409.912
               17              -18                7        27094.137       -70746.656          2738.47        2889.3162        2435.0579       -5757.7354
               18              -18                7        27028.953       -69513.156       -256.78284        1198.7439        1396.5697       -1005.2626
              -18              -17                7       -25380.523        71749.594         570.5061        184.43204        1562.8688       -542.74573
              -17              -17                7       -25347.277        72785.398        3443.0024        2026.6956        2665.7249       -4832.6016
              -16              -17                7       -25282.426        73659.242        6559.3721        3879.4619        3814.3069       -9265.1797
              -15              -17                7       -25185.963        74371.102        9919.6152        5742.7305        5008.6147       -13840.479
              -14              -17                7       -24936.996        74463.008        13046.666        7214.9561        6147.2578           -19257
              -13              -17                7       -24525.572        74109.648        15835.308        8363.1641        7204.1538       -25680.066
              -12              -17                7       -24057.943        73780.781        18683.881        9571.9375        8262.7832       -32530.027
              -11              -17                7       -23501.301        72690.891          21424.1        10574.309        9742.4883       -38297.781
              -10              -17                7       -22907.289        71238.813        24206.553        11391.152        11435.044       -43664.898
               -9              -17                7        -22287.73        69610.281        27078.611        12072.267        13241.835       -48978.391
               -8              -17                7         -20263.6        67920.969        29081.496        22581.762        14452.958        -52321.23
               -7              -17                7       -18363.105        63557.672        31544.475        31676.033        15772.584       -57173.707
               -6              -17                7       -16565.213        55952.711        34690.293        34936.047        17573.615       -63263.273
               -5              -17                7       -14325.502        48392.184        37735.367        37350.516        19044.293       -68708.156
               -4              -17                7       -11643.975        40876.102         40679.68        38919.422        20184.617       -73508.352
               -3              -17                7       -8520.6309        33404.453        43523.234         39642.77        20994.592       -77663.852
               -2              -17                7       -5715.8296        24597.014        46443.277        38026.477        21804.502       -83973.719
               -1              -17                7       -2786.5352        13976.675        48739.039         36508.32        22147.391       -87225.617
                0              -17                7       -303.07019       -3205.7485        49222.363        35816.215        22478.082       -88056.445
                1              -17                7        3196.0735        -12537.41        47586.758        34918.477        22278.793       -85707.258
                2              -17                7        6471.0728       -21587.086        45631.195        34841.031        21740.373       -82831.203
                3              -17                7        9497.0977       -30460.199        43408.969        34577.742        20942.023       -79244.906
                4              -17                7        12274.151       -39156.754         40920.09        34128.594         19883.75       -74948.391
                5              -17                7         14802.23       -47676.758        38164.547        33493.602        18565.545       -69941.625
                6              -17                7        17081.338       -56020.203        35142.344        32672.758        16987.412       -64224.648
