           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        6270.2495        26497.316       -6306.8032       -26551.162        85.412956          258.224
              -17              -18                7        2803.6714        27886.324       -5961.2979       -26574.473        634.53931        673.09607
              -16              -18                7       -637.00098        29317.955       -5571.5352       -26510.277        1220.1357        1102.2926
              -15              -18                7       -4051.7661        30792.215       -5137.5127        -26358.57        1842.2023        1545.8132
              -14              -18                7        -7440.626        32309.098       -4659.2329       -26119.352        2500.7393        2003.6586
              -13              -18                7       -10643.309        33803.059       -4330.9785       -25771.016         3205.627        2493.7119
              -12              -18                7       -13331.494        35037.563       -3875.7971       -25426.055         3891.238        3009.2432
              -11              -18                7       -15704.894        36092.445       -3169.1763       -25089.262        4524.0234        3514.8232
              -10              -18                7       -18062.111         37146.98       -2425.0769       -24694.484        5142.2202        4017.4846
               -9              -18                7       -20403.143        38201.176       -1643.4982       -24241.725        5745.8276        4517.2261
               -8              -18                7         -22249.6        39737.617       -1128.0192       -23844.652        6848.6831        5083.2168
               -7              -18                7       -23606.063        41445.508       -224.36411       -23293.396        8071.2393        5500.4185
               -6              -18                7       -24821.488        43060.688        791.02661       -22651.189        9172.6699        5825.0938
               -5              -18                7       -25895.875        44583.172        1918.1526       -21918.037        10152.972        6057.2402
               -4              -18                7       -26829.225        46012.949        3157.0142       -21093.936        11012.145        6196.8599
               -3              -18                7       -27621.535        47350.016        4507.6118       -20178.883        11750.193        6243.9521
               -2              -18                7       -28272.809        48594.391        5969.9453       -19172.883        12367.113        6198.5166
               -1              -18                7       -28611.902        49919.742        7323.7246       -17919.752        12928.482        6134.7314
                0              -18                7       -27351.094        50184.926        8129.7207       -16371.293        13285.609        6040.5044
                1              -18                7        -26283.85        49202.656        9238.5703       -15406.173         13090.46        5632.3271
                2              -18                7       -25280.283        48278.402        10150.866       -14530.568        12793.437        5230.3345
                3              -18                7       -24307.938        47282.461        11079.756       -13688.967        12353.166        4728.6826
                4              -18                7       -23366.805        46214.836        12025.242       -12881.366        11769.649        4127.3701
                5              -18                7       -22456.885        45075.512        12987.324       -12107.767        11042.885        3426.3979
