           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -17029.588       -15446.906        1136.1165       -942.73993        278.61472       -515.58167
              -17              -18                7       -17267.178       -15638.789        3631.2493       -4458.0967        -70.28936       -2134.3252
              -16              -18                7       -17451.557       -15938.383        6207.4238       -8210.3125       -532.66895       -3453.5596
              -15              -18                7        -17582.73        -16345.69        8864.6367       -12199.388       -1108.5231       -4473.2847
              -14              -18                7       -17660.691       -16860.705        11602.892        -16425.32       -1797.8527       -5193.5005
              -13              -18                7       -17528.826       -17251.492        14026.004        -20856.52        -2390.377       -4763.3032
              -12              -18                7       -17156.188       -17094.832        16386.432       -24857.945       -2548.1465       -3150.4282
              -11              -18                7       -16661.701       -16639.836        19010.297       -28347.031       -2456.3999       -1357.4519
              -10              -18                7       -16086.766       -16227.879        21697.945       -31683.529       -2334.8665        500.63269
               -9              -18                7       -15431.377       -15858.958        24449.369        -34867.43       -2183.5466        2423.8276
               -8              -18                7       -14710.781       -15000.126         27088.82       -40173.223       -1624.0591        739.78705
               -7              -18                7       -13974.022       -12849.301        31195.922       -46002.996       -1502.0342        884.95056
               -6              -18                7       -12892.082       -10870.093        34806.145       -50844.711       -1397.5999        1008.2206
               -5              -18                7       -11464.963        -9062.502        37919.492       -54698.375       -1310.7549        1109.5986
               -4              -18                7       -9692.6611       -7426.5283        40535.961       -57563.984        -1241.498        1189.0847
               -3              -18                7       -7575.1807       -5962.1704        42655.555       -59441.547       -1189.8315         1246.678
               -2              -18                7       -5112.5195       -4669.4292        44278.273       -60331.055       -1155.7535        1282.3785
               -1              -18                7       -2514.8398       -3006.6379          45582.5       -61272.426       -1308.8459        2179.8052
                0              -18                7       -49.561951        94.028656        46038.527       -61988.785       -1220.2333        2239.1936
                1              -18                7        2359.4714        1664.0316        45347.254       -60963.805       -873.24054        1296.8745
                2              -18                7        4716.2905        3298.4824        43909.652       -59405.676       -643.99414        341.98242
                3              -18                7        6879.0889        5137.3848        42062.527       -57338.773       -537.49048       -508.68188
                4              -18                7        8847.8633        7180.7363        39805.867       -54763.102        -553.7287       -1255.1167
                5              -18                7        10622.618         9428.541         37139.68       -51678.656       -692.71027       -1897.3271
                6              -18                7        12203.351        11880.793        34063.961       -48085.434       -954.43347       -2435.3086
                7              -18                7        13590.062        14537.503        30578.719       -43983.441       -1338.8995       -2869.0654
                8              -18                7        14719.023         17133.65        27212.387       -38595.336       -1809.7856       -2978.7524
                9              -18                7        15535.561        17622.723        24795.055       -33757.367       -2114.7759       -2768.7083
               10              -18                7        16260.775        17592.219        22039.428       -30709.695       -2354.6711       -2997.5786
               11              -18                7        16894.055        17661.523        19341.795       -27544.244       -2576.9426       -3310.0212
               12              -18                7        17429.145        17813.064        16712.746       -24257.023       -2764.0857        -3729.552
               13              -18                7         17699.02        17429.113        14479.051       -20692.195       -2380.5127       -4882.7402
               14              -18                7         17694.18         16950.17        11521.678       -16702.563       -1768.3167       -4183.6455
               15              -18                7        17631.219        16518.027        8682.2539       -12744.526       -1218.2468       -3373.6577
               16              -18                7        17510.266        16132.748        5961.2676       -8818.2988       -730.46484       -2453.8225
               17              -18                7        17331.326         15794.33        3358.7197       -4923.8804       -304.97089       -1424.1405
               18              -18                7          17094.4        15502.778        874.60938       -1061.2725        58.235199       -284.61099
              -18              -17                7        -15611.91       -20069.029        872.87622       -1371.3466        454.55728       -1229.3369
              -17              -17                7        -15819.23       -20348.098        3299.3643       -5057.9678        138.82144       -2764.5015
              -16              -17                7       -15973.342       -20734.879        5806.8926       -8981.4473       -290.38916       -4000.1565
              -15              -17                7       -16074.243       -21229.367        8395.4609       -13141.786       -833.07501       -4936.3027
              -14              -17                7       -15966.533       -21636.455         10688.17       -17616.322       -1318.7524       -4678.7529
              -13              -17                7       -15685.826       -21967.383        12680.671       -22265.035       -1691.6687       -3258.9485
              -12              -17                7       -15384.025        -22402.25        14712.629       -26973.582       -2088.4219       -1495.9579
              -11              -17                7       -14955.221       -22045.555        17155.637       -30711.701        -2112.093        388.06323
              -10              -17                7       -14424.281       -21502.623        19757.668       -34048.273       -2007.1283        2307.7012
               -9              -17                7       -13812.891       -21002.729        22423.477       -37232.262       -1872.3772        4292.4492
               -8              -17                7       -12991.615       -20792.262        24000.363       -44356.246       -1075.0895        811.71259
               -7              -17                7       -12164.283        -19459.08        26302.953       -51415.051       -497.51398        -1768.479
               -6              -17                7       -11184.145        -17067.34        29534.877        -56666.98       -329.01624       -1356.3115
               -5              -17                7       -9858.8252       -14847.213        32269.922       -60930.859       -178.10767       -966.03711
               -4              -17                7       -8188.3262       -12798.709         34508.09       -64206.691        -44.78833       -597.65503
               -3              -17                7       -6172.6465       -10921.818        36249.387       -66494.461        70.942139       -251.16577
               -2              -17                7       -4201.6064       -8266.4287        38663.098       -69721.813       -283.28833        4175.1445
               -1              -17                7       -2152.0066       -4393.4658        40272.219       -72516.688       -656.66376         7088.957
                0              -17                7       -412.94083        2157.8691        41167.902       -73570.664        -573.2323        7039.6875
                1              -17                7        1942.4063        4187.3457        40425.473       -71827.977       -287.30573        5958.7178
                2              -17                7        4156.5557        6329.0986         39115.68       -69719.563       -126.43015        4884.7349
                3              -17                7        6176.6831        8675.3008        37396.363       -67102.375       -88.296631        3914.9785
                4              -17                7        8002.7891        11225.955        35267.516       -63976.418       -172.90639        3049.4478
                5              -17                7         9634.873        13981.061        32729.137       -60341.688       -380.25711         2288.147
                6              -17                7        11072.936        16940.615        29781.232        -56198.18       -710.35059        1631.0715
                7              -17                7        12316.979        20104.623        26423.795       -51545.906       -1163.1871        1078.2241
                8              -17                7        13128.586        22117.301        24655.051       -42632.816       -1545.2542        663.60083
                9              -17                7        13919.607        22996.738        22717.193       -35283.723        -1877.582        630.92896
               10              -17                7         14616.35        23033.684        20054.311       -32280.506       -2111.0398        232.90942
               11              -17                7        15221.156        23170.436        17449.418       -29159.512       -2326.8755       -248.68176
               12              -17                7        15577.754        22891.078        15186.703       -25645.885       -2083.1694       -1520.5487
               13              -17                7        15856.124        22471.254        13039.987       -21894.396       -1740.5232       -2850.8081
               14              -17                7         16100.69        22026.174        10937.628       -17967.299       -1411.3164       -4042.6599
               15              -17                7         16091.75        21485.107        8247.8057        -13814.57       -916.39557       -3490.6221
               16              -17                7        16001.027        20979.156        5600.6411       -9677.3447       -460.84985       -2644.3411
               17              -17                7        15852.317         20520.07        3071.9153       -5571.9287       -67.592194       -1688.2131
               18              -17                7        15645.619        20107.846        661.62695       -1498.3224        263.37744       -622.23779
              -18              -16                7       -14223.955       -24740.861        690.25208        -1750.344        593.09668         -1947.97
              -17              -16                7       -14401.004       -25107.113        3048.0952       -5608.2305        310.52902       -3399.5557
