           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -305.69516        435.90704        110740.41         39156.68       -203.14059        129.40601
              -17              -18                7       -412.03171        684.09601        109301.06        42179.156       -138.80426       -58.443924
              -16              -18                7        -494.5437        876.89911        107771.98        45293.316       -72.870224       -240.46484
              -15              -18                7       -553.23108        1014.3161        106153.18        48499.133       -5.3385544       -416.65668
              -14              -18                7       -588.09369        1096.3469        104444.65        51796.625        63.790829       -587.01953
              -13              -18                7       -634.55066        1166.3904         102711.2        55062.711        170.55014       -773.73096
              -12              -18                7       -645.97961        1135.3848        101006.79        58169.434        262.96606       -875.10339
              -11              -18                7       -584.60986        988.10382        99273.477         61235.07        306.25928       -859.56207
              -10              -18                7       -499.56711        808.50433        97487.094         64343.23        337.55249       -810.54517
               -9              -18                7       -390.85123        596.58643        95647.633        67493.906        356.84564       -728.05255
               -8              -18                7        -519.4425        758.16998        93282.414        70722.922        350.97128       -759.33661
               -7              -18                7       -349.53351        433.31253        90731.891        73951.531        372.13565       -759.96112
               -6              -18                7       -244.16769        214.44556        88111.914        77183.578        388.31424       -764.59027
               -5              -18                7       -203.34505        101.56995        85422.477         80419.07        399.50708         -773.224
               -4              -18                7       -227.06546        94.684937        82663.578        83658.016        405.71423       -785.86224
               -3              -18                7        -315.3288        193.79047        79835.227        86900.391        406.93555       -802.50488
               -2              -18                7       -468.13538        398.88702        76937.406        90146.234         403.1712       -823.15247
               -1              -18                7       -599.98285        576.33521        73924.484        93379.297        432.46439       -819.29626
                0              -18                7       -347.45523        168.43504        71022.063        95724.289        381.25888       -737.48492
                1              -18                7       -215.08636        46.497375        68238.648        97601.977        284.55121        -652.8197
                2              -18                7       -156.37811       -19.147491        65462.211        99500.906        214.40259       -609.99188
                3              -18                7       -108.68445       -86.289307        62700.715        101325.41         165.5871       -568.69348
                4              -18                7       -72.005249        -154.9281         59954.16        103075.52        138.10428       -528.92511
                5              -18                7       -46.340332       -225.06412        57222.547         104751.2        131.95432       -490.68567
                6              -18                7       -31.689728       -296.69708        54505.875        106352.47        147.13699       -453.97565
                7              -18                7       -28.053673       -369.82715        51804.148        107879.33         183.6525       -418.79532
