           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -7166.8984       -6373.5659        -7031.209       -5909.9365         459.8728       -1061.0684
              -17              -18                7       -7441.0117       -6384.0513         -5176.52       -10602.061        412.45703       -2440.0859
              -16              -18                7       -7648.8418       -6525.2456       -3289.2915       -15584.087        291.01865       -3453.7644
              -15              -18                7       -7790.3877       -6797.1475        -1369.525       -20856.008         95.55777       -4102.1045
              -14              -18                7       -7865.6509       -7199.7578        582.78198       -26417.834        -173.9257       -4385.1064
              -13              -18                7       -7955.5024       -7660.0835        2448.9629       -31949.008       -410.91449       -3561.5427
              -12              -18                7       -7920.9839        -7728.728        4323.3037       -36969.914       -519.96625       -1833.4258
              -11              -18                7       -7711.8877       -7530.9932        6290.5361       -41648.656       -548.91498       -92.042725
              -10              -18                7       -7433.9727       -7415.2715        8256.4414        -46231.82       -549.03467        1702.5707
               -9              -18                7       -7087.2373        -7381.564        10221.021       -50719.402       -520.32483        3550.4158
               -8              -18                7       -6795.8652       -6987.7739        11897.777       -57441.414       -287.90552        1515.9752
               -7              -18                7         -6410.21       -5318.9131        14258.516       -65648.164       -209.19092        1622.1724
               -6              -18                7       -5855.9009       -4039.1438          16362.1       -72572.031        -143.8241        1728.4012
               -5              -18                7       -5132.9385       -3148.4646        18208.523       -78213.008       -91.804077        1834.6628
               -4              -18                7       -4241.3223       -2646.8757        19797.793       -82571.094       -53.130249        1940.9565
               -3              -18                7        -3181.052       -2534.3743        21129.906       -85646.289       -27.803833        2047.2842
               -2              -18                7       -1952.1277       -2810.9636        22204.863       -87438.594       -15.824097         2153.644
               -1              -18                7       -648.24994       -2814.9048         23112.52       -89099.563       -100.41146         3243.251
                0              -18                7        618.59082       -1322.2878        23555.637       -90032.789        -71.10672        3325.2585
                1              -18                7        1853.6041       -1300.4253        23433.414       -88529.555        92.604774        2236.4729
                2              -18                7         3044.481        -1181.272        22939.508       -86038.047        186.73221        1207.2136
                3              -18                7         4129.667       -737.31238        22243.576       -82793.313        213.82472        354.95435
                4              -18                7        5109.1616        31.453003        21345.619       -78795.375        173.88293       -320.30469
                5              -18                7        5982.9678        1125.0254        20245.637       -74044.203        66.905853       -818.56396
                6              -18                7        6751.0815        2543.4019        18943.631       -68539.805       -107.10566        -1139.824
                7              -18                7        7413.5059        4286.5859          17439.6       -62282.195       -348.15198       -1284.0842
                8              -18                7        7967.3486        6124.1699        16011.221       -54834.469       -657.43402       -1060.9041
                9              -18                7        8378.7324        6023.0493        15297.779       -48536.883       -932.46198       -620.71857
               10              -18                7         8707.249        5448.6846        14553.541           -43808       -1161.1836       -646.36011
               11              -18                7        9005.9512        5025.6084        13873.702       -39009.383       -1379.6287       -770.46704
               12              -18                7        9276.1621        4740.2324        13263.091       -34145.012       -1576.1946       -1029.0844
               13              -18                7        9595.8086        4078.0515         12865.14       -29305.395       -1377.5315       -2437.8027
               14              -18                7        9562.4473        3540.4446        11975.988       -23552.293       -1064.5947       -2198.1331
               15              -18                7        9530.6084        3076.0452        11160.931       -17908.777       -766.67896       -1818.2223
               16              -18                7        9500.5156        2684.7959          10420.3       -12375.393       -483.85037       -1298.9834
               17              -18                7        9472.1699         2366.696        9754.0947       -6952.1406       -216.10909       -640.41638
               18              -18                7        9445.5703        2121.7458        9162.3174       -1639.0197        36.544815        157.47849
              -18              -17                7       -5254.6338       -11324.212       -7329.9902       -6163.7109        399.15808       -1960.9138
              -17              -17                7       -5550.9092       -11451.799       -5492.4175       -10977.238        385.13736       -3269.9136
              -16              -17                7       -5780.9004       -11710.093       -3622.3062       -16080.666        297.09436       -4213.5757
              -15              -17                7       -5944.6084       -12099.094       -1719.6549        -21473.99        135.02863       -4791.8984
              -14              -17                7       -6131.2378       -12582.477         108.5321       -26956.213       -2.9267502       -4192.5815
              -13              -17                7       -6332.1851       -13144.991         1835.564       -32395.031       -105.04847       -2488.1958
              -12              -17                7       -6464.0049       -13814.676        3549.8096       -37930.418       -256.41876       -436.74731
              -11              -17                7       -6344.1216       -13704.387        5429.2881       -42750.703       -328.89215        1473.9406
              -10              -17                7       -6107.3496       -13445.314         7353.085       -47281.863       -346.95175        3340.1113
               -9              -17                7       -5801.7573       -13268.255        9275.5557        -51717.43       -336.18265        5259.5122
               -8              -17                7       -5540.1001       -13629.324        10361.958       -59623.875       -23.657455         1261.325
               -7              -17                7       -5193.2065        -12862.78        11781.025       -67929.992         261.9469       -1642.1128
               -6              -17                7       -4691.6694        -11114.81         13682.51       -75016.836        371.20636       -1274.9615
               -5              -17                7        -4021.478       -9755.9258         15326.84       -80820.789        467.11902       -907.77734
               -4              -17                7       -3182.6333       -8786.1367        16714.014       -85341.859        549.68518       -540.56219
               -3              -17                7       -2175.1343       -8205.4336        17844.031       -88580.031         618.9043       -173.31213
               -2              -17                7       -1168.2974       -6848.3428        19338.799       -93174.797        440.47302        4547.2866
               -1              -17                7       -123.10927       -4340.3071        20405.391       -96861.922        242.25142         7773.042
                0              -17                7        768.47491        1001.8279        21057.068       -98392.969        262.67883        7755.2705
                1              -17                7        1979.1047        1506.2412        20909.385       -96145.141        396.92758        6570.5015
                2              -17                7        3105.9937        2210.4043        20480.484       -93188.141        460.52213        5468.2217
                3              -17                7        4127.1919        3239.3755        19849.563       -89477.914        457.08197        4542.9404
                4              -17                7        5042.6992        4593.1504        19016.613       -85014.469        386.60675        3794.6594
                5              -17                7        5852.5161        6271.7334        17981.639       -79797.797        249.09735        3223.3787
                6              -17                7        6556.6426        8275.1201        16744.641       -73827.914        44.553066        2829.0957
                7              -17                7        7155.0796        10603.315        15305.616       -67104.797       -227.02605         2611.814
                8              -17                7        7649.3975        12030.406        14713.465       -57170.695       -545.11462        2457.6621
                9              -17                7        8122.8115        12334.502        14135.189       -48690.352       -843.03955        2652.7263
               10              -17                7        8454.1465        11837.773        13447.387       -44068.664       -1064.8912        2452.7742
               11              -17                7         8755.668        11492.332        12823.983       -39377.238       -1276.4667        2154.3582
               12              -17                7        9072.1768        10880.551        12394.081       -34559.762       -1180.5906        733.50171
               13              -17                7        9433.4082        10165.621        12045.326       -29596.889       -987.36444       -829.13019
               14              -17                7        9835.2637        9434.1973        11744.122        -24495.74       -768.79553       -2257.1702
               15              -17                7        9898.6543        8812.6367        11035.801       -18764.594       -478.87097       -2097.1653
               16              -17                7        9922.5869        8274.0342        10348.727       -13074.843       -196.72281       -1632.4622
               17              -17                7        9948.2666         7808.583         9736.082       -7495.2246        70.337952       -1028.4312
