           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        447.51285        946.72131        34122.066       -7627.7295       -620.59729        929.25684
              -17              -18                7        442.42078        2501.8933        33284.219       -3639.6538       -841.04529       -76.868774
              -16              -18                7        398.23993        3773.0234        32367.326        949.94788       -970.75989       -1108.0391
              -15              -18                7        314.97046        4760.1104        31371.385        6141.0693        -1009.741       -2164.2527
              -14              -18                7        192.61215        5463.1558          30296.4         11933.72       -957.98853       -3245.5115
              -13              -18                7       -50.109741        6441.6953        29390.783        17299.305       -538.26801       -4984.4771
              -12              -18                7       -307.88629        6809.6367        28599.563        21726.184         64.15033       -6460.8076
              -11              -18                7        -474.8403        6268.1855        27755.656        26093.654         550.1604       -6944.2656
              -10              -18                7       -645.67261        5539.9453        26930.883        30629.994        1043.4641       -7191.6016
               -9              -18                7       -820.38336        4624.9175        26125.234        35335.199        1544.0612        -7202.812
               -8              -18                7       -725.79327        4365.7246        24038.963        43617.371         743.0907       -6445.3027
               -7              -18                7        51.968658        1463.4777        21519.357        51569.934        784.60321       -6174.8965
               -6              -18                7        615.47797       -555.95508        19470.154        58871.984        815.55444       -6025.1709
               -5              -18                7         964.7348       -1692.5701        17891.355          65523.5        835.94464       -5996.1284
               -4              -18                7         1099.739       -1946.3691        16782.963          71524.5        845.77362       -6087.7695
               -3              -18                7        1020.4912       -1317.3555        16144.973        76874.992        845.04138       -6300.0903
               -2              -18                7        726.99066        194.47546        15977.384        81574.961         833.7478       -6633.0952
               -1              -18                7        393.83173        1608.5298        15802.391        86246.289         1329.314       -7385.0562
                0              -18                7        723.24536       -1685.4568        15853.321        86522.781         1368.546       -7202.6743
                1              -18                7        353.79175        -1546.621        16699.318        83349.344        910.90161       -6368.5859
                2              -18                7        103.42957       -1519.5039        17774.965        80529.609        507.98438       -5864.0352
                3              -18                7        40.232422        -1808.093        19056.838        77155.461        137.58057       -5294.0156
                4              -18                7        164.20013       -2412.3879        20544.936        73226.906       -200.30981       -4658.5205
                5              -18                7        475.33252       -3332.3894         22239.26        68743.938        -505.6875       -3957.5522
                6              -18                7        973.62903       -4568.0942        24139.805        63706.555       -778.55188       -3191.1094
                7              -18                7        1659.0911       -6119.5068        26246.584        58114.762       -1018.9034       -2359.1934
                8              -18                7        2326.1816       -7285.0278        28745.426        50751.434       -1088.4202       -1048.5127
                9              -18                7        2246.4421       -7048.4189        30434.221        43183.855       -675.18933       -1520.9788
               10              -18                7        2137.0032        -7455.707        31240.707        38431.258       -377.35498       -3351.4436
               11              -18                7        2036.5151        -7814.813        31986.389        34043.371       -117.57948       -4906.9546
               12              -18                7        1928.2595       -8083.2051        32659.676        29999.611        81.475937       -6101.8687
               13              -18                7        1260.1355       -6812.0767        32939.938        25516.012       -455.84631       -4404.6162
               14              -18                7        1154.2405       -5979.9307        33590.266        19440.463       -401.23502       -3980.4248
               15              -18                7        990.12415       -4941.8232        34159.555        13902.767        -311.4064        -3292.947
               16              -18                7        767.41656       -3697.3474        34647.578        8904.0801       -186.69676       -2341.3479
               17              -18                7        486.11801       -2246.5039         35054.32        4444.4063       -27.106216       -1125.6274
               18              -18                7        146.22835        -589.2926        35379.793         523.7439        167.36534        354.21384
              -18              -17                7       -380.53738        1492.4031        34011.359       -8927.4854       -1073.6021       -1353.7166
              -17              -17                7       -413.20569        3405.4382        33149.473       -4882.2422       -1253.2384       -2388.9578
              -16              -17                7       -484.96289        5034.4312        32208.537       -235.47736       -1342.1414       -3449.2429
              -15              -17                7       -595.80884        6379.3809        31188.555        5012.8115       -1340.3107       -4534.5728
              -14              -17                7        -817.0827        7973.2939        30326.863        9936.3672       -962.08942       -6279.3579
              -13              -17                7        -1187.069        9813.5068        29646.934        14303.661       -209.15906       -8850.3623
              -12              -17                7        -1653.349        11416.891        28941.457        18879.475        659.47119       -11726.389
              -11              -17                7       -1888.2952        11461.102        28165.449        23148.133        1286.2228       -13038.868
              -10              -17                7       -2050.5422        10965.389        27392.082        27454.105        1837.4755       -13679.943
               -9              -17                7       -2216.6677        10282.884        26637.842        31928.951         2396.022       -14084.896
               -8              -17                7       -2688.7852        12509.493         23770.77        42672.375        997.84509       -14532.143
               -7              -17                7       -2554.9216        12605.758        20730.885        53365.441       -106.73369        -16050.39
               -6              -17                7       -1839.6533        10140.345         18656.24        61236.242        29.678391       -17326.154
               -5              -17                7       -1338.6375        8557.7461            17052        68456.516        155.52942       -18722.598
               -4              -17                7       -1051.8746        7857.9668        15918.164        75026.281        270.81897       -20239.727
               -3              -17                7       -979.36365             8041        15254.731        80945.516        375.54758       -21877.535
               -2              -17                7       -858.58691         6516.127        14441.856        85164.727        2436.0388       -24583.057
               -1              -17                7       -201.25778        3988.5684        13872.848        88382.883        3663.7732       -25968.188
                0              -17                7        1825.0029       -4256.6885        13581.067        88800.688        3590.2261       -25937.611
                1              -17                7        1562.1804       -4758.6348        14723.789        85731.391         3090.738       -24532.578
                2              -17                7         1450.002       -5460.3594        15961.469        82769.875         2635.269       -23352.859
                3              -17                7         1524.988         -6477.79        17405.375        79253.945        2212.3135       -22107.664
                4              -17                7        1787.1382       -7810.9248        19055.504        75183.594        1821.8704       -20796.994
                5              -17                7        2236.4534       -9459.7676        20911.859        70558.836        1463.9397       -19420.854
                6              -17                7        2872.9326       -11424.313        22974.439        65379.656        1138.5232       -17979.234
                7              -17                7        3696.5776       -13704.567        25243.248        59646.078        845.61908       -16472.148
                8              -17                7        3669.8562        -13118.85        28697.188        49094.359        613.61816       -11812.419
                9              -17                7        3425.2007       -11877.054        31350.115        39347.191        810.42712       -9564.9307
               10              -17                7        3267.0234       -12061.132        32079.465        34878.695        1021.4105       -10932.237
               11              -17                7        3117.7981       -12197.028        32748.006        30774.922        1194.3353       -12024.591
               12              -17                7        2520.5286       -11186.078        33078.883        26503.012         745.5564       -10617.513
               13              -17                7        1774.8307        -9664.752        33358.078        22227.418        181.34892       -8676.8369
               14              -17                7        988.85291       -7883.8262        33662.609        18053.883       -346.56097       -6784.8369
               15              -17                7        663.54559       -6441.4043        34227.996        12658.154       -344.30112       -5961.2793
               16              -17                7        337.66364        -4858.041        34744.398        7628.1904       -250.81387       -5005.7935
               17              -17                7       -46.809387       -3068.3098        35179.527        3137.2417       -122.44571        -3786.187
