           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -264.18341        39333.117        2.3858976       -572.33936       -30.767822        222.89209
              -17              -18                7       -263.10748        39831.367        1.9070311       -247.05258       -75.250511        2494.5137
              -16              -18                7       -261.25519        40365.867        1.2240895        214.29533       -119.12128        4607.8389
              -15              -18                7       -258.62646        40936.613       0.33707365         811.7038       -162.38011        6562.8667
              -14              -18                7        -255.2213        41543.609      -0.75401759        1545.1735       -205.02702        8359.5996
              -13              -18                7       -249.69591        41738.484       -2.6756649        2942.6941       -247.63571         8842.998
              -12              -18                7       -238.91437        41027.344       -4.2125082        3969.1997       -291.11682         7520.374
              -11              -18                7       -224.06413        39832.164       -4.8860078        4083.5952       -334.77423        5670.3271
              -10              -18                7       -207.51401        38571.852       -5.5445657        3954.9404       -377.86636        3713.9077
               -9              -18                7       -189.26402        37246.391       -6.1881843        3583.2349       -420.39328        1651.1125
               -8              -18                7       -169.96077        35332.477       -7.1620202        5481.7783       -453.71738        2718.3164
               -7              -18                7       -147.08434        32100.104       -6.8304009        6007.4414       -477.77991        2505.7209
               -6              -18                7       -124.77232        28584.166       -6.4933853        6188.4707       -499.55264        2329.2925
               -5              -18                7       -103.02471         24784.67       -6.1509733        6024.8667       -519.03552        2189.0254
               -4              -18                7       -81.841537        20701.607       -5.8031664        5516.6294       -536.22864        2084.9219
               -3              -18                7       -61.222771        16334.982       -5.4499593        4663.7578       -551.13196        2016.9824
               -2              -18                7       -41.168419        11684.792       -5.0913582        3466.2544       -563.74548        1985.2078
               -1              -18                7        -21.43421        6468.5415       -5.5490022        2756.3333       -571.83533        1311.2813
                0              -18                7       -2.6653469       -11.517303       -5.5487342        2889.4011       -571.63916        1132.1348
                1              -18                7        15.967123       -4872.3213       -4.7600803        2746.2607       -565.04456        1599.1323
                2              -18                7        36.685604       -9733.1309        -4.288064        3031.9814       -558.23132        2228.4214
                3              -18                7        58.145626       -14546.031       -4.0390205        3340.1416       -549.02063        2904.4404
                4              -18                7        80.347176       -19311.023       -4.0129504        3670.7432       -537.41272        3627.1887
                5              -18                7        103.29031       -24028.109       -4.2098513        4023.7825       -523.40735        4396.6714
                6              -18                7        126.97493       -28697.279       -4.6297212        4399.2588       -507.00464        5212.8813
                7              -18                7        151.40117       -33318.551       -5.2725639        4797.1753       -488.20459        6075.8237
                8              -18                7        175.59038       -37537.867       -4.9710379        3728.7817       -464.68539         6713.645
                9              -18                7         194.6922        -39195.84       -3.6683037        1979.9591        -424.1106        6823.5039
               10              -18                7         211.7886       -40199.211       -3.7873924        2502.8374       -378.97226        7301.0273
               11              -18                7        227.59145       -41178.195       -3.7604907        2822.8315       -333.89514         7833.334
               12              -18                7        241.94846       -42105.918       -3.5627055        2919.9258       -288.94388        8420.2168
               13              -18                7        250.20232       -42108.613       -2.3597639        2143.7185       -245.97534         8961.875
               14              -18                7        254.57135       -41643.188       -1.7350376        1945.1185       -203.69583        7292.6987
               15              -18                7         258.0683       -41147.563      -0.92090058         1621.949       -161.02184        5588.2344
               16              -18                7        260.69492       -40621.988      0.083127141        1173.7498       -117.95276        3849.7686
               17              -18                7        262.45117       -40066.461        1.2770454        600.52087        -74.48864        2077.3032
