           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        15872.027        7499.6797        732.26996        -1826.546       -287.50702       -15.140965
              -17              -18                7        16414.965        9362.2305       -196.85425        72.516968       -1576.6201       -1218.7229
              -16              -18                7        17093.814        10941.672       -1477.1683        2967.7031       -2980.8953       -2575.5042
              -15              -18                7        17908.572        12238.003       -3108.6711        6859.0103       -4500.3335       -4085.4841
              -14              -18                7        18859.238        13251.227       -5091.3643        11746.444       -6134.9336       -5748.6636
              -13              -18                7        19534.375        14962.514       -7155.7881        16750.914       -7715.2534       -7850.7705
              -12              -18                7        19987.527        15982.137       -8990.9844        21055.313       -9281.0547       -9344.1504
              -11              -18                7        20574.205        15500.354       -10818.429            25315        -10992.52        -9886.541
              -10              -18                7        21209.854        14853.996       -12745.112        29897.883       -12798.764       -10268.244
               -9              -18                7        21894.467        14043.061       -14771.032        34803.957       -14699.785       -10489.258
               -8              -18                7        21471.211        13872.107       -16802.428        43592.121       -16910.834       -12476.064
               -7              -18                7        20659.293        9487.9287        -19542.48        51165.156       -20096.297       -13519.317
               -6              -18                7        19264.803        6298.5747       -22445.121        58508.781       -22908.594       -14590.824
               -5              -18                7        17287.742        4304.0469       -25510.342        65622.977       -25347.721       -15690.581
               -4              -18                7        14728.111        3504.3442       -28738.146         72507.75       -27413.674       -16818.592
               -3              -18                7         11585.91        3899.4639       -32128.535        79163.102       -29106.463       -17974.852
               -2              -18                7        7861.1377        5489.4082       -35681.512        85589.055        -30426.08       -19159.363
               -1              -18                7        3887.0093        6010.2451       -38999.285        91419.289       -31279.135       -20869.125
                0              -18                7       -380.09134       -274.61615       -38817.789        90358.055       -31465.945       -20609.203
                1              -18                7       -4486.5708       -975.71021       -36674.344        85210.469       -30690.695       -19443.559
                2              -18                7        -8170.811       -2084.7261       -34405.875        81220.023       -29544.367       -18555.543
                3              -18                7       -11460.634       -3638.1919       -31956.604        76623.461       -28090.287       -17362.381
                4              -18                7       -14356.037       -5636.1055       -29326.541        71420.781       -26328.453       -15864.066
                5              -18                7       -16857.023       -8078.4707       -26515.682        65611.984       -24258.865       -14060.598
                6              -18                7       -18963.594       -10965.282       -23524.025        59197.074       -21881.523       -11951.976
                7              -18                7       -20675.748       -14296.547       -20351.574        52176.043       -19196.432       -9538.2031
                8              -18                7       -21962.281       -16493.699       -17439.922        43577.227       -16612.029       -6030.8604
                9              -18                7       -21917.482       -15649.711       -15459.806        35748.793       -14920.604       -5103.9414
               10              -18                7       -21285.025       -16227.902       -13302.077        30729.195       -13066.804       -6576.8984
               11              -18                7       -20690.992        -16763.68       -11276.205        26137.887       -11266.875       -7771.8984
               12              -18                7       -20136.764       -17180.602       -9370.9932        21943.693       -9524.8398       -8606.4658
               13              -18                7       -19663.512       -15195.309       -7224.6133        17081.383       -7966.8901       -6670.3813
               14              -18                7       -18685.639       -14146.209       -4950.9595        11703.594       -6142.6514       -5631.3555
               15              -18                7       -17812.748       -12875.905       -3008.1421        7124.7285       -4464.5703       -4445.0205
               16              -18                7       -17045.191       -11383.828       -1396.3734        3345.4233       -2932.8674       -3110.8149
               17              -18                7       -16382.971       -9669.9785       -115.65442        365.68311       -1547.5432       -1628.7399
               18              -18                7       -15826.083        -7734.355        834.01538       -1814.4954       -308.59808        1.2055664
              -18              -17                7        15676.338        5196.5527         491.0611       -3743.1968       -380.07037        1250.9988
              -17              -17                7         16177.76        7056.9844       -436.62381        -1868.041       -1666.0002        45.476639
              -16              -17                7         16815.09        8634.3066       -1715.4978        1003.2384       -3067.0928       -1313.2449
              -15              -17                7         17588.33        9928.5186        -3345.561        4870.6392       -4583.3472       -2825.1653
