           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        6035.7285        1685.7874        268.93015       -2065.1914       -120.25403        241.50162
              -17              -18                7        6232.8955        3360.9409       -85.149094        306.95416       -607.21179       -581.80902
              -16              -18                7        6478.8516        4701.3091       -569.14868        3799.0815       -1137.7972       -1505.0604
              -15              -18                7        6773.5928        5706.8901       -1183.0684        8411.1865         -1712.01        -2528.252
              -14              -18                7        7117.1206        6377.6855       -1926.9088        14143.271       -2329.8506       -3651.3845
              -13              -18                7        7359.8208        7807.9248        -2698.583        19980.357       -2926.8784       -5233.3555
              -12              -18                7        7520.2393        8635.1934        -3379.094        24990.621       -3517.1616        -6182.291
              -11              -18                7        7728.3027        7947.0742       -4053.5732        29948.027       -4161.5576       -6086.5249
              -10              -18                7        7954.1958        7071.5576       -4764.7397        35264.016       -4841.4668       -5783.8257
               -9              -18                7         8197.917        6008.6465       -5512.5908         40938.57       -5556.8892       -5274.1929
               -8              -18                7        8024.1816          6013.52       -6248.4907        50510.266       -6384.1758         -6434.79
               -7              -18                7        7702.3716        1919.1217       -7241.9702        59055.555       -7576.1973       -6295.6084
               -6              -18                7        7168.6821        -766.0188         -8298.75        67438.328       -8627.5049       -6326.2554
               -5              -18                7        6423.1143       -2041.9023       -9418.8301        75658.578       -9538.0967       -6526.7285
               -4              -18                7         5465.667       -1908.5269       -10602.211        83716.289       -10307.974       -6897.0308
               -3              -18                7        4296.3403       -365.89697       -11848.892        91611.484       -10937.136       -7437.1563
               -2              -18                7        2915.1348        2585.9927       -13158.875        99344.164       -11425.584       -8147.1138
               -1              -18                7        1444.1824        4587.6343       -14387.926        106419.48       -11740.201       -9516.8984
                0              -18                7       -141.69617       -178.87558       -14319.964        105286.73       -11810.765       -9183.8154
                1              -18                7       -1663.6848         589.6499       -13530.839        99340.297       -11523.066       -8315.1172
                2              -18                7       -3031.4871        810.83179       -12696.042        94532.977       -11096.145       -7866.2061
                3              -18                7       -4255.5596        454.31665       -11796.634        89061.641        -10554.06       -7220.0869
                4              -18                7       -5335.9019       -479.89478       -10832.613        82926.273       -9896.8135       -6376.7549
                5              -18                7       -6272.5142       -1991.8057       -9803.9785        76126.891       -9124.4043       -5336.2134
                6              -18                7       -7065.3965       -4081.4094       -8710.7324        68663.477       -8236.8311       -4098.4585
                7              -18                7       -7714.5498       -6748.7129        -7552.873        60536.039       -7234.0967       -2663.4932
                8              -18                7       -8206.8018       -8431.8516       -6492.3652         50887.43       -6268.9526       -85.937439
                9              -18                7       -8201.8115       -7593.9648       -5766.4697        42240.992       -5636.0298        207.38953
               10              -18                7       -7979.1035       -8404.3281       -4971.2529        36384.965       -4940.8496       -1987.1934
               11              -18                7       -7770.2661       -9155.8291       -4224.8271        31011.973       -4265.2598       -3875.9734
               12              -18                7       -7575.7144       -9773.4004       -3522.8179        26085.537       -3610.7058       -5373.0913
               13              -18                7       -7407.4785       -8017.2212       -2723.7087        20367.369       -3022.7617       -3964.4385
               14              -18                7       -7055.6953       -7311.6768         -1873.66        14020.552       -2334.0645       -3556.5898
               15              -18                7       -6740.8618       -6348.7334       -1145.2599        8596.8486       -1700.3809        -2932.667
               16              -18                7        -6463.104       -5127.7319       -538.58893        4097.0127       -1121.7938       -2092.0188
               17              -18                7       -6222.4224       -3648.6753       -53.647278        521.04688       -598.30383       -1034.6455
               18              -18                7       -6018.8179       -1911.5615        309.56516       -2131.0503       -129.91055        239.45276
              -18              -17                7        5951.9609       -414.81927        183.69702       -3884.4697       -151.92886        1438.1046
              -17              -17                7        6133.7227        1278.2168       -169.07065       -1534.9424       -637.51117        613.45367
              -16              -17                7        6364.2705         2636.467       -651.75885        1934.5643       -1166.7211       -311.13818
              -15              -17                7         6643.605        3659.9309       -1264.3672        6524.0513       -1739.5583       -1335.6703
              -14              -17                7        6844.0669        5385.3652       -1937.4636        11225.057       -2298.1641       -2728.8567
              -13              -17                7        6941.3809        8242.9258       -2600.0664        15651.727       -2828.4072       -4558.1323
              -12              -17                7        7043.3662        11430.816       -3292.5112        20594.309       -3378.1641       -6601.7236
              -11              -17                7        7203.0801        12062.371       -3949.1699        25352.287       -3982.0742       -7182.4043
              -10              -17                7        7393.2109        11800.937       -4624.5337         30300.92       -4628.9448        -7158.728
               -9              -17                7        7601.1729        11352.104        -5336.584        35608.129       -5311.3296       -6928.1177
               -8              -17                7        7281.5723        15505.396       -5883.3369        47110.965       -5870.6729       -11339.313
               -7              -17                7        6869.5991        17071.498         -6586.54        59597.664       -6587.9009       -16431.926
               -6              -17                7        6358.6978        14302.696       -7598.4258         69415.07       -7567.1572       -18386.588
               -5              -17                7         5635.916        12943.152       -8673.6123        79069.953       -8405.6992       -20511.074
               -4              -17                7        4701.2559        12992.869       -9812.1006        88562.305       -9103.5264       -22805.393
