           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -30366.34         32955.91       -30347.475        32590.395       -16350.202       -18198.977
              -17              -18                7       -30274.154        34260.059       -28230.723        35455.965       -15001.953       -21029.047
              -16              -18                7       -30292.602        35417.055       -25941.318        38135.359       -13569.442       -23990.033
              -15              -18                7       -30421.684        36426.895       -23479.258        40628.574        -12052.67        -27081.93
              -14              -18                7       -30661.396        37289.582       -20844.539        42935.617       -10451.638        -30304.74
              -13              -18                7         -30830.1        36889.219       -18184.166        44287.258         -8799.21       -34327.375
              -12              -18                7       -31004.242        35691.125       -15649.667        44913.219       -6994.1025       -38308.836
              -11              -18                7       -31339.971        34851.031       -13122.252        45389.738       -4970.1348       -41507.617
              -10              -18                7       -31749.219        33986.391       -10564.493        45603.578        -2818.854       -44640.547
               -9              -18                7       -32231.982        33097.195       -7976.3926        45554.734       -540.26105       -47707.613
               -8              -18                7       -32511.936        30498.037        -5192.561        48115.121        1631.4126       -48259.426
               -7              -18                7       -33142.961        25099.305       -1424.9517        47842.836        4530.4619       -51703.816
               -6              -18                7        -33314.25          19674.1        2515.6611        46135.559        7361.9355       -54632.695
               -5              -18                7       -33025.813        14222.419        6629.2754        42993.277        10125.832        -57046.07
               -4              -18                7       -32277.633        8744.2666        10915.889        38415.996         12822.15       -58943.938
               -3              -18                7       -31069.723        3239.6406         15375.51        32403.711        15450.894       -60326.297
               -2              -18                7       -29402.074       -2291.4573        20008.131        24956.436        18012.061       -61193.156
               -1              -18                7       -27511.781       -7915.1162        24547.943        16890.158        20312.793       -61437.016
                0              -18                7       -25272.201        -15966.66        27417.441        9118.6699        22348.145       -60220.156
                1              -18                7       -22616.746       -19152.057        29299.211        1833.7366        24189.109       -58184.039
                2              -18                7       -19830.723        -22836.57        30499.428       -4054.2236        25672.389       -55716.723
                3              -18                7        -17051.82       -26728.684        31263.805       -9687.7373         26845.32       -52698.352
                4              -18                7       -14280.042       -30828.389        31592.344       -15066.803        27707.908       -49128.934
                5              -18                7       -11515.381       -35135.695        31485.045       -20191.432        28260.148       -45008.465
                6              -18                7       -8757.8389       -39650.586        30941.906       -25061.613        28502.047       -40336.945
                7              -18                7       -6007.4175       -44373.086         29962.93       -29677.352        28433.598       -35114.383
                8              -18                7       -3532.4978       -48141.027        28690.824       -34843.746        28268.447       -29483.227
                9              -18                7       -2107.0793       -48690.715        26872.189       -38619.207        28337.223        -26340.68
               10              -18                7       -879.42017       -49437.777        24610.664       -40139.094        28239.066       -23973.131
               11              -18                7        222.12854       -50068.438        22375.531       -41493.199        28184.203       -21429.887
               12              -18                7         1173.771       -50524.652        20147.648       -42678.148         28178.93        -18683.93
               13              -18                7        1189.9673       -49207.016        17291.184       -43662.762        28395.053       -15032.358
               14              -18                7        1384.0878       -48638.348        13831.194       -43884.309        28144.619       -12145.811
               15              -18                7        1326.9337       -47883.711        10426.512       -43992.719        27956.729       -9222.9355
               16              -18                7         1018.262       -46942.703        7077.5059       -43988.422         27831.68        -6263.291
               17              -18                7        458.07312        -45815.32        3784.1802       -43871.398        27769.469       -3266.8809
               18              -18                7       -353.63351       -44501.566        546.53149       -43641.668        27770.102       -233.70386
              -18              -17                7       -28373.371        36065.984       -30254.168         34009.41       -15065.718       -21638.488
              -17              -17                7       -28258.172        37592.504       -28117.852            37083       -13731.832       -24546.967
              -16              -17                7       -28253.609        38971.863       -25808.879        39970.414       -12313.687       -27586.361
              -15              -17                7       -28359.678        40204.074       -23327.248        42671.645       -10811.277       -30756.668
              -14              -17                7       -28462.379        40319.031       -20763.922        44385.648       -9264.8105       -34790.102
              -13              -17                7       -28513.207        39186.473       -18233.848        45250.703       -7712.5352       -39869.977
              -12              -17                7       -28599.953        37642.914       -15691.137        46035.477       -6130.1919       -45391.852
              -11              -17                7       -28865.381        36381.492       -13190.767        46547.086       -4273.1138        -49354.68
              -10              -17                7       -29237.973        35237.648        -10676.36        46764.262       -2234.4771       -52778.043
               -9              -17                7       -29684.084        34069.254       -8131.6113        46718.754       -68.527939       -56135.555
               -8              -17                7       -29602.074        32375.137       -5729.9927        53854.074        1498.7698       -55613.902
