           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         815.9726        349.21985       -18509.094        83227.656        1304.3993        1029.7761
              -17              -18                7        820.96948        370.94629       -17495.539        83853.453        811.45392        292.34314
              -16              -18                7        834.68677        401.94937       -16494.268        84146.781        372.53278       -368.86975
              -15              -18                7        857.12402        442.22906       -15505.269        84107.625       -12.363861        -953.8623
              -14              -18                7        888.28143        491.78543       -14528.548        83735.992       -343.23636       -1462.6346
              -13              -18                7        756.20599       -70.374298       -13773.282        82811.102       -772.96216       -1961.9147
              -12              -18                7        654.14294       -662.66602       -13340.904        81344.609       -1122.5669       -2160.7866
              -11              -18                7        692.93811       -635.23871       -13023.636        79575.375       -1230.7996       -1945.0162
              -10              -18                7        722.02759       -522.80554       -12732.487        77612.602       -1259.9601        -1620.115
               -9              -18                7        741.41162       -325.36618       -12467.458        75456.289       -1210.0488       -1186.0828
               -8              -18                7        702.23907       -844.17395       -11811.044        71393.609       -1188.7152       -718.27289
               -7              -18                7        388.85873       -811.62231       -11679.249        65635.266       -1025.1799       -155.28522
               -6              -18                7        161.66257       -962.24554         -11706.6        59086.246       -915.52429        238.54276
               -5              -18                7        20.650787       -1296.0443       -11893.096        51746.527       -859.74854        463.21021
               -4              -18                7       -34.176529       -1813.0186       -12238.738        43616.113       -857.85248        518.71814
               -3              -18                7        -2.819931       -2513.1665       -12743.526        34695.012       -909.83582         405.0661
               -2              -18                7        114.72111       -3396.4912       -13407.465        24983.219       -1015.6989        122.25426
               -1              -18                7         228.9012       -4094.3987       -14154.788        14430.605       -1060.3447        422.01141
                0              -18                7       -373.51166       -3240.6199        -15500.55        3126.2542       -1009.2373        926.97083
                1              -18                7       -305.48376       -1022.9326       -17203.773       -6898.5088       -1030.1458        344.68481
                2              -18                7        -294.7666        196.11865           -18781       -16330.156       -1081.5894       -52.749268
                3              -18                7       -322.87091        1055.7417       -20435.771       -25377.281       -1098.1575       -196.06006
                4              -18                7       -389.79626        1555.9358         -22168.1       -34039.867       -1079.8485       -85.246094
                5              -18                7       -495.54285        1696.7034       -23977.977       -42317.938       -1026.6628        279.69067
                6              -18                7       -640.11017        1478.0436         -25865.4       -50211.477        -938.6004        898.74963
                7              -18                7       -823.49902        899.95502       -27830.379         -57720.5       -815.66125         1771.934
                8              -18                7        -929.6076        786.71387       -29998.049       -63739.871       -587.55389        2490.8687
                9              -18                7       -805.56818        1365.5988       -31910.895         -65733.5       -592.50336        2538.5313
               10              -18                7       -785.64465        1033.7267       -33339.832       -67757.766       -792.54407        2983.4539
               11              -18                7       -766.92352        762.77759       -34705.727        -69662.93       -933.51282        3365.2971
               12              -18                7       -752.41614        579.88037       -36014.754       -71438.125       -1004.0788        3654.4897
               13              -18                7       -855.02747        1222.8046       -37484.348       -72735.719       -669.74811        2976.8767
               14              -18                7       -802.57263        839.51233        -39145.75       -72763.656       -552.52142        2504.0764
               15              -18                7       -754.67773        565.69958       -40741.266       -72649.281       -367.95056        1885.7555
               16              -18                7       -711.44922        401.97028        -42270.75       -72393.289       -115.87927        1121.7612
               17              -18                7       -672.88684        348.32397       -43734.195       -71995.648        203.69228        212.09409
               18              -18                7       -638.99091        404.76093       -45131.613       -71456.398        590.76428        -843.2464
              -18              -17                7        2607.1528        860.40265       -18549.842        83469.344        1259.4302       -1014.5945
              -17              -17                7        2608.0647        978.40973       -17516.074        84117.172        761.28033       -1724.8152
              -16              -17                7        2617.6968        1105.6935       -16494.588        84432.523        317.15491       -2358.8154
              -15              -17                7        2636.0491        1242.2539       -15485.375        84415.398       -72.946182       -2916.5955
              -14              -17                7        2493.4219        888.73669       -14724.428        83800.703       -560.63599          -3457.8
              -13              -17                7        2200.5789       -150.90074       -14200.926        82750.336       -1198.1239       -4136.0586
              -12              -17                7        1914.4841       -1486.9407       -13697.902          81555.5       -1864.7681       -4946.0854
              -11              -17                7        1874.8864       -1940.3369       -13370.844        79904.906       -2165.8599       -5065.1128
              -10              -17                7        1890.3776       -2038.2307       -13110.227        77983.969       -2295.3005       -4883.6201
               -9              -17                7        1896.1633       -2051.1179       -12875.728          75869.5       -2345.6682       -4592.9961
               -8              -17                7        2008.4094       -3662.3408       -11762.985        72525.211       -2710.9768       -4752.4385
               -7              -17                7        1843.8407       -5715.7314       -11073.393        67706.523       -3135.7773       -4524.1196
               -6              -17                7        1444.4828       -6777.1489       -11058.445        60905.559       -3255.6467        -3953.595
               -5              -17                7        1131.3087       -8021.7432       -11202.646        53313.906       -3429.3965       -3552.2292
               -4              -17                7        904.31982       -9449.5117       -11505.992        44931.559       -3657.0259       -3320.0259
               -3              -17                7         763.5144       -11060.455       -11968.484        35758.527       -3938.5347       -3256.9807
               -2              -17                7        408.55707       -12119.885       -12796.274        25721.393       -3984.7297       -1612.4247
               -1              -17                7        4.5713501       -12478.295       -13831.033        14439.967       -3870.6792        524.34039
                0              -17                7       -1370.3872       -12583.608       -15338.095        2631.8115        -3650.741         3816.259
                1              -17                7       -1406.0284        -10077.32       -16976.387       -7583.0264       -3542.8049        3640.2891
                2              -17                7       -1487.2449       -8267.5303         -18574.5       -17326.789       -3449.1443        3677.4824
                3              -17                7       -1607.2825       -6817.1689       -20250.164        -26686.02       -3320.6074        3968.8003
                4              -17                7       -1766.1409       -5726.2319       -22003.375       -35660.727       -3157.1931        4514.2393
                5              -17                7       -1963.8209       -4994.7266       -23834.141       -44250.906       -2958.9028        5313.8027
