           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -2508.4233        5928.5742       -2283.9451        5840.7539        20468.367        85157.195
              -17              -18                7       -1863.2375        8910.5166       -2814.2292        5734.3643        19994.016        86652.938
              -16              -18                7       -1228.7975        11809.545        -3371.541        5839.5166         19549.34        88069.969
              -15              -18                7        -605.1037        14625.655       -3955.8789          6156.21        19134.334        89408.289
              -14              -18                7        7.8443222        17358.852       -4567.2441        6684.4453        18749.002        90667.883
              -13              -18                7        618.73358        20244.529       -5106.8623        7785.9688        18451.455        90842.914
              -12              -18                7         1241.377        22502.031       -5553.0767         8689.085        18149.844        89661.578
              -11              -18                7        1863.2548        24039.984       -5997.2188        8948.0791        17762.988         88104.25
              -10              -18                7        2467.3787        25433.438       -6451.0083        9056.4688        17348.584        86404.461
               -9              -18                7        3053.7483        26682.387       -6914.4468         9014.252        16906.625        84562.227
               -8              -18                7        3464.2192        26860.045       -7634.1143        11017.453        16056.622         85480.75
               -7              -18                7        3923.1509        25229.998       -8861.5869        11654.767        15321.523        85279.391
               -6              -18                7        4226.8325        23319.051        -9943.334        11932.065        14575.951        85138.352
               -5              -18                7        4375.2622        21127.207       -10879.354        11849.351        13819.902        85057.641
               -4              -18                7        4368.4409        18654.463       -11669.648        11406.624        13053.379        85037.234
               -3              -18                7        4206.3687         15900.82       -12314.216        10603.881        12276.381        85077.172
               -2              -18                7        3889.0464        12866.279       -12813.057         9441.126        11488.906         85177.43
               -1              -18                7         3488.689         9180.041       -13189.398        8853.8291        10759.863        84643.859
                0              -18                7        2980.3088        4061.4714       -13300.335        9174.8242        9869.2705        84371.094
                1              -18                7        2224.4287        703.53711       -13093.683        9086.2637          8906.21        84788.578
                2              -18                7        1508.0509       -2640.1787       -12692.319        9321.3086        8002.4917        85377.063
                3              -18                7        847.96497       -5965.8857       -12177.271        9552.5566        7145.5181        86024.914
                4              -18                7        244.17108        -9273.582       -11548.534        9780.0146        6335.2886        86732.063
                5              -18                7       -303.33185       -12563.274       -10806.113        10003.676        5571.8022         87498.57
                6              -18                7        -794.5426       -15834.956       -9950.0049        10223.534        4855.0596        88324.391
                7              -18                7       -1229.4622       -19088.631       -8980.2109        10439.603         4185.061        89209.539
                8              -18                7       -1638.3462       -21858.012        -8042.665        9136.7627        3564.6653        89842.438
                9              -18                7       -2009.3479        -21150.73       -7522.0181        7036.6982        3180.6729        89717.656
               10              -18                7       -2301.8032       -19460.883       -7021.0088        7214.5806        2887.3638        89923.102
               11              -18                7       -2581.8193       -17709.436       -6574.4854        7258.9424        2582.9683        90230.531
               12              -18                7       -2853.6287       -15868.703       -6185.9526        7165.2021         2257.551         90653.32
               13              -18                7       -3263.5371        -12943.91       -5952.0112         6780.334        1600.0271        91574.367
               14              -18                7       -3399.5688         -10396.1       -5416.7627        6719.6035        922.68414        90632.844
               15              -18                7       -3534.6924       -7701.7666       -4933.6973        6570.7412        254.00433        89743.914
               16              -18                7       -3669.0769       -4860.5503       -4503.0205        6333.4795       -406.00024        88908.734
               17              -18                7       -3802.7217       -1872.4504       -4124.7324        6007.8184       -1057.3286        88127.297
               18              -18                7       -3935.6277         1262.532       -3798.8342        5593.7583       -1699.9813        87399.625
              -18              -17                7       -2955.4519        6298.6802       -1720.5552        8886.7744        20034.945        86218.789
              -17              -17                7       -2310.8059         9492.083       -2249.7639        8987.0684        19558.477        87531.461
              -16              -17                7        -1676.906        12602.568       -2805.9993        9298.9023        19111.676        88765.406
              -15              -17                7       -1053.7518        15630.141       -3389.2617        9822.2803        18694.547        89920.633
              -14              -17                7       -425.40512        18894.801         -3911.04        10997.547        18373.279        89947.211
              -13              -17                7        199.83017        22318.119       -4361.9473        12739.357        18142.635        88852.016
              -12              -17                7        804.90222        25585.703       -4819.0991         14622.22        17941.066        87587.281
              -11              -17                7        1420.2815        27394.674       -5263.4907         15272.42        17621.414        86068.844
              -10              -17                7        2025.6733         28715.17       -5712.1758        15440.949        17241.387        84382.984
               -9              -17                7        2613.3115         29891.17       -6170.5098        15458.874        16833.813         82554.68
               -8              -17                7        2915.9304        30660.434       -6739.6636        20704.051        15924.236        85021.281
               -7              -17                7        3295.6692        29960.645       -7553.2192        24997.311        15076.854        87040.086
               -6              -17                7         3650.408        27727.539       -8545.0068        26267.797         14348.94        86578.516
               -5              -17                7         3849.896        25213.529       -9391.0684         27178.27        13610.553        86177.281
               -4              -17                7        3894.1328        22418.629       -10091.402         27728.73        12861.689        85836.359
               -3              -17                7        3783.1189        19342.822       -10646.012        27919.176         12102.35        85555.773
               -2              -17                7        3690.0818        15536.242       -11232.224        28654.836        11536.496        81487.117
               -1              -17                7        3548.9902        10253.151       -11560.625        30066.664         10856.25        78864.938
                0              -17                7        3458.8633        2444.0938       -11757.412        30055.488        9953.3604        78858.141
                1              -17                7         2718.478       -1324.7095       -11519.959        29149.141        8953.5234        79462.188
                2              -17                7        2031.7922       -5026.9019       -11141.461        28542.629        8014.8335        80252.297
                3              -17                7        1401.3986       -8711.0879       -10649.277        27932.316        7122.8877        81101.734
                4              -17                7        827.29626       -12377.265       -10043.409        27318.205        6277.6855        82010.508
                5              -17                7        309.48563       -16025.436       -9323.8535        26700.305        5479.2271        82978.602
                6              -17                7       -152.03342       -19655.596       -8490.6133          26078.6        4727.5117        84006.039
                7              -17                7       -557.26105       -23267.752        -7543.686        25453.107        4022.5405        85092.789
                8              -17                7        -1101.989       -24659.082       -7050.9551         18107.83        3321.3135        85800.469
                9              -17                7       -1598.5144       -24534.844       -6609.5874        12764.413         2796.915        86065.398
               10              -17                7       -1913.3838       -22836.918       -6155.2129        12899.824        2481.7573        86420.242
               11              -17                7       -2215.8137       -21077.393       -5755.3247        12901.714        2155.5137        86877.063
               12              -17                7       -2626.2256       -18438.568       -5513.1846        12452.496        1570.3048        87918.742
               13              -17                7       -3076.6389       -15321.548       -5326.9263        11776.031        916.11206        89113.492
               14              -17                7       -3539.7644       -11904.981       -5168.3535        10949.191        254.61896        90334.422
               15              -17                7       -3745.4839       -8901.4336       -4756.0601         10490.63       -413.41278        89803.102
               16              -17                7        -3920.374       -5824.3843       -4362.8281        9999.5938       -1073.4993        89121.477
               17              -17                7       -4094.5249       -2600.4521       -4021.9856        9420.1582       -1724.9097        88493.617
               18              -17                7       -4267.9365        770.36328       -3733.5317        8752.3223       -2367.6443        87919.484
              -18              -16                7       -3431.9294        6569.1089       -1163.2759        11712.841        19600.873        87493.188
              -17              -16                7       -2787.8232        9973.9717       -1691.4083        12019.818        19122.277        88622.781
              -16              -16                7       -2154.4631        13295.916       -2246.5681        12538.336        18673.355        89673.633
              -15              -16                7       -1508.7012        16939.072       -2750.4504        13786.892        18328.316        89552.031
              -14              -16                7       -859.22748        20821.203       -3192.5166        15677.387        18081.756        88262.055
              -13              -16                7       -229.91789         24547.59       -3640.8276         17708.93         17864.27        86802.547
              -12              -16                7        379.22766        28118.236       -4095.3818        19881.527        17675.855        85173.484
              -11              -16                7        969.33813         31470.93       -4555.4023        22131.162        17510.773        83383.609
              -10              -16                7        1575.9979        32718.471       -4998.9834         22359.83        17165.129        81711.672
               -9              -16                7        2137.5166        33828.496       -5470.5762        23066.375        16753.719        80215.523
               -8              -16                7        2438.4822        34736.855       -6112.3828        30622.307        15946.531        82849.055
               -7              -16                7        2759.7664        35273.414       -6734.2314         39764.73        15111.068        87549.977
               -6              -16                7        3125.0332        33623.949       -7523.3936        44601.238        14352.237        89032.742
               -5              -16                7        3375.5796        30787.785       -8279.4941        46504.902        13631.508        88310.977
               -4              -16                7        3557.0176        27524.148       -8924.5791        47858.781        13042.995        84743.117
               -3              -16                7        3696.8354        23468.998       -9473.1426        49101.887        12520.132        78660.688
               -2              -16                7        3709.2498        18657.031       -9891.8164        50598.301        11881.518         73399.25
               -1              -16                7        3725.7896        11457.475       -9957.8633         52003.82        11041.447        71698.516
                0              -16                7        3785.8257        2637.0342       -9940.1348        53341.133        10095.496         71561.75
                1              -16                7        3326.0139       -4266.7842       -9991.1992        51068.668        9067.9746        72248.078
                2              -16                7          2669.02        -8327.458       -9635.5664        49620.598        8094.3115        73239.781
                3              -16                7        2068.3184       -12370.124        -9166.251        48168.723        7167.3936        74290.836
                4              -16                7        1523.9081       -16394.781        -8583.248        46713.051        6287.2188        75401.203
                5              -16                7        1035.7893        -20401.43       -7886.5586        45253.586        5453.7876        76570.906
                6              -16                7        603.96252       -24390.068       -7076.1841        43790.324        4667.1001        77799.953
                7              -16                7        62.386276       -26971.953       -6473.4297        37130.898        3835.1531        79529.906
                8              -16                7        -561.7027       -27914.537       -6064.6543        28109.012        3062.6626        81123.172
                9              -16                7       -1180.3121       -27849.375       -5688.4443        19925.748        2418.7119        82217.609
               10              -16                7       -1555.8723       -26289.236       -5291.0181        18916.705        2048.2578        82770.883
               11              -16                7       -1964.4667       -23951.904       -5025.8628        18514.582        1535.3422        83832.406
               12              -16                7       -2442.6743       -20942.201       -4859.6025        17696.887        891.78076         85274.75
               13              -16                7        -2933.593       -17632.955       -4721.0278        16728.822        240.91904        86743.242
               14              -16                7       -3437.2241       -14024.162       -4610.1387        15610.383       -417.24316        88237.898
               15              -16                7       -3953.5669       -10115.823       -4526.9336        14341.577       -1082.7067        89758.703
               16              -16                7       -4231.8486       -6632.7813       -4234.3984        13464.245       -1744.1469        89656.133
               17              -16                7       -4446.5049       -3173.0166       -3931.0005        12631.035       -2395.6394         89181.82
               18              -16                7       -4660.4224        433.63147       -3679.9915        11709.426       -3038.4561         88761.25
              -18              -15                7       -3937.8555        6739.8608       -612.10681        14318.953        19166.143        88980.406
              -17              -15                7       -3294.2893        10356.182       -1139.1636        14832.612        18685.426        89926.914
              -16              -15                7       -2631.1528         14377.35       -1625.0927        16154.007        18316.572        89657.359
              -15              -15                7       -1957.4415        18718.285       -2058.3181        18193.186         18054.09        88172.609
              -14              -15                7       -1303.8947         22903.48       -2497.7876        20373.414        17820.686         86518.32
              -13              -15                7       -670.51093        26932.936       -2943.5015        22694.693        17616.354        84694.484
              -12              -15                7       -57.291695        30806.648       -3395.4592        25157.023        17441.096        82701.125
              -11              -15                7        535.76404        34524.625       -3853.6611        27760.406        17294.914        80538.219
              -10              -15                7        1118.3521         37443.34       -4311.4307        29813.115        17119.805        78390.531
               -9              -15                7         1639.916        38550.219        -4825.376        32042.904         16705.09        77366.016
               -8              -15                7        1956.5511        39607.102       -5532.8438         41632.68        16029.084        79960.227
               -7              -15                7        2293.5044        40292.176       -6220.3535        52808.953        15324.806        84621.805
               -6              -15                7        2650.7769        40605.445       -6887.9053        65571.703        14592.254        91350.781
               -5              -15                7         3143.635        37478.184       -7500.2344        68279.188        14215.806        83596.203
               -4              -15                7        3500.7021        33197.109       -7994.6104        69968.898        13711.442        75907.766
               -3              -15                7        3730.3655        28159.223       -8359.0957        71911.945        13091.327        69040.313
               -2              -15                7        3832.6252        22364.525       -8593.6914         74108.32        12355.463        62993.871
               -1              -15                7        3979.1274        12788.293       -8498.3164        75128.813        11357.357        62662.977
                0              -15                7        4162.2041        3150.7207       -8340.7295        78166.828        10402.422        62030.184
                1              -15                7        3996.6052       -7833.4409       -8515.4873        73724.844        9232.1133        63121.629
                2              -15                7        3419.7351       -12541.838       -8174.6372        72555.211        8240.9277        64339.547
                3              -15                7        2848.7249       -16942.982       -7728.1865        70261.766        7279.0361        65592.188
