           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -8477.8184       -10891.344       -8340.0566       -10332.444        1253.6877       -1615.7814
              -17              -18                7       -8928.2793       -10932.945       -5824.4697       -14343.094        1259.5625       -3057.5288
              -16              -18                7       -9285.5127       -11086.841       -3261.8975       -18634.172        1158.2529       -4150.4277
              -15              -18                7       -9549.5166       -11353.029       -652.34094       -23205.674        949.75989        -4894.479
              -14              -18                7        -9720.291       -11731.512        2004.2018       -28057.604        634.08234       -5289.6821
              -13              -18                7       -9898.0234       -12184.717        4540.7773       -32900.563        339.89899        -4538.145
              -12              -18                7       -9908.7568       -12197.233        7069.7095       -37204.563        197.45074        -2806.145
              -11              -18                7       -9692.9082       -11871.145         9715.333        -41122.68        158.78662       -1020.8547
              -10              -18                7         -9382.25        -11606.08        12362.423       -44949.141        157.27768        834.09192
               -9              -18                7       -8976.7793       -11402.038        15010.979       -48683.926        192.92429        2758.6963
               -8              -18                7       -8607.9775       -10903.415        17325.035        -54836.59        551.11121        813.38196
               -7              -18                7       -8086.1738        -9133.833        20629.742        -62284.34        669.52625        1010.3634
               -6              -18                7       -7326.9971       -7696.7559        23575.004       -68529.422        761.67957        1213.4231
               -5              -18                7       -6330.4482       -6592.1851        26160.824        -73571.82        827.57141        1422.5614
               -4              -18                7       -5096.5273       -5820.1191        28387.195       -77411.547        867.20264        1637.7787
               -3              -18                7       -3625.2339       -5380.5601        30254.129       -80048.594         880.5719        1859.0754
               -2              -18                7       -1916.5674       -5273.5059        31761.617       -81482.984         867.6803        2086.4502
               -1              -18                7       -99.643692       -4874.7935        33041.336       -82850.969        709.00769        3277.8071
                0              -18                7        1675.9775       -3016.1472        33667.617       -83642.344        704.07007        3486.3997
                1              -18                7        3388.7305       -2618.6917         33495.57       -82179.547        886.44452         2551.407
                2              -18                7        5039.3154       -2131.8628        32796.113       -79846.609        971.46069        1651.6572
                3              -18                7        6542.1025       -1351.4396        31811.889       -76828.938        961.29559        904.91772
                4              -18                7        7897.0942       -277.42285        30542.891       -73126.547        855.95081        311.19019
                5              -18                7        9104.2891        1090.1892        28989.129       -68739.414        655.42426       -129.52783
                6              -18                7        10163.687         2751.394        27150.592       -63667.559        359.71738       -417.23499
                7              -18                7        11075.291        4706.1953        25027.287       -57910.965       -31.170742       -551.93225
                8              -18                7        11834.513        6707.2979        23012.316       -50950.258       -520.29193       -336.50574
                9              -18                7         12396.56        6666.9883        22011.523       -44975.531       -947.53992        122.87013
               10              -18                7        12845.076         6118.438        20967.258       -40614.988       -1300.1831        126.07605
               11              -18                7        13252.502        5701.7227        20013.141       -36180.832        -1638.309        31.032654
               12              -18                7        13620.494        5401.7656        19155.883       -31677.152       -1945.6899       -196.93933
               13              -18                7        14052.724        4655.2632        18595.025       -27199.555       -1699.4637        -1537.198
               14              -18                7        13989.605         4039.127        17338.947       -21898.598       -1285.8911       -1246.6948
               15              -18                7         13929.71        3476.1021         16187.27       -16691.514       -893.37933       -831.38672
               16              -18                7        13873.355        2966.1133        15140.459       -11578.781       -522.02502       -292.18484
               17              -18                7        13820.539        2509.1599         14198.52       -6560.4072        -171.8284        370.91016
               18              -18                7        13771.266        2105.2434         13361.45       -1636.3883        157.21068        1157.8987
              -18              -17                7       -5902.4277        -15121.62       -8807.8398        -10643.18        1240.3093       -2581.4871
              -17              -17                7       -6383.0859        -15288.27        -6315.936       -14781.145        1291.4629       -3941.2969
              -16              -17                7       -6770.5137       -15567.213       -3777.0476       -19199.537        1235.4329       -4952.2593
              -15              -17                7       -7064.7124        -15958.45        -1191.174       -23898.354        1072.2191        -5614.373
              -14              -17                7       -7378.1807       -16463.207        1292.1306       -28705.672        918.74377       -5061.4736
              -13              -17                7       -7698.0586       -17064.643        3636.0063       -33498.375        794.94281       -3367.0356
              -12              -17                7        -7918.481       -17756.305        5964.1035       -38393.023        601.33325       -1338.0933
              -11              -17                7       -7814.7227       -17559.004        8497.4648       -42491.262          505.565        595.48975
              -10              -17                7       -7556.5439       -17168.135        11088.657       -46281.633        479.92133        2513.2112
               -9              -17                7       -7203.5547       -16838.285        13681.316       -49980.332        491.43256        4500.5894
               -8              -17                7       -6866.3477       -17114.387        15171.955       -57518.797        985.30011        572.84863
               -7              -17                7       -6399.0435       -16253.781        17139.992       -65354.008        1412.1631       -2216.8479
               -6              -17                7       -5710.4668       -14368.056        19798.186       -71818.281        1562.2537       -1733.7783
               -5              -17                7       -4784.5176       -12814.834        22096.939       -77079.891        1686.0825       -1244.6296
               -4              -17                7       -3621.1963       -11594.122        24036.244       -81138.813        1783.6512       -749.40356
               -3              -17                7       -2220.5024       -10705.913        25616.111        -83995.07        1854.9578       -248.09668
               -2              -17                7       -810.56744       -9061.3818        27728.512       -88122.656        1561.4324        4552.6772
               -1              -17                7         656.7865        -6255.833        29242.754       -91483.305        1233.5383        7850.4717
                0              -17                7        1922.1761       -692.47534        30158.793       -92786.453        1213.9006        7958.8569
                1              -17                7        3600.3589        175.35205        29949.383       -90581.242        1350.4309        6923.0264
                2              -17                7        5161.3296        1219.8455        29341.467       -87758.734        1387.7123        5944.2534
                3              -17                7        6574.5039        2557.9333        28448.777       -84251.492        1329.8132        5118.4927
                4              -17                7        7839.8818        4189.6138        27271.322       -80059.531        1176.7329        4445.7373
                5              -17                7        8957.4629        6114.8901        25809.098       -75182.828        928.47253        3925.9976
                6              -17                7         9927.249        8333.7598        24062.102       -69621.391        585.03107        3559.2661
                7              -17                7        10749.237        10846.222        22030.334       -63375.238         146.4088        3345.5437
                8              -17                7        11418.797        12364.305        21198.172       -53674.688       -366.20569        3203.3301
                9              -17                7        12062.606         12737.98        20386.244       -45453.621       -837.42004        3411.0103
               10              -17                7        12514.506        12258.528         19420.98       -41187.352       -1181.7542        3243.0688
               11              -17                7        12925.314        11910.913        18545.863       -36847.477       -1511.5723        2976.8782
               12              -17                7        13352.104        11236.968        17939.596       -32379.918        -1410.863        1621.4137
               13              -17                7        13842.097        10427.126        17447.219       -27767.643       -1172.5631        120.64709
               14              -17                7        14391.107        9577.7061        17022.291       -23017.666       -897.34454       -1258.5128
               15              -17                7        14464.863        8848.4893        16021.293       -17708.275       -516.60516       -1068.3821
               16              -17                7        14484.122        8185.7764         15049.93       -12433.321       -146.23572       -589.51978
               17              -17                7        14506.921        7576.0991        14183.438       -7252.7251        202.97604        13.235931
               18              -17                7         14533.26        7019.4575        13421.814       -2166.4841        531.03015        739.88513
              -18              -16                7        -3293.689       -19367.092       -9186.7637       -10926.942        1149.4463         -3550.49
              -17              -16                7       -3804.5413       -19658.789        -6718.542       -15192.222        1245.8789       -4828.3623
              -16              -16                7        -4222.166       -20062.777       -4203.3374        -19737.93        1235.1284       -5757.3872
              -15              -16                7       -4671.2979       -20618.867       -1773.4032       -24508.943        1222.4277       -5403.5254
              -14              -16                7       -5138.8828        -21307.66        532.47522       -29373.539        1229.1038       -3840.0305
              -13              -16                7       -5507.0112       -22086.678         2822.572       -34340.078        1165.9727       -1942.0314
              -12              -16                7       -5775.6807        -22955.93        5096.8887       -39408.566        1033.0341        290.47339
              -11              -16                7       -5936.3228       -23867.568        7364.1729       -44535.258        835.45801        2833.2893
              -10              -16                7        -5730.624       -23350.889        9899.4678       -48289.539        785.67914        4813.7852
               -9              -16                7       -5438.2891       -22985.566        12343.543       -52462.453        804.35797        6407.2349
               -8              -16                7       -5112.9028       -23482.287        13672.691       -61871.367         1239.906        2599.9438
               -7              -16                7       -4661.7734       -23914.813        14593.499       -71948.297        1855.9178       -3101.2756
               -6              -16                7       -4045.0059       -22514.311        16357.924       -79762.727        2234.9053       -4880.9277
               -5              -16                7       -3189.6572       -20512.441        18369.605       -85243.539        2416.6714        -4111.771
               -4              -16                7       -2206.2178       -18364.557        20410.475        -89959.57        2379.0933       -216.40979
               -3              -16                7       -1132.3662       -15619.574         22634.73        -94616.32        2143.8074        6315.2588
               -2              -16                7        139.73727       -12649.403        24665.951       -98976.031        1932.2754        11855.366
               -1              -16                7        1365.7926       -7516.3145        25517.523       -100861.93        1624.9324        13841.834
                0              -16                7        2423.4595       -574.67078        26068.379        -102424.1        1557.9189        14113.229
                1              -16                7        3838.0386        3779.6255        26694.762       -101105.24        1731.9226        13266.836
                2              -16                7        5309.3955        5381.7842        26178.379       -97793.156        1721.4697         12209.04
                3              -16                7         6632.957        7277.5352         25377.23       -93796.344        1615.8354        11304.254
                4              -16                7        7808.7207        9466.8809        24291.313       -89114.797        1415.0208        10552.479
                5              -16                7        8836.6885         11949.82        22920.625       -83748.531         1119.026        9953.7129
                6              -16                7        9716.8594        14726.354        21265.168       -77697.523         727.8501         9507.958
                7              -16                7        10396.354        17106.469        20168.801       -68267.805         246.8481        8439.0889
                8              -16                7        11050.292        18407.213        19500.602       -57533.023       -243.89194        7381.6738
                9              -16                7        11744.439        18813.709        18815.072       -47290.875       -728.85071        6862.0273
               10              -16                7         12233.97        18454.375         17961.02       -42302.313       -1084.4304        6534.6973
               11              -16                7        12669.316        17859.205        17298.254       -37919.273       -1129.0048        5282.7246
               12              -16                7        13158.058        17025.594        16806.916       -33310.016       -935.55005        3499.8398
               13              -16                7        13705.814         16152.41         16383.02       -28563.057       -705.17621        1838.5649
               14              -16                7        14312.589         15239.65        16026.571       -23678.398       -437.88373        298.89612
               15              -16                7        14978.377        14287.318        15737.565       -18656.037       -133.67229       -1119.1659
               16              -16                7        15197.234        13443.405        14982.238       -13294.225        225.23407       -1050.2666
               17              -16                7        15295.646        12681.006        14191.193       -7951.4043        573.46082       -507.85022
               18              -16                7        15397.597        11971.639        13505.016       -2702.9409        900.53009        158.45946
              -18              -15                7       -651.60144       -23627.752       -9476.8252        -11183.73        981.09845       -4522.7886
              -17              -15                7       -1192.6498       -24044.498       -7032.2891       -15576.328         1122.811       -5718.7251
              -16              -15                7       -1777.3748       -24651.699       -4655.8213       -20310.375        1250.9491       -5564.2998
              -15              -15                7       -2392.6653        -25427.85       -2387.9407       -25246.865         1388.103       -4131.7476
              -14              -15                7       -2908.4985       -26294.227       -135.84296       -30285.297          1455.45       -2364.6909
              -13              -15                7       -3324.8755       -27250.836        2100.4744       -35425.676        1452.9889       -263.12976
