           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        8157.0479       -13806.787       -8033.9365        14207.751        13.327744        184.04953
              -17              -18                7        7888.9355       -13359.049       -8027.2559        13374.338       -108.40135         549.0719
              -16              -18                7        7610.9717       -12739.318       -8085.5015        12519.037       -270.54242        999.24054
              -15              -18                7        7323.1538       -11947.593       -8208.6729        11641.842        -473.0954        1534.5549
              -14              -18                7        7025.4834       -10983.872       -8396.7715        10742.757       -716.06049        2155.0154
              -13              -18                7        6797.6768       -9765.8262       -8685.2217        9820.2588       -910.74341        2540.1399
              -12              -18                7        6747.6309       -8511.7695       -8956.5654        9031.5879       -1000.3854        2421.9282
              -11              -18                7        6801.5313       -7410.6338       -9177.9629         8353.042       -1086.8751        2138.9866
              -10              -18                7        6858.7417       -6290.3867       -9401.2295        7638.6172       -1192.5737         1822.123
               -9              -18                7        6919.2627       -5151.0283       -9626.3623        6888.3149       -1317.4803        1471.3367
               -8              -18                7        6670.5986        -4200.333       -9278.6787        6508.9063       -1124.0709        1788.9564
               -7              -18                7        6453.6343       -2634.4109       -8372.2363        5074.4199       -1226.3674        2405.7437
               -6              -18                7        6249.9268       -1271.4043       -7680.6445         3705.981        -1282.037        2876.3572
               -5              -18                7        6059.4785       -111.31282       -7203.9043        2403.5903       -1291.0792        3200.7964
               -4              -18                7        5882.2871        845.86395       -6942.0142        1167.2473        -1253.494        3379.0593
               -3              -18                7        5718.3564        1600.1259       -6894.9746       -3.0496826       -1169.2819        3411.1494
               -2              -18                7        5567.6826        2151.4731       -7062.7861       -1107.2985       -1038.4423        3297.0642
               -1              -18                7        5480.9966         2835.144        -7261.502       -1868.1334        -926.3111        2645.2234
                0              -18                7        5515.2139        3409.7883       -6866.6875       -2789.3684       -813.88171        2929.3079
                1              -18                7        5269.9238        3905.8682       -6508.9268       -3429.9797       -650.69458         3311.114
                2              -18                7        5034.9019        4272.4766       -6323.6094       -4101.4619        -479.9765        3627.4688
                3              -18                7        4769.8262        4664.7627       -6136.2749        -4883.126       -348.46509        3983.7915
                4              -18                7        4474.6953        5082.7246       -5946.9224       -5774.9712        -256.1604        4380.0835
                5              -18                7        4149.5098        5526.3652       -5755.5513        -6777.001       -203.06241        4816.3457
                6              -18                7        3794.2695        5995.6812       -5562.1616       -7889.2109       -189.17134        5292.5762
                7              -18                7        3408.9753        6490.6753       -5366.7554       -9111.6064       -214.48685        5808.7769
                8              -18                7        2939.9121        7019.7798       -5038.6216       -10989.776       -334.64069        6018.9385
                9              -18                7         2482.832         8081.603       -4462.0566       -12424.649       -380.36676        5345.1318
               10              -18                7        2147.8799        9195.4902        -4005.333       -12584.532       -293.14655        4955.1851
               11              -18                7        1807.8821        10172.576       -3557.5056       -12784.358       -213.62735        4622.7754
               12              -18                7        1461.4745        11018.024       -3117.4243       -13007.089       -143.94098        4367.5376
               13              -18                7         1075.828         11937.64       -2652.5083       -12781.866       -143.82362        4758.2827
               14              -18                7        827.53943        12836.156         -2110.46       -13414.201       -59.583496        3693.9927
               15              -18                7        575.80908        13660.076       -1608.6382       -14047.058       -6.2022681         2572.449
               16              -18                7        320.55695        14409.371       -1147.1067        -14679.97        16.261829        1394.5029
               17              -18                7        61.783417        15084.041       -725.86584       -15312.936        7.8087649        160.15466
               18              -18                7       -200.51167        15684.086       -344.91528       -15945.954       -31.561438       -1130.5957
              -18              -17                7        8178.9854       -13136.439       -7770.3267        13562.432        123.59633        -149.1757
              -17              -17                7         7913.502       -12694.963        -7765.626        12737.847        2.9554529        220.61507
              -16              -17                7         7638.166       -12081.494       -7825.8506        11891.373       -158.09738        675.55188
              -15              -17                7        7352.9761       -11296.031       -7951.0015        11023.005        -359.5621        1215.6346
              -14              -17                7        7130.9976       -10274.056       -8191.3037        10106.999       -543.82123        1630.9402
              -13              -17                7        6945.2578       -8953.1221       -8490.8574        9114.9102       -667.67035        1782.0808
              -12              -17                7        6721.0986       -7371.8228       -8786.5039        8061.0225       -769.55487        1814.8384
              -11              -17                7        6672.3389       -6049.4795        -8996.917        7256.5479        -837.4093        1561.3301
              -10              -17                7        6678.8027       -4819.5381       -9187.1973        6495.3789       -917.00958        1220.9304
               -9              -17                7        6688.5762       -3570.4851       -9379.3477        5698.3325       -1015.8185        846.60846
               -8              -17                7        6268.1309       -2456.2834        -9252.877        6377.5259       -456.38162         1091.874
               -7              -17                7        5894.7773        -1137.761        -8995.293        6748.3779       -6.5247383        1806.8589
               -6              -17                7        5687.9575        158.94214       -8495.9941        5660.9233        60.079269        2256.2271
               -5              -17                7        5494.3955        1252.7308       -8211.5459        4639.5156        173.31035        2559.4214
               -4              -17                7        5314.0918        2143.6047       -8141.9487         3684.157        333.16913        2716.4395
               -3              -17                7        5147.0469        2831.5632       -8287.2012        2794.8442        539.65472        2727.2842
               -2              -17                7        5210.2495        4614.7832       -7949.1768        1874.6636        493.99481        992.02911
               -1              -17                7         5326.791        5676.5723       -7668.3926        1629.3008        506.08182       -68.551392
                0              -17                7        5553.3682        4989.7998       -7088.1479        2037.1381        485.92792        233.70573
                1              -17                7        5358.0464        5115.2349       -6779.6719        1136.5098        567.92578        637.69336
                2              -17                7        5149.0029        5213.8555       -6550.4385        295.94434        640.95587        1040.1401
                3              -17                7        4909.9053        5338.1523       -6319.1865       -654.80615        674.77942        1482.5557
                4              -17                7        4640.7534         5488.127       -6085.9165       -1715.7388        669.39587        1964.9421
                5              -17                7        4341.5464        5663.7773       -5850.6289       -2886.8518        624.80603        2487.2954
                6              -17                7        4012.2849        5865.1055       -5613.3228       -4168.1484        541.00903        3049.6194
                7              -17                7         3652.969        6092.1113        -5373.999       -5559.6289        418.00562        3651.9124
                8              -17                7        3009.7224        6360.2456       -4679.8818        -9767.875        2.9830062        3540.1733
                9              -17                7        2400.5247        7291.6875       -4022.8857       -12896.316       -222.84132        3056.8999
               10              -17                7        2046.0024        8309.0342       -3574.6846       -12925.113        -153.5257        2802.2839
               11              -17                7        1686.4338        9189.5791       -3135.3809       -12993.858       -91.911186        2605.2056
               12              -17                7        1275.2305        10139.188       -2685.9238       -12769.102       -86.844009        3043.2371
               13              -17                7        865.16241        11078.283       -2247.1501       -12617.606       -88.586487        3594.7319
               14              -17                7        469.70175        11964.244       -1824.4879       -12634.591       -83.629517        4107.2715
               15              -17                7        198.60266        12840.286       -1337.7714       -13285.345       -36.370583        3260.3455
               16              -17                7       -62.584656        13647.727         -880.974       -13997.783       -14.048088        2207.4448
               17              -17                7       -327.29346        14380.544       -464.46725       -14710.277        -22.64278        1098.1418
               18              -17                7       -595.52393        15038.734       -88.250809       -15422.824       -62.154617       -67.563324
              -18              -16                7         8266.293       -12409.899       -7487.3926        12853.886        266.28638       -619.71838
              -17              -16                7        8003.4385       -11974.688       -7484.6709        12038.131        146.73372       -245.15912
              -16              -16                7          7730.73        -11367.48        -7546.875         11200.48       -13.230888        214.54601
              -15              -16                7        7514.6143       -10541.477       -7738.9424        10291.105       -186.89105        659.41077
              -14              -16                7        7328.9824       -9432.7578       -8004.3184        9283.0537       -328.70953        941.70654
              -13              -16                7        7104.9312       -8063.6738       -8265.7852        8213.2041       -448.56314        1105.6185
              -12              -16                7          6842.46       -6434.2222       -8523.3457        7081.5527       -546.45184        1151.1464
              -11              -16                7        6550.0059       -4565.5684       -8774.0566        5901.4863       -621.70721        1071.6216
              -10              -16                7        6505.7217       -3225.9324       -8931.3535        5093.5732       -675.20959        707.68689
               -9              -16                7         6425.918       -1841.9137       -9049.0313        4367.7368       -691.44824        319.06943
               -8              -16                7        5925.1572       -131.41217       -8948.0801        5455.7905       -9.6920319        428.21078
               -7              -16                7        5335.4272         1715.395       -9175.9541        7813.7671        970.19897        1312.7504
               -6              -16                7        4982.4082         3156.219       -9140.7988        8334.6885         1489.983        2044.7644
               -5              -16                7        4785.7324        4183.7046       -9048.6436        7594.2661        1725.4878        2326.7134
               -4              -16                7        4729.6021         5682.563        -8900.707        6498.3613        1833.7411        1332.8181
               -3              -16                7        4835.4238        7602.9253       -8503.9473        5489.1548         1797.277       -813.58704
               -2              -16                7        4969.7085        9180.4053       -8090.4551        5188.5879         1802.574        -2817.946
               -1              -16                7        5150.4224        9100.4023       -7888.0693        5599.3496         1839.696       -3057.2678
                0              -16                7        5348.9556        7853.2061        -7409.897        8105.3853        1822.3726       -3369.0559
                1              -16                7        5481.7476        6159.6226        -6855.084        7422.5083         1808.156       -3353.3999
                2              -16                7        5298.6826        5990.2544       -6581.9326        6412.8564        1783.4984       -2864.8613
                3              -16                7         5085.564        5846.5635       -6306.7646         5293.021        1719.6339       -2336.3528
                4              -16                7        4842.3901        5728.5493       -6029.5776        4063.0037        1616.5627       -1767.8745
                5              -16                7        4569.1621        5636.2119       -5750.3726        2722.8042        1474.2847       -1159.4282
                6              -16                7        4265.8794        5569.5518       -5469.1494         1272.422        1292.7998       -511.01178
                7              -16                7        3737.9731        5307.6528       -4929.8877       -2590.7017        828.35278        264.12851
                8              -16                7        3062.0066        5507.2412       -4245.5308       -7558.8154        322.48901         731.4021
                9              -16                7        2351.2151        6426.0947       -3567.8457       -12200.795       -49.908867        749.52332
               10              -16                7        1926.7999        7395.9023       -3095.8496       -12740.367       -47.740215        617.05713
               11              -16                7        1501.5603        8351.2236       -2657.8794       -12491.626         -37.0914        1032.1389
               12              -16                7        1052.4639        9362.9375       -2229.1372       -12245.381       -47.393112        1783.3408
               13              -16                7        617.97443        10321.515       -1816.5068       -12167.612       -50.995361        2495.5852
               14              -16                7         198.0921        11226.959       -1419.9871       -12258.323       -47.898174        3168.8755
               15              -16                7       -207.18341        12079.267       -1039.5781       -12517.513       -38.101563        3803.2092
               16              -16                7       -500.97784        12929.563       -607.37982       -13221.498       -20.134171        3184.6375
               17              -16                7       -771.62201        13720.523       -195.60718        -14013.52        -28.87048        2200.3799
               18              -16                7       -1045.7877        14436.861        175.87509       -14805.595       -68.523933        1159.7206
              -18              -15                7        8418.9697        -11627.17       -7185.1343        12082.115         441.3978       -1227.5775
              -17              -15                7        8158.7427        -11198.22       -7184.3921        11275.185        322.93338       -848.25012
              -16              -15                7        7948.5264       -10568.087       -7328.1406        10372.575        160.04675       -374.44757
              -15              -15                7        7763.0029        -9671.583       -7559.3359        9348.5625       0.25907898        39.002808
              -14              -15                7        7539.0596       -8514.7129        -7786.625         8262.748        -137.5636        334.06894
              -13              -15                7        7276.6973       -7097.4785       -8010.0068        7115.1357        -253.4216        510.75174
              -12              -15                7        6975.9146       -5419.8765       -8229.4805        5905.7227       -347.31464        569.05023
              -11              -15                7        6636.7134       -3481.9092       -8445.0479        4634.5107        -419.2431        508.96552
              -10              -15                7           6339.5       -1509.5698       -8633.6943        3433.2002       -467.17313        282.39166
               -9              -15                7        6146.7627        145.18439       -8667.0195         2924.554       -356.62732        -161.6308
               -8              -15                7        5589.3774        2464.6936        -8620.415        4367.0078        415.38617       -205.13629
               -7              -15                7         4943.022        4920.5093       -8902.6357        7079.3848        1485.5344         526.7569
               -6              -15                7        4207.6973        7512.6255       -9513.6807        11061.688        2853.8171        2034.0502
               -5              -15                7         4247.479        10057.784       -9215.8242        9875.5117        2947.5977       -437.26428
               -4              -15                7        4375.4995        11982.895       -8817.9316         8815.165        2949.1567       -2826.5283
               -3              -15                7        4531.9834        13565.129       -8403.3076        8463.4639         2992.478       -5073.7495
               -2              -15                7        4716.9302         14804.48       -7971.9507        8820.4004        3077.5603       -7178.9243
               -1              -15                7        4967.9229        13161.211       -7903.0532        10480.591        3120.6636        -7004.543
                0              -15                7        5172.4937        11633.205       -7503.3164        15122.867         3162.834       -8279.7949
                1              -15                7        5589.2031        7281.1196       -6739.8027        14775.168        2981.3877        -8502.291
                2              -15                7        5483.9424        6601.6743       -6418.0947        14249.277        2947.6509       -8087.5347
                3              -15                7        5296.8013        6189.9951       -6099.0088        12960.355        2786.0981       -7472.9326
                4              -15                7         5079.606        5803.9922       -5777.9053        11561.254        2585.3391       -6818.3628
                5              -15                7        4832.3564        5443.6665       -5454.7832         10051.97        2345.3733       -6123.8242
                6              -15                7        4441.0127        4871.2495       -5021.9136        6976.7505        1900.0696       -5029.2671
                7              -15                7        3786.3018        4306.3765       -4375.4053        1144.0054        1195.2405       -3493.7397
                8              -15                7        3096.7649        4460.7681       -3735.5698       -4362.6035        623.87695       -2407.3672
                9              -15                7        2372.4033        5334.4243        -3102.406       -9543.0771        185.97916       -1770.1494
               10              -15                7        1754.8175         6573.749       -2568.3757       -11949.444        5.4341068       -1275.0093
               11              -15                7        1266.6926        7658.0791       -2149.6653       -11608.445        -13.42676         -324.103
               12              -15                7        793.17468        8689.2754       -1747.0664       -11435.927        -25.58823        587.84882
               13              -15                7        334.26392         9667.335        -1360.578       -11431.884        -31.05022        1460.8433
               14              -15                7       -110.04001        10592.261       -990.20087       -11596.322        -29.81282        2294.8835
               15              -15                7       -539.73676        11464.053       -635.93469       -11929.239       -21.876015        3089.9685
               16              -15                7        -954.8266        12282.708       -297.77933       -12430.632       -7.2397766        3846.0974
               17              -15                7       -1271.2023        13103.985        80.714294       -13222.665       -10.874359        3466.8691
               18              -15                7       -1551.3032         13878.47        447.46246        -14094.27        -50.66943        2551.2549
              -18              -14                7        8637.0146       -10788.248       -6863.5513        11247.115        648.93054        -1972.754
              -17              -14                7        8432.7354       -10353.889        -6958.897        10351.411        496.99228       -1470.6355
              -16              -14                7        8247.3203       -9669.6006       -7155.9141        9311.4355        319.23547        -926.0304
              -15              -14                7        8023.4844       -8724.9453       -7349.0234        8209.6592         163.4435        -499.8092
              -14              -14                7        7761.2305       -7519.9248       -7538.2256         7046.084        29.616409       -191.97226
              -13              -14                7        7460.5566       -6054.5376        -7723.521         5820.708       -82.245987       -2.5187073
              -12              -14                7        7121.4619       -4328.7852       -7904.9087        4533.5322       -172.14331        68.550568
              -11              -14                7        6743.9492       -2342.6667       -8082.3911        3184.5581       -240.07605        21.236328
              -10              -14                7        6328.0166       -96.182373       -8255.9639         1773.783        -286.0437       -144.46219
               -9              -14                7        5874.8018        2403.5137       -8262.1426        1314.3298       -43.418365       -612.01208
               -8              -14                7          5260.79        5332.0308       -8269.8828        3111.1833        818.85266       -808.16382
               -7              -14                7        4557.8096        8396.8535       -8606.4502          6177.96        1979.2581        -228.9178
               -6              -14                7        4037.4321        13050.023       -8896.6484        9022.6416        3063.2529       -1713.3898
               -5              -14                7        3830.4768        17754.701       -8891.1289        11852.701        3949.6353       -5046.7993
               -4              -14                7        4009.1602        19341.684        -8475.373        11449.855        4030.9785        -7536.877
               -3              -14                7        4216.3057        20585.787       -8042.8843        11755.655         4154.085       -9884.9131
               -2              -14                7        4414.2979        20817.992       -7729.0537        12313.021        4099.8843       -11795.559
               -1              -14                7        4791.4043        18007.852       -7640.5254        16246.367        4376.0566        -11947.77
                0              -14                7        5022.6738        16319.963       -7299.7036        23118.797        4515.1885       -14462.619
                1              -14                7        5456.2393        10248.584        -6483.501        22508.252        3968.0366       -14462.498
                2              -14                7        5704.7793        7048.1157       -6058.9233        23805.211        4133.4141       -14627.883
                3              -14                7        5543.6172        6368.4473       -5695.9194        22347.207        3874.1738       -13927.191
                4              -14                7        5352.4009        5714.4565       -5330.8989        20779.016        3575.7263       -13186.525
                5              -14                7        5118.8428        5051.0391       -4955.9614         18934.49        3218.1353       -12340.013
                6              -14                7        4485.3857        3721.7019       -4347.3008        12237.114        2314.3396       -9736.2363
                7              -14                7        3817.1045        3111.6306       -3745.3137        5865.8745        1544.0104       -7581.6128
                8              -14                7        3113.9971         3220.825       -3149.9985       -179.23389        907.14685       -5876.1421
                9              -14                7        2383.4712        3492.6702       -2538.7524       -4777.0581        381.18036       -4409.1807
               10              -14                7        1703.7836        5217.8149       -1924.2043       -9367.2607        98.258331       -2522.1406
               11              -14                7        995.30255         7067.522       -1616.1659       -10439.533       -7.4080825       -1615.9409
               12              -14                7        497.36331        8118.2002       -1239.7095        -10340.74       -21.429314       -543.23987
               13              -14                7         14.03093        9115.7422       -879.36407       -10410.426       -28.751131        490.50598
               14              -14                7       -454.69446        10060.152       -535.12921       -10648.589       -29.373495        1485.2969
               15              -14                7       -908.81317        10951.426       -207.00578       -11055.231       -23.296425        2441.1323
               16              -14                7       -1348.3245        11789.563        105.00715       -11630.354       -10.519947        3358.0107
               17              -14                7       -1773.2286        12574.566        400.90881       -12373.951        8.9559212        4235.9341
               18              -14                7       -2112.0706        13363.559        726.51123       -13288.845       -8.5910559          4107.04
              -18              -13                7        8967.2393       -9898.8809       -6631.2109         10227.61        823.94507       -2629.1509
              -17              -13                7        8781.9316       -9426.8076       -6794.0498        9171.6729        628.21948       -1953.3926
              -16              -13                7        8558.2051       -8694.3672         -6952.98        8053.9341         454.4584       -1396.0171
              -15              -13                7        8296.0596       -7701.5615       -7108.0039         6874.396        302.66211       -957.02527
              -14              -13                7        7995.4932       -6448.3892       -7259.1206        5633.0576        172.83063       -636.41736
              -13              -13                7        7656.5078       -4934.8516       -7406.3291        4329.9199        64.963997       -434.19336
              -12              -13                7        7279.1025       -3160.9482       -7549.6304        2964.9824        -20.93782       -350.35315
              -11              -13                7        6863.2778       -1126.6787       -7689.0259        1538.2452       -84.874756       -384.89673
              -10              -13                7        6286.0654        1444.0547       -7756.8921       -105.28888       -83.536217       -518.64337
               -9              -13                7        5610.0337        4933.0781       -7834.3975       -462.94189        248.17947       -1032.0769
               -8              -13                7         4939.397        8470.6035       -7896.4839        1688.3119        1200.7078        -1380.876
               -7              -13                7        4261.6855        12835.549       -8172.4258        4440.3091        2310.9556       -1948.4792
               -6              -13                7         3866.343        18806.662         -8197.79        6880.7021         3236.821        -5287.606
               -5              -13                7        3616.1357         24266.84       -8131.7637         10968.17          4302.46       -9178.2871
               -4              -13                7        3630.5833         27758.92       -7873.0317        14402.433         5079.207       -12798.225
               -3              -13                7        3888.3906        28664.898       -7422.6792        15365.737        5282.0991       -15247.079
               -2              -13                7        4072.3098        27297.832       -7322.6509        15715.575        4943.6265       -16841.953
               -1              -13                7        4621.5352          23623.9       -7100.4336        22875.045        5600.4058       -17870.504
                0              -13                7        4898.7139        21908.232       -6803.3013        32093.074        5881.2793        -21908.85
                1              -13                7        5256.6113        15195.283       -6000.4707        33815.117        5212.1118        -22176.77
                2              -13                7        5810.9141        8203.7871       -5521.4272        32856.402        5083.9824       -21898.592
                3              -13                7        5826.0127        6381.9209        -5097.498        33453.551        4983.8584       -21699.113
                4              -13                7        5660.7744        5459.9414       -4688.5596        31716.283        4587.7241       -20872.361
                5              -13                7        5159.2593        3753.2195       -4161.2178          25720.5        3679.7861        -17996.08
                6              -13                7        4512.2329         2378.686       -3597.0786        18484.633        2710.4917       -14773.205
                7              -13                7        3830.3804        1723.4167       -3039.6116        11574.895        1874.6622       -11999.483
                8              -13                7        3195.9109        453.45508       -2479.4443        6839.5693        1176.2175       -9402.0537
                9              -13                7        2462.4697       -385.25391       -1848.9368         4508.998        578.29382        -5280.791
               10              -13                7        1857.4763        1904.9797       -1076.3453       -4165.3428        210.02994       -2618.2097
               11              -13                7        877.15594        5670.6279       -943.95508       -7683.3135        30.778557       -2696.1328
               12              -13                7        165.02911        7649.7129       -707.06714       -8959.8193       -34.916409       -1609.9232
               13              -13                7       -342.72498        8666.7393        -372.8642       -9103.2314       -44.098003       -415.42725
               14              -13                7       -835.87152        9630.6299        -54.77248        -9415.123       -46.580147        740.11322
               15              -13                7        -1314.411        10541.384        247.20853       -9895.4902       -42.362885        1856.6981
               16              -13                7        -1778.344        11399.006        533.07867       -10544.338       -31.446192        2934.3274
               17              -13                7       -2227.6699        12203.491        802.83777       -11361.663       -13.830084        3973.0012
               18              -13                7       -2662.3889        12954.843        1056.4862       -12347.467        10.485475        4972.7202
              -18              -12                7        9267.1885       -9204.6934        -6627.605        9376.2207        947.10059       -2984.4333
              -17              -12                7        9131.4502       -8462.4668       -6618.8262        7852.3574        736.36176       -2344.4292
              -16              -12                7        8881.1836       -7642.3877       -6719.3403        6600.0723        565.71533       -1784.4071
              -15              -12                7        8580.7246       -6601.4312       -6836.2773         5342.772         417.9147       -1332.6447
              -14              -12                7        8241.8477       -5300.1084       -6949.3071        4023.6711        292.07904       -999.26624
              -13              -12                7        7864.5508       -3738.4194       -7058.4297         2642.771        188.20796       -784.27124
              -12              -12                7         7448.834       -1916.3649       -7163.6455        1200.0718        106.30186       -687.66052
              -11              -12                7         6884.749        445.94049       -7185.9761       -463.94696        65.287781       -686.12762
              -10              -12                7        5952.7651        3887.0527       -7016.7236       -2647.6665        140.89355       -769.69287
               -9              -12                7         5261.877        7622.0845       -7201.5103       -2046.2642        802.99011       -1435.4772
               -8              -12                7        4625.1973        11880.407       -7500.2188         98.39843        1560.9512       -1923.2681
               -7              -12                7          4075.27        18440.748        -7520.958        1680.6188        2423.0759       -4859.7485
               -6              -12                7        3685.6948        24735.689       -7428.0996        4684.1772        3386.1809       -8596.3584
               -5              -12                7        3441.2559        30519.695       -7243.8491        9334.8105        4489.0596       -12884.521
               -4              -12                7        3341.9517        35792.773       -6968.2109        15632.529        5731.7139        -17724.24
               -3              -12                7        3542.5298        37625.762       -6570.5981        19216.342        6333.9429       -21114.439
               -2              -12                7        3811.4175        34078.191        -6609.998        20545.285        5958.2354       -22288.439
               -1              -12                7        4457.7793        30038.188        -6278.793        30406.453        6799.5889       -24806.959
                0              -12                7        4800.0918        28400.357       -6016.0186        42053.223        7263.4653        -30620.43
                1              -12                7        5085.4917        21073.031       -5212.0254        46113.461        6471.2148       -31203.141
                2              -12                7        5785.4624        10328.304       -4812.2842        40555.184        5739.4917       -29545.033
                3              -12                7        6143.9873         6230.415       -4303.7422        46279.418        6115.1543       -30788.723
