           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         4214.833       -711.21008       -878.21442        3842.4407        1794.0155          -7616.5
              -17              -18                7        4278.5527       -2613.7505       -753.49982        4335.4087        1229.7258       -8826.0049
              -16              -18                7        4291.7617        -4828.957       -672.93219        4568.7798        702.93658       -9997.9395
              -15              -18                7         4254.459       -7356.8267       -636.51123        4542.5518        213.64912       -11132.302
              -14              -18                7         4166.645       -10197.363       -644.23712        4256.7256       -238.13754       -12229.095
              -13              -18                7        3990.1245       -13583.982       -560.07446         3272.603        -700.8584       -13130.834
              -12              -18                7        3837.5029        -16892.51        -458.0705        2385.6289       -1165.4417       -13466.136
              -11              -18                7        3720.2632       -19759.184       -423.23044        1869.6371        -1582.535       -13394.581
              -10              -18                7        3564.9861       -22725.471       -404.24115        1213.8601       -1955.7767        -13294.77
               -9              -18                7        3371.6704       -25791.367       -401.10278        418.29803       -2285.1655         -13166.7
               -8              -18                7        2972.8208       -30352.666       -469.35977        1762.7322       -2497.3616       -12239.269
               -7              -18                7        2723.4773       -34901.828       -472.44092        2487.8599       -2574.1348       -11767.683
               -6              -18                7        2471.8577       -39202.625       -461.33664        2952.0447       -2641.9238       -11031.426
               -5              -18                7        2217.9614       -43255.039       -436.04678        3155.2861        -2700.728       -10030.502
               -4              -18                7        1961.7883       -47059.082       -396.57144        3097.5854       -2750.5479       -8764.9082
               -3              -18                7         1703.339       -50614.754       -342.91043        2778.9407       -2791.3835       -7234.6455
               -2              -18                7        1442.6133       -53922.047         -275.064        2199.3547       -2823.2349       -5439.7153
               -1              -18                7        1240.5696        -56285.68       -235.70297        812.05603       -2806.7329       -2783.4795
                0              -18                7        1089.9335       -55821.188        -258.9353       -1385.3693        -2770.718        53.281281
                1              -18                7        838.05688       -52742.367       -261.79376       -1313.6455       -2737.1052        2122.7788
                2              -18                7        611.22473       -49907.645       -280.51929       -1400.5645       -2719.8003         4094.019
                3              -18                7        392.48102       -46904.672       -296.29742       -1576.9945         -2700.99        5907.2236
                4              -18                7         181.8259       -43733.453       -309.12845       -1842.9358       -2680.6733        7562.3916
                5              -18                7       -20.741058       -40393.988        -319.0119       -2198.3879       -2658.8506        9059.5254
                6              -18                7       -215.21945       -36886.273       -325.94794       -2643.3499       -2635.5225        10398.624
                7              -18                7       -401.60968       -33210.313       -329.93668        -3177.824       -2610.6882        11579.686
                8              -18                7       -645.84576       -29168.133       -286.34601        -3278.771       -2532.2195        12616.224
                9              -18                7         -1063.72       -25297.908       -241.97945        -2664.905       -2134.7566        13289.043
               10              -18                7       -1403.9932       -21942.188       -274.93628       -2791.6189       -1652.9515        13825.079
               11              -18                7       -1698.0455       -18671.906       -316.21713       -2881.5396        -1153.214        14289.643
               12              -18                7        -1951.386       -15464.121       -371.14713       -2966.8301       -638.16614        14652.549
