           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        790.65637       -254.85854        34440.695       -34728.535        28043.676         31277.27
              -17              -18                7        2040.5881        965.28021        35047.672       -35497.398         27909.33        31173.293
              -16              -18                7        3451.1201        2420.4185        35548.836       -36137.945        27671.209        31074.412
              -15              -18                7         5022.252        4110.5542        35944.188       -36650.168        27329.311        30980.633
              -14              -18                7        6753.9844        6035.6899         36233.73        -37034.07        26883.633        30891.949
              -13              -18                7        8452.5225        9032.0273        36226.832        -36741.07        26259.287        30934.297
              -12              -18                7        10314.234         12420.27        35754.008       -36090.875        25486.328        30606.518
              -11              -18                7        12512.265        15182.039        35070.945        -35474.66        24639.527        29786.402
              -10              -18                7        14844.236        17931.006        34358.246       -34692.156        23722.215        28891.504
               -9              -18                7        17310.145        20667.166        33615.902       -33743.363        22734.389        27921.822
               -8              -18                7        20089.205        23822.605        32058.301       -32242.301        21716.023        24647.242
               -7              -18                7         23611.43          28154.9        29925.271        -30360.98        19856.127        22939.947
               -6              -18                7        26753.389        32194.139        27172.668       -27858.322        17719.754        20869.652
               -5              -18                7         29515.08        35940.313        23800.484       -24734.326        15306.911        18436.371
               -4              -18                7          31896.5        39393.422        19808.719       -20988.994        12617.594        15640.096
               -3              -18                7        33897.656         42553.48        15197.376       -16622.322        9651.8057        12480.828
               -2              -18                7        35518.543        45420.477        9966.4521       -11634.313        6409.5439        8958.5684
               -1              -18                7        36769.906        47807.488        4775.1143       -5619.6182        3111.1465         4580.168
                0              -18                7        36888.539        47241.613       -402.84265        1002.2829       -66.951996        309.72144
                1              -18                7        36060.973        43237.359       -6202.1074        6066.4526       -3502.2739       -3097.6511
                2              -18                7        34803.496         39797.57       -11347.067        10804.396       -6743.4868       -6537.5786
                3              -18                7        33205.023        36526.992       -16076.491          15311.1       -9785.4033       -9874.5527
                4              -18                7        31265.563        33425.633       -20390.381        19586.555       -12628.024        -13108.57
                5              -18                7        28985.105        30493.482       -24288.734        23630.771       -15271.354       -16239.636
                6              -18                7        26363.658        27730.547       -27771.555        27443.738       -17715.383       -19267.744
                7              -18                7        23401.219        25136.824       -30838.842        31025.469       -19960.119       -22192.902
                8              -18                7        20360.613        22203.543       -33244.949        33364.281       -21839.004       -25111.125
                9              -18                7        17820.691        19310.953       -34301.332        33457.102       -22982.867        -27243.57
               10              -18                7        15234.245        17052.783       -35139.898         34479.23       -24008.379         -28873.6
               11              -18                7        12742.371        14721.492       -35913.785         35364.73       -24930.645       -30390.582
               12              -18                7        10361.985        12280.773       -36611.734        36132.207       -25748.381       -31754.246
               13              -18                7        8602.4717        8905.3145       -36870.773        37378.902       -26441.748       -31717.621
               14              -18                7         6587.271        7120.2529       -36574.688        36988.117       -26914.492           -31909
               15              -18                7        4773.7695        5429.9668       -36183.195        36511.141       -27311.438       -32033.277
