           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -20563.059        6600.5908       -20011.938        8127.2813        5077.7627        10519.153
              -17              -18                7        -19664.68        5993.6855       -19081.391        4008.8398        5404.0898        12656.416
              -16              -18                7        -18667.16        5860.8008       -18241.014       -303.70679        5630.2168        14759.488
              -15              -18                7         -17570.5        6201.9375       -17490.803       -4810.3555        5756.1416        16828.367
              -14              -18                7       -16374.696        7017.0947       -16830.752       -9511.1143        5781.8657        18863.057
              -13              -18                7           -15462        8432.6426       -16422.131       -13757.881        5537.2178        21531.219
              -12              -18                7       -14719.637         10450.07       -16160.748       -17273.941        5090.6162         24012.25
              -11              -18                7       -13818.158        12755.647       -15952.604        -20594.27        4620.9077        25525.049
              -10              -18                7       -12857.588        15322.208       -15852.519       -23838.906        4080.8506        26767.584
               -9              -18                7       -11837.926        18149.746       -15860.494       -27007.848        3470.4434        27739.859
               -8              -18                7       -11237.372        21821.557       -15696.147       -33826.844        3438.2168        26708.279
               -7              -18                7       -11327.982         27773.27       -16161.395       -40098.988        2221.5359        26402.246
               -6              -18                7       -11572.256        32839.637       -17050.252       -45720.172        1072.4692        25920.223
               -5              -18                7       -11970.193        37020.656       -18362.719       -50690.383       -8.9840088        25262.201
               -4              -18                7       -12521.791        40316.324       -20098.795       -55009.613       -1022.8242        24428.184
               -3              -18                7       -13227.054        42726.648       -22258.484       -58677.875       -1969.0507         23418.17
               -2              -18                7       -14085.979        44251.625       -24841.779       -61695.164       -2847.6648         22232.16
               -1              -18                7       -15127.099        45173.172       -27411.064       -64038.855       -3859.1729        20713.408
                0              -18                7       -16567.777        46906.582        -29098.85       -62802.895       -4681.4575        18422.338
                1              -18                7       -17396.813         43712.77       -30574.709       -60684.426       -5097.9849        16128.885
                2              -18                7       -18382.961         40805.52       -31804.994       -58642.789       -5302.7021        14110.229
                3              -18                7       -19500.488        38020.766       -32933.031       -56099.641       -5352.8936        12149.531
                4              -18                7       -20749.402        35358.508       -33958.816        -53054.98       -5248.5591        10246.795
                5              -18                7       -22129.697        32818.734       -34882.355       -49508.805       -4989.6982        8402.0137
                6              -18                7       -23641.377        30401.463       -35703.645       -45461.113       -4576.3115        6615.1914
                7              -18                7       -25284.443        28106.678       -36422.684       -40911.906       -4008.3987        4886.3281
                8              -18                7       -26723.658        25193.426       -37156.531       -35557.707       -3529.5818        3033.6128
                9              -18                7       -27005.197        21532.145       -36907.281       -30792.637       -3669.8618        3589.8804
               10              -18                7       -27174.518        18974.596       -35957.766       -27286.441       -3686.1411        5491.6475
               11              -18                7       -27285.953        16526.277       -34989.109       -24137.035       -3730.5051        7313.0757
               12              -18                7       -27312.445        14134.203       -33982.527        -21328.77       -3796.5977        9006.4775
               13              -18                7       -26383.453        10163.739       -32336.006       -18272.617       -3683.3499        9152.3184
               14              -18                7       -25957.824        7270.7681       -30461.957       -14181.506       -3478.8315        9845.7979
               15              -18                7       -25355.408        4495.9258       -28576.352       -10534.488        -3338.135        10447.881
               16              -18                7        -24575.82        1838.6506       -26679.305       -7332.3765        -3261.342        10958.232
               17              -18                7       -23619.055       -701.05469       -24770.826       -4575.1729       -3248.4521        11376.853
               18              -18                7       -22485.119       -3123.1934       -22850.912       -2262.8755       -3299.4658         11703.74
              -18              -17                7       -19334.053        2966.0452       -19250.504        7007.7158        5245.9365        13166.717
              -17              -17                7       -18432.059        2055.9575       -18300.447        2636.9419        5522.2168        15336.429
              -16              -17                7       -17430.922        1619.8914       -17440.553       -1927.9374        5698.2949        17471.951
              -15              -17                7       -16330.645        1657.8445       -16670.824       -6686.9219        5774.1733        19573.277
              -14              -17                7       -15450.369        2333.5181       -16162.053       -11071.328        5563.6387        22360.773
              -13              -17                7       -14813.158        3692.5444       -15856.529        -14958.53        5062.2705        26030.988
              -12              -17                7       -14137.537        5601.2627       -15581.432       -18824.258        4437.1636        29994.387
              -11              -17                7       -13359.639        7943.3555       -15375.998       -22223.469        3903.0969        32341.842
              -10              -17                7       -12507.999        10545.896       -15280.863       -25435.537        3349.6309         33975.41
               -9              -17                7       -11597.268        13409.418       -15293.791        -28571.91        2725.8162        35338.715
               -8              -17                7       -10851.203        15670.256       -14139.364       -38427.859        3442.3281            34651
               -7              -17                7       -10753.896        19939.559       -13512.604       -47366.641        3659.4199        34802.129
               -6              -17                7       -11211.714        25691.484       -14261.501       -53070.016         2498.231        35340.645
               -5              -17                7       -11823.195        30558.063        -15434.01       -58122.414        1404.6538        35703.164
               -4              -17                7        -12588.34        34539.289       -17030.127       -62523.852         378.6908        35889.695
               -3              -17                7       -13507.146        37635.172       -19049.855       -66274.313       -579.65955        35900.227
               -2              -17                7       -14749.744         41236.73       -20944.824       -67270.266       -2797.7161        36069.551
               -1              -17                7       -16437.143        44893.895       -22903.809       -66949.438       -4154.3813        34064.398
                0              -17                7       -18688.484        51518.141        -24918.48       -63074.949       -4382.1699        30706.186
                1              -17                7       -19420.625        48716.961       -26652.971        -60441.68        -4719.751        27630.746
                2              -17                7       -20286.021        46079.984       -28143.012       -57788.043       -4859.1724        24828.809
                3              -17                7       -21282.801          43565.5       -29530.801       -54632.895       -4844.0674        22084.826
                4              -17                7       -22410.965        41173.512       -30816.344        -50976.23       -4674.4365        19398.803
                5              -17                7       -23670.514        38904.016       -31999.635       -46818.047       -4350.2798         16770.74
                6              -17                7       -25061.439        36757.012        -33080.68       -42158.352       -3871.5972        14200.633
                7              -17                7       -26583.756          34732.5       -34059.477       -36997.145       -3238.3875        11688.485
                8              -17                7       -26679.764        29156.393       -35553.129       -30618.102       -3158.2559         7688.792
                9              -17                7       -26768.678        23983.559       -36130.551       -25230.984       -3365.8447         6260.186
               10              -17                7       -26837.867        21166.502         -35218.5       -21990.396       -3408.6606        7918.9063
               11              -17                7       -26849.168         18458.68       -34287.313       -19106.596       -3479.5605        9497.2871
               12              -17                7       -26060.258         14401.89        -32843.27        -16310.25       -3444.8132        9883.8984
               13              -17                7       -24998.158        10154.633       -31240.926       -13636.353       -3403.5303        10060.211
               14              -17                7       -23842.994        6084.2803       -29600.527       -11133.056       -3388.6196         10317.07
               15              -17                7       -23109.436        3031.6255       -27764.031       -7810.9536       -3268.0776        10889.781
               16              -17                7       -22261.648        195.37793       -25896.734       -4806.9883        -3194.481        11406.381
               17              -17                7       -21236.691       -2523.3008       -24018.004       -2247.9312       -3184.7876        11831.249
               18              -17                7       -20034.559       -5124.4116       -22127.832       -133.78027       -3238.9971        12164.387
              -18              -16                7        -18314.43       -916.77441       -18395.141        6415.8604        5424.9038        15486.899
              -17              -16                7        -17408.82       -2130.0469       -17425.568        1792.7509        5651.1367        17689.063
              -16              -16                7       -16404.066       -2869.2939        -16546.16        -3024.459         5777.168        19857.031
              -15              -16                7       -15556.566       -2933.7056       -15937.179       -7546.0562        5600.8398        22763.547
              -14              -16                7       -14895.271        -2279.291       -15541.265       -11641.194        5117.7939        26605.371
              -13              -16                7       -14195.568       -1075.1826       -15175.775       -15714.848        4511.0093        30740.373
              -12              -16                7       -13457.454        678.61353        -14840.71       -19767.023        3780.4836        35168.563
              -11              -16                7       -12683.486        2980.0679       -14540.512           -23773        2938.0503        39806.688
              -10              -16                7       -11940.779        5618.5898       -14450.329       -26952.498        2371.1768        41831.281
               -9              -16                7       -11127.047          8403.96       -14300.092       -30822.465        1812.6376        43447.203
               -8              -16                7       -10353.834        10330.906       -12327.535       -42860.523        2485.8589         43977.59
               -7              -16                7       -9913.5645        12480.831       -9892.5479       -56411.051        4084.4419        45182.922
               -6              -16                7       -10308.687        17457.354       -9444.6094       -65012.969        4033.9961        46753.797
               -5              -16                7       -11133.713        23009.484       -10477.156       -70147.563        2928.2979        48136.859
               -4              -16                7       -12273.505         28871.59       -12033.461       -72685.508        797.00745        50530.438
               -3              -16                7       -13797.858        35037.305        -13934.38       -72051.539        -2079.561        52506.684
               -2              -16                7       -15552.793        40180.371       -16006.178       -70199.195       -4392.2061        52250.746
