           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -281.4494       -593.76392       -27544.404        11620.979       -2608.4058       -8057.9854
              -17              -18                7       -787.12109       -2403.8491        -27519.75        12069.838       -2572.2295       -9134.2988
              -16              -18                7       -1366.4789       -4476.4121       -27426.074        12246.111       -2554.0322       -10170.734
              -15              -18                7       -2019.5222       -6811.4502       -27263.361        12149.802       -2553.8152       -11167.296
              -14              -18                7       -2746.2517       -9408.9678       -27031.619        11780.904       -2571.5776       -12123.981
              -13              -18                7         -3380.97       -12505.049       -26780.459         10685.35       -2542.9033       -12856.266
              -12              -18                7       -3950.9331       -15493.979       -26363.938        9638.5957       -2503.3994       -13003.445
              -11              -18                7       -4614.9019       -18018.816       -25784.502        8942.6348       -2520.4792       -12753.079
              -10              -18                7       -5321.0259       -20618.084       -25172.168        8112.0518       -2560.7229       -12478.251
               -9              -18                7       -6069.3052       -23291.781       -24526.934        7146.8477       -2624.1299       -12178.961
               -8              -18                7       -6937.2651       -27316.588       -22758.057        7986.4668       -2666.6616       -11240.418
               -7              -18                7       -8021.8838       -31185.637       -20528.373        8079.6665       -2722.0911        -10688.48
               -6              -18                7       -8984.6475       -34872.773       -18113.287        7863.3403       -2651.2039       -9933.4189
               -5              -18                7       -9825.5547       -38377.996       -15512.808        7337.4893       -2453.9995       -8975.2354
               -4              -18                7       -10544.604       -41701.297        -12726.93        6502.1123       -2130.4788       -7813.9287
               -3              -18                7       -11141.798       -44842.688       -9755.6553         5357.209       -1680.6415       -6449.4985
               -2              -18                7       -11617.139       -47802.168       -6598.9854        3902.7817       -1104.4871       -4881.9463
               -1              -18                7       -11999.233       -49889.074       -3379.9741        1682.4484       -584.41675       -2486.2131
                0              -18                7       -12130.888        -49473.57        -4.293602       -1334.9329       -163.77234        145.76697
                1              -18                7       -12081.802        -46780.75        3496.2708       -2267.8052        498.45917        1965.3761
                2              -18                7       -11797.604        -44380.18        6744.8247       -3271.2241        1082.3999        3709.2788
                3              -18                7       -11367.921       -41859.438        9866.2041       -4316.5396        1557.6934        5336.7598
                4              -18                7       -10792.748       -39218.523        12860.408         -5403.75        1924.3398        6847.8184
                5              -18                7       -10072.093       -36457.438        15727.443       -6532.8579        2182.3396        8242.4561
                6              -18                7       -9205.9502       -33576.172        18467.301       -7703.8594        2331.6921        9520.6709
                7              -18                7       -8194.3203       -30574.738        21079.986       -8916.7598        2372.3982        10682.466
                8              -18                7       -7208.6304       -27233.352        23348.445       -9645.2344        2375.1448         11725.71
                9              -18                7       -6487.3203       -23941.857        24364.266       -9387.7432        2485.6121        12428.874
               10              -18                7       -5669.2676       -21115.455        25096.949        -9714.043        2525.4429        13033.628
               11              -18                7       -4883.0039       -18348.734        25787.609       -10000.449        2554.8782        13585.367
               12              -18                7       -4131.8379       -15619.408        26428.043       -10276.767        2574.7964        14056.284
               13              -18                7       -3507.7307       -12400.067        26751.885       -11518.913        2616.5823        13605.282
               14              -18                7       -2653.3958       -9656.0898         27036.93       -11523.662        2564.1191        12745.534
               15              -18                7       -1897.3724       -7154.3027        27251.424       -11501.857        2534.8481        11815.605
               16              -18                7       -1239.8319       -4894.6133        27395.352       -11454.251        2528.8311        10815.728
               17              -18                7       -680.77478       -2877.0242        27468.713       -11380.842        2546.0679        9745.8984
               18              -18                7       -220.20068       -1101.5339        27471.512       -11281.632        2586.5593        8606.1191
              -18              -17                7       -266.43011       -50.542908       -26151.238        17220.584       -2051.7253       -10770.625
              -17              -17                7       -781.34235       -1644.8287       -26110.539        17727.832       -2012.5911       -11796.177
              -16              -17                7       -1369.9406       -3501.5906       -26000.811         17962.49       -1991.4366       -12781.851
              -15              -17                7       -2032.2245       -5620.8296       -25822.051        17924.566       -1988.2616        -13727.65
