           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        1865.9188       -967.31006       -453.58887        4011.4531         1082.413       -9781.5967
              -17              -18                7        1936.4115       -3067.3862       -389.50558        4485.3682        803.55859       -10893.294
              -16              -18                7        1979.8733       -5470.2217        -347.8855         4701.749        544.29004       -11968.279
              -15              -18                7        1996.3035       -8175.8154       -328.72845        4660.5952        304.60809       -13006.557
              -14              -18                7        1985.7026       -11184.169       -332.03445        4361.9072        84.512306       -14008.119
              -13              -18                7        1929.4468       -14714.396       -285.95917         3327.322       -142.19943       -14785.105
              -12              -18                7        1884.6135        -18138.84       -230.41518        2392.2212       -371.09302       -14964.264
              -11              -18                7        1856.1509        -21107.51       -210.86646        1860.0833       -575.63635        -14736.27
              -10              -18                7        1806.9716       -24167.873       -199.67365        1193.8273         -757.362       -14484.256
               -9              -18                7        1737.0747       -27319.932        -196.8367        393.45328       -916.26978       -14208.217
               -8              -18                7         1557.298        -31917.27       -231.65205        1741.4502       -1014.4321        -13181.96
               -7              -18                7        1448.7599       -36487.016        -233.6869        2471.2849       -1043.3491       -12590.711
               -6              -18                7        1337.8765       -40808.027       -228.44815        2938.8101        -1067.661       -11735.748
               -5              -18                7        1224.6475       -44880.285       -215.93585        3144.0247       -1087.3672       -10617.074
               -4              -18                7        1109.0729       -48703.797       -196.14998        3086.9304       -1102.4678       -9234.6865
               -3              -18                7        991.15283       -52278.566       -169.09047        2767.5244        -1112.963       -7588.5859
               -2              -18                7        870.88715       -55604.594       -134.75749        2185.8108       -1118.8528       -5678.7729
               -1              -18                7        778.34131       -57984.613       -113.45361        797.43164       -1100.9106       -2910.6406
                0              -18                7        706.56281       -57555.207       -123.92636       -1396.5404       -1077.4331        53.154144
                1              -18                7        580.10876       -54549.211        -125.4917       -1330.3837       -1055.0313         2242.386
                2              -18                7        466.10657       -51781.047       -135.34586       -1420.0521       -1040.9636        4329.4902
                3              -18                7         355.2244        -48841.84       -143.59895       -1596.3777       -1026.9843        6258.9111
                4              -18                7        247.46231       -45731.594       -150.25101         -1859.36       -1013.0933        8030.6484
                5              -18                7        142.82013       -42450.301       -155.30194       -2208.9998       -999.29059        9644.7051
                6              -18                7        41.298119       -38997.969       -158.75169       -2645.2954       -985.57635        11101.077
                7              -18                7       -57.104012       -35374.598       -160.60048       -3168.2485       -971.95044        12399.768
                8              -18                7       -186.62888       -31387.031       -139.45155         -3271.46       -931.93158        13553.924
                9              -18                7       -404.92896       -27536.301       -118.80022       -2679.3901       -728.53345        14348.765
               10              -18                7       -582.28345       -24165.824       -135.84421       -2805.7632       -481.59891        15011.346
               11              -18                7       -735.93396       -20869.111       -157.46823       -2899.8855       -225.75122         15607.92
               12              -18                7       -868.67407       -17623.455       -186.44415       -2995.2202        37.617447        16108.555
               13              -18                7       -1079.4789       -13898.063       -315.18124       -4184.7832        265.94577        15609.143
               14              -18                7       -1240.8538       -10650.523       -322.74716       -4098.4331        476.89365        14686.763
               15              -18                7       -1380.5298       -7692.0767       -339.11383       -4004.5486        701.71509        13695.147
               16              -18                7       -1498.5297       -5022.6523       -364.36145       -3903.9106        940.42786         12634.53
               17              -18                7       -1594.8528        -2642.251       -398.49005       -3796.5188        1193.0317        11504.912
               18              -18                7          -1669.5       -550.87305        -441.4996       -3682.3745         1459.527        10306.294
              -18              -17                7        2209.1379       -345.74557       -1002.4478        10344.268        1199.2794       -12408.699
              -17              -17                7        2261.3906       -2221.5981       -913.86401        10892.061         923.2218       -13473.164
              -16              -17                7        2286.6118         -4400.21       -847.74329         11182.32        666.75067       -14500.918
              -15              -17                7        2284.8018       -6881.5801       -804.08575        11215.045        429.86566       -15491.961
              -14              -17                7        2212.8057       -9780.5293       -712.06421        10480.518        180.01945       -16266.667
              -13              -17                7        2086.4329       -13282.955       -583.22552        9173.9053       -81.041901       -16966.352
              -12              -17                7        1949.7428       -17343.877       -485.31625        7818.2651       -323.31598       -17798.328
              -11              -17                7        1885.5695        -20710.09       -448.14429        7192.7529       -540.20117       -17849.234
              -10              -17                7        1823.5569       -23886.885       -429.52213        6646.9888       -732.95172       -17652.086
               -9              -17                7        1740.8271       -27155.373       -419.25589         5967.106        -902.8847       -17430.916
               -8              -17                7        1486.1615       -32108.824       -499.60608        8685.8535       -1033.3608       -15981.121
               -7              -17                7         1295.314       -37328.063        -573.6499        10041.606       -1114.0868       -14851.363
               -6              -17                7        1186.4646       -41989.059       -597.58264        9910.9629       -1132.2679       -14049.848
               -5              -17                7        1075.2697       -46401.313       -614.24158        9518.0078       -1145.8436       -12984.617
               -4              -17                7        961.72925       -50564.816       -623.62726        8862.7451        -1154.814       -11655.678
               -3              -17                7        845.84326       -54479.574       -625.73914        7945.1704       -1159.1786       -10063.021
               -2              -17                7        775.92755       -56932.617       -664.61108        5329.2329        -1056.064       -7276.9048
               -1              -17                7        742.67712       -58583.223       -731.46014        2177.9336       -953.49487       -3216.6528
                0              -17                7        746.52008       -59613.961       -732.58032       -3171.9272       -941.40747        993.66425
