           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -6785.1602        17133.691       -687.53259        1193.6879        52.040787        915.98877
              -17              -18                7       -6424.3193        16526.301       -90.229645        1791.4038        50.099045       -402.19934
              -16              -18                7       -6052.2715        15723.082        547.81891        2185.2461        131.63739       -1651.1917
              -15              -18                7       -5669.0156        14724.029        1226.6122        2375.2146         296.6557       -2830.9875
              -14              -18                7       -5274.5513        13529.143        1946.1515        2361.3093        545.15417       -3941.5876
              -13              -18                7        -4926.356        12142.478        2608.8948        2492.0625        762.48895       -4247.5869
              -12              -18                7       -4629.6299        10887.752        3120.5754        2676.3652        857.10004       -3569.1563
              -11              -18                7        -4346.502        9835.8027        3577.0674        2711.3462        927.60114       -2664.1038
              -10              -18                7       -4057.4106        8692.3545        4034.9946        2778.4077        1009.2657       -1656.6979
               -9              -18                7        -3762.354        7457.4058        4494.3564        2877.5503        1102.0936       -546.93701
               -8              -18                7       -3000.4275         6074.502        4624.9282        1911.5775        876.15967       -1796.8431
               -7              -18                7       -2180.8276        4880.0825         3749.918        1299.3997        986.36334       -1758.4944
               -6              -18                7       -1478.5563        3798.1699        3094.1401        949.50391        1063.3633       -1749.6781
               -5              -18                7       -893.61194        2828.7632        2657.5955        861.89087        1107.1594       -1770.3914
               -4              -18                7       -425.99487        1971.8621        2440.2837        1036.5596         1117.751       -1820.6344
               -3              -18                7       -75.705292         1227.468        2442.2041        1473.5105        1095.1395       -1900.4092
               -2              -18                7        157.25705        595.57996        2663.3579        2172.7434        1039.3235       -2009.7145
               -1              -18                7         243.1857        110.18713        2964.1902        2433.3501        1034.6406       -1098.3536
                0              -18                7        97.157417       -205.55777        2766.5664        2344.6045        1029.0878       -1003.3522
                1              -18                7        238.38588       -1278.9602        2647.0845        2441.8716        872.61755        -1646.571
                2              -18                7        387.93112       -2203.2642         2905.042        2432.8838        725.06543       -2266.3079
                3              -18                7        622.22913       -3032.2454        3271.1387        2372.3513        624.60864       -2866.2219
                4              -18                7        941.27991       -3765.9033        3745.3735        2260.2734         571.2464       -3446.3105
