           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -955.97205         2554.656        64644.133        25149.152       -1165.5544        2316.0679
              -17              -18                7       -714.63318        3415.3616        61971.613        33231.961       -1056.8265        1011.2332
              -16              -18                7       -530.38342         4138.957        59274.344        41691.594       -954.58008       -248.92261
              -15              -18                7       -403.22336        4725.4404        56552.336        50528.043       -858.81531       -1464.3984
              -14              -18                7        -333.1525        5174.8135         53805.57        59741.316        -769.5321       -2635.1958
              -13              -18                7       -124.65607        5414.1304        51095.469        68353.625       -622.16766       -4276.9805
              -12              -18                7       -41.881226        5340.8813        48431.852        75817.828       -435.70288       -5598.1567
              -11              -18                7       -146.89676        5035.1216        45764.781        83010.359       -270.08643       -5990.5171
              -10              -18                7        -260.9295        4627.5122         43086.09        90263.172       -118.64778       -6119.8101
               -9              -18                7       -383.97943        4118.0537        40395.762        97576.234        18.613199       -5986.0371
               -8              -18                7         -643.112        4253.1021        37239.227        106996.03        18.078272       -5608.5308
               -7              -18                7       -588.47577        1971.3994        33941.156        115441.45        68.661301       -5306.9429
               -6              -18                7       -570.90894        407.00671        30588.666        123301.55        105.98172       -5129.7349
               -5              -18                7       -590.41138         -440.073        27181.746        130576.28        130.03944       -5076.9043
               -4              -18                7       -646.98328       -569.84058        23720.398        137265.66         140.8345       -5148.4551
               -3              -18                7       -740.62396        17.701782        20204.623         143369.7        138.36696       -5344.3838
               -2              -18                7       -871.33435        1322.5571         16634.42        148888.39        122.63672       -5664.6919
               -1              -18                7       -971.83875        2478.5054        12935.931        154210.52        216.07993        -6205.395
                0              -18                7       -844.98096       -652.76764        9120.0215        154992.84        254.18576       -6061.6797
                1              -18                7       -664.94977       -867.38562        5425.9663        152381.09         159.8606        -5483.168
                2              -18                7       -587.30328       -1057.5021        1805.4834        150053.33        77.766571       -5202.6484
                3              -18                7       -517.74243        -1436.343       -1786.8376        147135.84        29.923248       -4857.0674
                4              -18                7       -456.26746       -2003.9081       -5350.9946        143628.59        16.330597       -4446.4258
                5              -18                7       -402.87793        -2760.198       -8886.9951        139531.63        36.988693       -3970.7163
                6              -18                7       -357.57358       -3705.2104       -12394.828        134844.91        91.897224       -3429.9429
                7              -18                7       -320.35504       -4838.9487       -15874.504        129568.46        181.05667       -2824.1079
                8              -18                7       -204.17581       -5663.4868        -19204.35         122558.7        283.33313       -1675.6892
                9              -18                7        18.066742       -5367.9697       -22216.701        114173.69        349.58401       -1914.0695
               10              -18                7        132.74028       -5534.9658       -25321.904        107665.32        437.27087       -3462.6523
               11              -18                7        224.79199       -5714.0767       -28440.488         101340.5        543.23907       -4725.7256
               12              -18                7          281.927       -5898.4263       -31575.006        95166.625        664.19495       -5632.3179
               13              -18                7       -136.41878       -5836.2285       -34799.008        88023.836        696.42773       -4105.1406
               14              -18                7       -215.32965       -5236.3438       -37932.668        79271.625        752.16357       -3519.0234
               15              -18                7       -340.34235       -4580.3892       -41088.219        70835.039        816.92389       -2639.1631
               16              -18                7       -511.71457       -3868.6577       -44265.734        62715.141         890.7027       -1464.9075
               17              -18                7       -729.44568       -3101.1472       -47465.195        54911.953        973.49994        3.7425537
               18              -18                7       -993.53607       -2277.8596       -50686.625        47425.461        1065.3156        1766.7871
              -18              -17                7       -3296.4331        6915.3652        64428.523        24521.582       -1819.2231        871.56464
              -17              -17                7        -2967.106        7922.4653        61748.563        32656.506       -1697.2169       -451.41888
              -16              -17                7       -2694.8684        8792.4541        59043.852        41168.246       -1581.6921        -1729.723
