           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -11140.287       -3102.5669        11300.712        3647.2749        -176.0289       -164.51163
              -17              -18                7       -11562.932       -5278.1992         9876.166        3628.3374       -965.04926        319.46509
              -16              -18                7       -12020.795       -7513.4727        8226.5078        3452.9648       -1684.0587        900.50262
              -15              -18                7       -12513.873       -9808.3838        6351.7344        3121.1553       -2333.0562        1578.6007
              -14              -18                7       -13042.166       -12162.938        4251.8462        2632.9089       -2912.0432        2353.7598
              -13              -18                7       -14008.717        -15246.68        2457.3018        2354.1768       -3496.7468        3453.1091
              -12              -18                7       -15044.464       -18375.512        1000.0286        2215.3289       -4470.8174        4636.9976
              -11              -18                7       -15879.008       -20866.043       -605.02612        1923.8939       -5736.6768        5672.8994
              -10              -18                7       -16772.949       -23317.998       -2365.2852        1547.4025       -7020.7705        6760.9243
               -9              -18                7       -17726.291       -25731.377        -4280.749         1085.854       -8323.0986        7901.0713
               -8              -18                7       -19565.367       -27487.133       -6577.2363       -2967.7065       -9449.8945        8295.8008
               -7              -18                7       -21286.191       -28295.393       -9773.0684       -7228.3062       -10205.295        9228.4189
               -6              -18                7       -23232.742       -29217.313       -12537.893       -10864.266       -10693.919        10187.881
               -5              -18                7       -25405.023       -30252.891       -14871.705       -13875.584        -10915.77        11174.188
               -4              -18                7       -27803.031       -31402.133       -16774.506        -16262.26       -10870.847        12187.339
               -3              -18                7        -30426.77       -32665.033       -18246.303       -18024.297       -10559.149        13227.334
               -2              -18                7       -33276.238       -34041.598       -19287.084       -19161.693       -9980.6777        14294.177
               -1              -18                7       -35953.961       -35171.215       -20418.922       -20870.268       -9011.6104        16422.648
                0              -18                7       -36719.563       -32409.732       -20333.486       -22647.527       -8061.0078        17080.846
                1              -18                7       -36733.547       -29624.816        -18258.59       -22292.777       -7111.2104        16353.443
                2              -18                7       -36572.734       -26956.734        -16187.66       -21819.594       -6037.3887        15709.384
                3              -18                7       -36056.965        -24152.27        -14079.97       -20991.396        -4906.104          14916.9
                4              -18                7       -35186.246       -21211.434       -11935.512       -19808.184       -3717.3574        13975.993
                5              -18                7        -33960.57       -18134.217       -9754.2881       -18269.949       -2471.1455         12886.66
                6              -18                7       -32379.949       -14920.623       -7536.2993       -16376.701       -1167.4735          11648.9
                7              -18                7       -30444.369       -11570.648       -5281.5454       -14128.436        193.66325        10262.716
                8              -18                7        -28200.42       -8319.3818       -3125.1648       -10082.043        1349.5294         9000.957
                9              -18                7       -25759.613       -7295.9238        -1791.499       -5708.7534        1909.5056        8971.4609
               10              -18                7       -23188.361       -6851.1177       -852.87793        -4176.793        2540.5046         8886.873
               11              -18                7        -20652.08       -6410.6123       -50.789551       -2640.0139         3056.229        8585.6855
               12              -18                7       -18148.969       -5984.9326        615.85767       -1113.1593        3435.1897        7997.8174
