           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7         9.998003        4427.5596        17.375711        4322.1807      -0.36776698        5972.5811
              -17              -18                7        10.021622        4514.1299        16.441753        14172.936       0.59666371        3177.7498
              -16              -18                7        10.087991        4633.8877         15.55991        23461.383        1.4575884        686.49597
              -15              -18                7        10.197112        4786.8296        14.730183         32187.52        2.2150068       -1501.1796
              -14              -18                7        10.348982         4972.957        13.952568        40351.348        2.8689198       -3385.2781
              -13              -18                7         10.66855        3308.5801        13.284447        47056.965        3.4227753       -5669.6328
              -12              -18                7        10.912569        1738.4165        12.669607        52155.266        3.7244444        -7234.082
              -11              -18                7         10.98173        1867.4756        12.058187        56562.352        3.7750335       -7326.0229
              -10              -18                7        11.077786        2073.5981        11.468945        60663.293        3.7319794       -7009.0088
               -9              -18                7        11.200739        2356.7839        10.901874        64458.094        3.5952811       -6283.0396
               -8              -18                7        11.329585        1740.0737         10.68389         66447.43         3.652096       -4517.6279
               -7              -18                7        11.679521        1066.4106        11.101416        64244.727        3.2368982       -2821.9219
               -6              -18                7         11.99725        170.86823        11.635028        60214.168        2.8415499       -1610.4453
               -5              -18                7        12.282774       -946.55249        12.284726         54355.75        2.4660509       -883.19757
               -4              -18                7        12.536093       -2285.8533        13.050508         46669.48        2.1104012       -640.17981
               -3              -18                7        12.757206       -3847.0322        13.932378        37155.352        1.7746003       -881.38666
               -2              -18                7        12.946115       -5630.0913        14.930334        25813.365        1.4586493       -1606.8247
               -1              -18                7        13.057549       -6552.5483         16.19474        12621.827       0.91158533       -762.56616
                0              -18                7        13.096792       -5191.8125         17.70002       -2684.1289       0.11433221        1499.9344
                1              -18                7        12.573512       -177.91504        18.918936       -15004.655      -0.19367164        389.30518
                2              -18                7        12.225465        2722.5449        19.887316       -25942.953      -0.51399815       -171.17139
                3              -18                7        11.938751        4816.7432        20.768202       -36072.984      -0.87799734       -198.70557
                4              -18                7        11.713371        6104.6821        21.561598       -45394.742       -1.2856692        306.70605
                5              -18                7        11.549326        6586.3613        22.267502        -53908.25       -1.7370143         1345.061
                6              -18                7        11.446611        6261.7793        22.885916       -61613.477       -2.2320318        2916.3557
                7              -18                7        11.405232        5130.9355         23.41684       -68510.461       -2.7707226        5020.5977
                8              -18                7        11.275959        4689.8174        23.700859       -72031.367        -3.273253        6801.1963
                9              -18                7        11.139504        5343.2583        23.424141       -67130.734         -3.25612        6950.4287
               10              -18                7        11.239548        4447.8096        23.156727       -62882.664       -3.0976882        7826.1904
               11              -18                7        11.329947        3708.3074        22.879269       -58509.613       -2.9056447        8446.0205
               12              -18                7        11.399189        3205.6313        22.588911       -53976.863       -2.6753094        8733.3125
               13              -18                7        11.092564        5333.9614        22.192039       -48129.949       -2.2661266         6416.082
               14              -18                7        10.962474        4398.5269        21.445282       -39532.043       -1.8323524        5066.8916
               15              -18                7        10.812292        3748.3101        20.664774       -30715.502       -1.3555398        3302.4736
               16              -18                7        10.641905        3385.2107        19.850716       -21681.846       -0.8356843        1122.1238
               17              -18                7        10.451314        3309.2256        19.003103       -12431.088      -0.27278638       -1474.1567
               18              -18                7        10.240518        3520.3557        18.121939       -2963.2209       0.33315402       -4486.3701
              -18              -17                7        9.3480301        14264.989        17.623264        4347.2622       0.52381545        2752.9404
              -17              -17                7        9.3497362        14507.144        16.689829        14330.092        1.4794174       -27.251709
              -16              -17                7        9.3941946        14782.484        15.808506        23750.613        2.3315139       -2503.8657
              -15              -17                7        9.4814014        15091.012        14.979301        32608.822        3.0801036       -4676.9028
              -14              -17                7        9.7220955        13750.335        14.295664        39778.758        3.7277746        -7287.564
              -13              -17                7        10.139645        10541.514        13.718958        45633.746        4.3368473       -10717.041
              -12              -17                7        10.641259        6917.4858         13.15237         51310.93        4.9247336       -14415.454
              -11              -17                7        10.820589        5887.3105        12.560467        55904.695        5.1403508       -15685.936
              -10              -17                7        10.925854         5674.647        11.980156        59967.414        5.1774969       -15908.484
               -9              -17                7        11.058015        5539.0464         11.42202            63724        5.1209993       -15722.078
               -8              -17                7        11.214821        3720.2954        10.957821        68690.398        5.7586317       -15465.821
               -7              -17                7        11.712507       -162.49756        10.882586        69841.047        6.0721264       -14902.778
               -6              -17                7        12.237617       -3244.8462        11.378355            65314        5.6911798       -13673.522
               -5              -17                7        12.730524       -6549.0747        11.990211        58959.098        5.3300815        -12928.49
               -4              -17                7        13.191223       -10075.182        12.718153        50776.344        4.9888339        -12667.69
               -3              -17                7        13.619719       -13823.168         13.56218         40765.73        4.6674352       -12891.115
               -2              -17                7        14.034595       -16076.959        15.094616        27893.662        3.5685816       -9269.4727
               -1              -17                7        14.253798       -17253.193        16.754297        13094.118        2.3485909       -3086.0078
                0              -17                7        14.661213       -18845.176         18.17223       -4187.2319        1.0096092        5847.8472
                1              -17                7        14.100815       -13251.675        19.294718       -16826.918       0.52190852        6092.6465
                2              -17                7        13.658253       -9069.9561        20.262032       -28415.277      0.026432335        6779.2358
                3              -17                7        13.277025          -5694.5        21.141853       -39195.371      -0.51271647        7998.7705
                4              -17                7        12.957129       -3125.3008        21.934181       -49167.199       -1.0955383        9751.2451
                5              -17                7        12.698568       -1362.3657        22.639021       -58330.758       -1.7220324        12036.665
                6              -17                7         12.50134        -405.6875        23.256367       -66686.055       -2.3921998        14855.027
                7              -17                7        12.365445       -255.27057        23.786222       -74233.086       -3.1060402        18206.334
                8              -17                7        11.633306        5765.9351        23.542858       -70773.344       -3.4420896        17624.719
                9              -17                7        11.182469        8832.9482          23.2197       -65041.418       -3.4810615        15954.511
               10              -17                7        11.249751        8279.0635        22.969952        -60931.09       -3.3041925        16430.482
               11              -17                7         11.30739         7881.127        22.710169       -56695.789       -3.0937121        16650.521
               12              -17                7        11.052063        9701.4902        22.359766       -51373.043       -2.7083037        14396.815
               13              -17                7        10.725927        11918.622        21.973349       -45581.102       -2.2664289        11586.499
               14              -17                7        10.405541        13992.794         21.57019       -39546.336       -1.8043703        8795.3857
               15              -17                7        10.226911        13539.961        20.824621       -30903.443       -1.3291103        6947.7852
               16              -17                7        10.044903        13080.594        20.009253       -21772.613      -0.81277156        4811.8237
               17              -17                7        9.8426905        12908.343        19.160334       -12424.677      -0.25339055        2259.9312
               18              -17                7        9.6202736        13023.208        18.277859       -2859.6318       0.34903303       -707.89294
              -18              -16                7        8.7718925        23564.826        17.876677        4590.3086        1.3259554        47.889893
              -17              -16                7        8.7516861        23962.568         16.94376        14705.214        2.2727294        -2717.665
              -16              -16                7        8.7742319         24393.49         16.06296        24257.803        3.1159966       -5179.6387
              -15              -16                7        8.9361305        23375.398        15.363607        31893.371        3.8574858       -8116.3779
              -14              -16                7        9.2622719        20667.113        14.805202         37994.07        4.5595312       -11910.237
              -13              -16                7        9.6724796        17543.609        14.256922        43916.953        5.2403879       -15973.028
              -12              -16                7        10.166751        14004.902         13.71876         49662.02        5.9000564        -20304.76
              -11              -16                7        10.729097        10158.441        13.188883         55189.23         6.524272       -24789.529
