           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -7706.5142        1520.0701        7908.8994       -1329.1226        2.9951386        -153.7776
              -17              -18                7       -7707.7227        244.55005        7231.5049       -540.14423       -317.74722        93.372208
              -16              -18                7       -7689.8848       -1152.2959        6552.2061         222.3429       -563.10504        348.75394
              -15              -18                7        -7652.998       -2670.4663        5871.0005        958.33923       -733.07837        612.36755
              -14              -18                7        -7597.063       -4309.9634        5187.8896        1667.8448       -827.66711         884.2132
              -13              -18                7       -7767.6724       -6407.6377        4757.0957        2432.6509        -998.4082        1468.3177
              -12              -18                7         -8192.29       -8552.8145        4471.0356        3114.7917       -1482.2957        2465.8384
              -11              -18                7       -8694.8623       -10306.705        4089.3291        3679.0403       -2094.6633        3551.0525
              -10              -18                7       -9226.0801       -12030.658        3651.2739         4245.541        -2689.165        4693.3496
               -9              -18                7       -9785.9443       -13724.668        3156.8691        4814.2935       -3265.8018        5892.7305
               -8              -18                7       -10357.826       -14678.539        1941.9573        3024.9119       -4315.1392        6341.0571
               -7              -18                7         -10979.9       -15382.628       -494.07806        1855.5978       -4831.2734        6924.6465
               -6              -18                7       -11731.797       -15971.472       -2438.8259         894.6543       -5269.5298        7518.7275
               -5              -18                7       -12613.514       -16445.074       -3892.2852        142.08292       -5629.9072        8123.3037
               -4              -18                7        -13625.05       -16803.434       -4854.4561       -402.11731       -5912.4072        8738.3721
               -3              -18                7        -14766.41       -17046.551       -5325.3398       -737.94617       -6117.0283        9363.9346
               -2              -18                7        -16037.59       -17174.426       -5304.9346       -865.40393       -6243.7715        9999.9902
               -1              -18                7       -17355.789       -17248.756       -5238.8462       -1518.3556       -6158.3379        11410.932
                0              -18                7       -18355.617       -15374.866       -5231.5708       -2653.4141       -6087.0957        11515.124
                1              -18                7       -18656.859       -13566.015       -4324.3232        -3225.553       -5937.9956        10725.971
                2              -18                7       -18814.857       -11830.613       -3161.9641       -3716.5396        -5720.439        9969.5732
                3              -18                7       -18737.633       -10126.268       -2001.5084        -3965.655       -5391.0557        9085.9072
                4              -18                7       -18425.186       -8452.9766       -842.95654       -3972.8987       -4949.8457        8074.9746
                5              -18                7       -17877.518       -6810.7373        313.69281        -3738.269       -4396.8076        6936.7715
                6              -18                7       -17094.629       -5199.5537        1468.4375       -3261.7671       -3731.9438        5671.3018
                7              -18                7       -16076.516       -3619.4233        2621.2798       -2543.3926       -2955.2524         4278.561
                8              -18                7       -14802.848       -2171.5142        3405.7844       -436.41388        -2090.645        3161.8293
                9              -18                7       -13358.563       -2251.5249        3198.9351        1940.2305       -1565.6769        3340.1182
               10              -18                7       -11907.203       -2708.9233        3085.1045        2171.9734       -1214.1592        3309.2278
               11              -18                7       -10444.803       -3061.7317        2911.0439        2453.9136       -890.30212        3149.5027
               12              -18                7       -8971.1953       -3315.9019        2675.2292        2766.4929       -597.95721         2814.551
               13              -18                7        -7496.728       -3763.7993        2341.0481        2582.4382       -457.43884        947.42133
               14              -18                7        -6066.606       -4555.1934        2049.0618        3628.5825       -399.86902        844.20361
               15              -18                7        -4653.729       -5344.5234         1701.879        4697.3354       -325.03339        803.53564
               16              -18                7       -3258.0818       -6131.6143         1299.446        5788.0303       -232.88416        824.39197
