           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -65944.766        6436.0991        65939.305       -6936.9717        183.33742        82.313644
              -17              -18                7       -65199.828        7427.5107        67213.484       -5326.6685        1729.0409        -558.4328
              -16              -18                7       -64344.488         8305.415        68745.992       -3330.6257        3271.5195       -1291.2859
              -15              -18                7       -63378.723        9069.8105         70536.82       -948.84473        4810.7725       -2116.2456
              -14              -18                7       -62302.535        9720.7002        72585.977        1818.6771        6346.8018       -3033.3125
              -13              -18                7       -60755.266        10675.077        74193.953        4785.2656        7875.7007       -4187.4775
              -12              -18                7       -59113.641        11216.087        75213.711        7541.8379        9646.7441       -5312.4033
              -11              -18                7       -57601.297        10945.475        76304.188        10226.484          11657.7       -6230.2441
              -10              -18                7       -55994.094        10551.527        77533.758        13058.617        13704.064       -7138.3022
               -9              -18                7       -54292.023        10034.246        78902.414        16038.235        15785.834       -8036.5776
               -8              -18                7       -51057.262        9922.4854        78780.695        21463.297        17345.891       -9803.9648
               -7              -18                7       -47533.961        7688.3242        78824.719        26672.482        19014.486       -11730.125
               -6              -18                7       -43834.637        5691.8291        78654.039        31915.131        20250.939       -13596.503
               -5              -18                7       -39959.301        3932.9995        78268.656        37191.234         21055.25       -15403.096
               -4              -18                7       -35907.938        2411.8369         77668.57        42500.789        21427.416       -17149.902
               -3              -18                7       -31680.553        1128.3385        76853.789        47843.813        21367.441       -18836.928
               -2              -18                7        -27277.15        82.505798        75824.313        53220.297        20875.326       -20464.168
               -1              -18                7       -23037.871       -1542.6763        74751.156        59166.371        20055.842        -22632.57
                0              -18                7       -19523.951       -7853.0586        70956.133        64359.844        19197.646       -24214.734
                1              -18                7       -16317.077       -13652.926        65534.836        67146.203        17864.432       -24347.994
                2              -18                7       -13537.965       -18946.891         60355.25        70235.602        16357.896       -24486.719
                3              -18                7       -11150.839       -24202.148        55236.105        73014.094        14811.603       -24387.789
                4              -18                7       -9155.6973       -29418.707        50177.387         75481.68        13225.548       -24051.211
                5              -18                7       -7552.5381       -34596.563        45179.102        77638.367        11599.731        -23476.98
                6              -18                7       -6341.3633       -39735.707        40241.246        79484.133        9934.1563       -22665.098
                7              -18                7       -5522.1733       -44836.156         35363.82            81019        8228.8193       -21615.564
                8              -18                7       -4770.8369       -49732.922        30894.434        80540.484        6769.9209       -20184.064
                9              -18                7       -4319.3955       -52944.438         27775.67        77674.328        5750.5532       -19309.635
               10              -18                7       -4579.5703       -55644.203         24876.24        77103.438        4538.7144       -18865.549
               11              -18                7       -4822.4766       -58225.609        22163.141        76560.109        3423.0322       -18193.113
               12              -18                7       -5038.1392       -60687.484        19629.477        76032.961        2416.6816        -17229.18
               13              -18                7       -4938.6045        -62823.57        17054.018         75105.43        1909.5387       -14112.773
               14              -18                7       -5281.3882       -64034.047         14309.53        73065.375        1348.1218       -11804.514
               15              -18                7       -5549.5049       -64967.844        11883.884        71094.258        879.24878       -9303.9414
               16              -18                7       -5742.6729       -65625.313         9777.334        69192.758        502.99493       -6610.5151
               17              -18                7        -5860.894       -66006.453        7989.8779        67360.859        219.36032       -3724.2354
               18              -18                7       -5904.1675        -66111.25         6521.519        65598.586        28.345032       -645.10278
              -18              -17                7       -67246.219        4895.4443        65190.828       -8072.4893       -1384.8276        921.07593
              -17              -17                7       -66324.906        5866.7383        66289.531        -6442.376        156.62595        278.69675
              -16              -17                7       -65293.164        6724.5234        67646.563       -4426.5239        1694.8546       -455.78912
              -15              -17                7       -64151.008        7468.8013        69261.906       -2024.9319        3229.8577       -1282.3818
              -14              -17                7       -62474.461        8453.1152        70530.641         531.7312        4773.9385       -2316.4121
              -13              -17                7       -60400.254        9915.9346         71364.57        3123.8628        6303.8438        -3575.783
              -12              -17                7       -58355.355        11612.922        72283.156        5922.2925        7801.0762        -4961.813
              -11              -17                7       -56667.109        12009.038        73213.742        8582.2842        9638.7607         -6062.77
              -10              -17                7        -54983.07        11915.166        74258.641        11305.185        11602.936       -7059.8237
               -9              -17                7       -53204.164        11697.961        75442.625        14175.572        13602.518       -8047.0938
               -8              -17                7       -49579.051        13500.152         74625.07        20669.291        14431.905       -10611.226
               -7              -17                7       -46027.477        14122.462        74034.883        27777.852        15042.766       -13765.415
               -6              -17                7       -42570.117         12428.48        73822.508        33778.844         16023.02        -16427.93
               -5              -17                7        -38936.73        10972.168        73395.422        39813.297        16571.129        -19030.66
               -4              -17                7       -35127.328        9753.5215        72753.641        45881.207        16687.098       -21573.605
               -3              -17                7       -31141.898        8772.5391        71897.164        51982.578        16370.924       -24056.768
               -2              -17                7       -27740.191         6212.458        71292.109        57792.418        16370.381        -27865.67
               -1              -17                7       -24326.051         2545.489        70038.281         63919.73        15869.079       -31599.707
                0              -17                7       -21482.197        -5038.417        67168.398        70533.688        15690.572       -34932.203
                1              -17                7       -18319.348       -11222.951        62040.898        73694.672        14496.158       -35153.371
                2              -17                7       -15582.684       -17144.678        57028.523        76973.594        13174.144       -35266.395
                3              -17                7       -13238.004       -23027.701        52076.582        79941.609        11812.367        -35141.77
                4              -17                7       -11285.307       -28872.021        47185.074        82598.719        10410.831       -34779.484
                5              -17                7       -9724.5938       -34677.637        42353.992        84944.922        8969.5332       -34179.555
                6              -17                7       -8555.8652       -40444.551        37583.344        86980.211        7488.4761       -33341.973
                7              -17                7       -7779.1191       -46172.766        32873.125        88704.609        5967.6577       -32266.732
                8              -17                7       -6036.7588       -51394.262        29618.328        83758.344        5585.3994        -29259.23
                9              -17                7       -4694.5786       -55132.898        26608.219        78682.164        4963.8174       -26913.045
               10              -17                7        -4803.895       -57846.977         23812.92        78156.984        3828.6162       -26156.488
