           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -7646.7324       -403.75815        7885.2861        725.30841       -45.821327       -155.50525
              -17              -18                7       -7717.9165       -2115.3733        6901.9268        1312.4392       -566.11853        184.11726
              -16              -18                7        -7782.752       -3925.1575        5857.1582         1831.938        -1010.819        566.52545
              -15              -18                7       -7841.2363       -5833.1084          4750.98         2283.804       -1379.9227        991.71893
              -14              -18                7       -7893.3716        -7839.228        3583.3906        2668.0381       -1673.4301        1459.6984
              -13              -18                7       -8243.6836       -10395.773        2706.6672        3149.4407       -2035.5566        2256.2708
              -12              -18                7       -8823.9824       -12993.268        2039.2003        3622.2075       -2761.9404        3374.6709
              -11              -18                7       -9424.1787       -15100.662        1251.2993        3975.9863        -3673.209        4510.4893
              -10              -18                7       -10066.708       -17168.766        374.85901        4305.7769        -4575.812        5705.4458
               -9              -18                7        -10751.57       -19197.578       -590.12024        4611.5781       -5469.7505        6959.5391
               -8              -18                7       -11728.251       -20433.197       -2158.1177        1984.3754       -6748.4351        7472.2886
               -7              -18                7       -12752.179       -21139.033       -4993.1665       -274.27109        -7503.958        8275.4561
               -6              -18                7       -13948.916       -21795.127       -7303.0508       -2184.5535       -8112.1699        9085.4287
               -5              -18                7       -15318.465       -22401.475       -9087.7705       -3746.4695       -8573.0732        9902.2051
               -4              -18                7       -16860.824       -22958.082       -10347.323         -4960.02        -8886.666        10725.785
               -3              -18                7       -18575.992       -23464.941       -11081.712       -5825.2061       -9052.9492        11556.168
               -2              -18                7       -20463.973       -23922.061       -11290.938       -6342.0269       -9071.9219        12393.356
               -1              -18                7       -22360.352       -24247.516       -11472.108       -7429.3916       -8805.1357        14118.947
                0              -18                7       -23597.525       -21861.646       -11295.573       -8944.5449       -8558.2021        14438.981
                1              -18                7       -24051.027       -19521.438       -9850.4883        -9366.248       -8190.5547        13645.523
                2              -18                7       -24310.691       -17284.918       -8186.7388       -9697.7637       -7724.1523        12896.184
                3              -18                7       -24266.625       -15031.643       -6518.9023       -9742.9229       -7138.0767        12002.398
                4              -18                7       -23918.828       -12761.623        -4846.978       -9501.7246       -6432.3271        10964.169
                5              -18                7       -23267.289       -10474.847       -3170.9648       -8974.1689       -5606.9014        9781.4883
                6              -18                7        -22312.02       -8171.3213       -1490.8641       -8160.2544       -4661.8022        8454.3633
                7              -18                7        -21053.02        -5851.043        193.32585       -7059.9834       -3597.0276         6982.791
                8              -18                7       -19494.154       -3661.9333        1497.2383       -4374.0625         -2496.51        5739.2588
                9              -18                7        -17701.08       -3298.8391        1653.1736       -1337.0083       -1829.1838        5820.3682
               10              -18                7       -15827.425       -3398.8335        1812.3015       -750.06647       -1296.7822        5743.4824
               11              -18                7       -13945.228       -3424.7285        1881.1163       -126.22681       -813.97229        5503.5723
               12              -18                7       -12054.673       -3383.8704        1858.4921        515.71649       -388.91196        5044.2002
               13              -18                7       -10180.882       -3634.3069        1722.9434        683.25989       -269.50272        2712.8025
               14              -18                7       -8298.6934       -4293.7935        1725.9889        2171.8315       -198.36307        2247.5422
               15              -18                7       -6449.6196       -5005.2471        1622.8757        3659.3596       -132.58862        1833.1257
               16              -18                7       -4633.6836       -5768.4883         1413.469        5145.1147       -72.161346        1468.4648
               17              -18                7       -2850.8867       -6583.5166        1097.7683        6629.0947       -17.081268        1153.5591
               18              -18                7        -1101.229        -7450.332        675.77429        8111.3027        32.651581          888.409
              -18              -17                7       -6729.9233       -900.09119        7976.4819        2727.2468        429.94946       -701.25073
              -17              -17                7       -6885.5576       -2587.9307        7077.1074        3286.1567       -89.077393       -366.01978
              -16              -17                7       -7034.8403        -4373.938        6116.3223        3777.4343       -532.50739        11.996874
              -15              -17                7       -7177.7729       -6258.1138        5094.1279        4201.0791       -900.34094        432.79886
              -14              -17                7       -7627.2969        -8623.416        4350.8008        4798.0313       -1287.3357        1101.0546
              -13              -17                7       -8313.2832       -11631.034        3850.2136        5570.1138       -1764.0823        2099.9761
              -12              -17                7       -8930.3457       -14985.527        3273.0151        6299.8911       -2267.2075         3270.739
              -11              -17                7        -9510.874       -17542.254        2550.5806        6762.4063       -3092.8633        4467.9688
              -10              -17                7        -10130.67       -19798.738         1722.793        7139.8374       -3991.4248        5697.8252
               -9              -17                7       -10792.799       -22015.932         806.4657        7493.2793       -4881.3208        6986.8193
               -8              -17                7       -11856.116       -24178.047       -30.200745        3399.4023       -6436.2178        7445.3975
               -7              -17                7       -12885.369       -25969.063       -1358.5525       -903.69177       -7609.0142        7949.5972
               -6              -17                7       -13986.271       -26699.086       -3332.8145       -3254.8105       -8247.1445        9069.5781
               -5              -17                7       -15259.984       -27379.365       -4781.9131       -5257.5654       -8737.9668        10196.363
               -4              -17                7       -16706.508         -28009.9       -5705.8452       -6911.9531       -9081.4785        11329.953
               -3              -17                7        -18325.84       -28590.693       -6104.6138       -8217.9766       -9277.6797        12470.345
               -2              -17                7       -19971.582       -29698.789       -7572.1206       -10010.412       -9004.1123            16650
               -1              -17                7       -21550.264       -29434.969       -8659.4521        -12513.84       -8600.3164        19911.662
                0              -17                7       -22639.465       -25037.053       -9612.7754       -16387.012       -8298.1885        21360.342
                1              -17                7       -23127.105       -22161.973       -8291.0293       -16622.848       -7860.7563        20695.988
                2              -17                7       -23352.613       -19345.529       -6856.2427       -16898.662       -7310.2451        19967.654
                3              -17                7       -23274.383       -16512.336       -5417.3672       -16888.117       -6640.0591        19094.871
                4              -17                7       -22892.422       -13662.389       -3974.4048       -16591.215       -5850.1992        18077.645
                5              -17                7       -22206.725       -10795.691        -2527.353       -16007.956       -4940.6641        16915.971
                6              -17                7       -21217.295       -7912.2432       -1076.2141       -15138.338       -3911.4553        15609.846
                7              -17                7       -19924.129       -5012.0415        379.01471       -13982.364       -2762.5708        14159.278
                8              -17                7       -18308.398       -2545.8811        420.34161       -6921.0762        -1861.757         12746.72
                9              -17                7       -16619.594        -1653.225        450.01785       -982.35126       -1141.9126        11973.854
               10              -17                7        -14776.07       -1651.1842        556.82233       -546.91235       -639.69318        11620.275
