           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        518.69806       -1322.0081         26987.49       -66569.219        16156.701        7782.9033
              -17              -18                7        1291.2258       -1217.3796        27379.238       -67837.938        16106.897        8084.5493
              -16              -18                7        2190.6211       -998.65594        27692.895       -68841.055        16005.356        8442.0518
              -15              -18                7        3216.8821       -665.83722        27928.461       -69578.563        15852.078        8855.4092
              -14              -18                7        4370.0107       -218.92328        28085.939       -70050.469        15647.061         9324.623
              -13              -18                7         5515.833        1279.2705        28067.344       -69598.117        15317.999         10055.01
              -12              -18                7        6761.2607        3047.5613        27730.912       -68467.563        14895.813        10454.266
              -11              -18                7         8224.168        3970.0215        27231.367       -67221.563        14450.428        10323.985
              -10              -18                7        9780.2676          4803.79        26712.785       -65774.492         13972.58        10151.748
               -9              -18                7        11429.558        5548.8672        26175.166       -64126.359        13462.265        9937.5508
               -8              -18                7        13356.186        6734.6826        24792.211       -61312.016        12949.674        7589.9385
               -7              -18                7        15822.368          8296.21        22955.818       -57342.191        11973.235        7261.3359
               -6              -18                7        18024.816        9889.7471        20692.887       -52255.801        10787.906        6839.9512
               -5              -18                7        19963.521        11515.292        18003.422       -46052.836        9393.6895        6325.7837
               -4              -18                7        21638.488        13172.846        14887.415       -38733.293         7790.582         5718.834
               -3              -18                7        23049.717        14862.409        11344.872       -30297.184         5978.584        5019.1016
               -2              -18                7        24197.207        16583.982        7375.7935       -20744.496        3957.6963        4226.5869
               -1              -18                7        25087.781        17993.553        3425.2002       -10163.431        1903.7457        2530.6152
                0              -18                7        25185.014        17377.096       -548.59412        1199.7797       -42.513737        736.32666
                1              -18                7        24607.037        14076.067       -4950.9468        11276.816       -2206.3323        135.96753
                2              -18                7        23713.572        11731.164       -8874.8516        20501.238       -4227.4009       -661.66284
                3              -18                7        22577.822         9809.293       -12503.717        29195.525       -6091.3745       -1549.4735
                4              -18                7        21199.787        8310.4541        -15837.54        37359.676       -7798.2559       -2527.4641
                5              -18                7        19579.465         7234.644       -18876.326        44993.695       -9348.0439       -3595.6367
                6              -18                7        17716.861        6581.8652        -21620.07        52097.574       -10740.735       -4753.9873
                7              -18                7        15611.973        6352.1182       -24068.775        58671.328       -11976.336       -6002.5205
                8              -18                7        13469.176        5809.7813       -26033.502        63442.824       -12988.073         -7488.46
                9              -18                7         11747.09           4875.5       -26854.445        64482.496       -13631.751       -8657.6943
               10              -18                7        9998.8389        4660.3613       -27443.039        66171.055       -14190.169       -9504.0918
               11              -18                7        8320.1133        4321.1279       -27990.961        67684.195       -14686.754       -10313.266
               12              -18                7        6721.2705         3811.613       -28488.906        69032.492        -15121.19       -11043.381
               13              -18                7        5514.3379        2019.2289       -28633.865        70552.211       -15497.294       -10384.146
               14              -18                7         4145.106        1903.3726       -28440.234        70041.539       -15697.411       -10092.766
               15              -18                7        2933.4624        1736.1696       -28175.412        69357.695       -15865.511       -9761.9707
               16              -18                7        1879.5657        1516.7542       -27839.564        68501.813       -16001.678       -9391.5254
               17              -18                7         983.4162        1245.1268       -27432.689        67473.875       -16105.907       -8981.4248
               18              -18                7        245.01358        921.28735       -26954.785        66273.906       -16178.207       -8531.6729
              -18              -17                7        463.29599       -1884.9456         25503.98       -68790.078        15181.596        12786.697
              -17              -17                7        1241.8043       -2077.9185        25851.637       -70093.891        15135.965          13143.9
              -16              -17                7        2147.1794       -2156.7961        26121.195       -71132.102        15038.597        13556.959
              -15              -17                7        3179.4209       -2121.5789        26312.666       -71904.703        14889.488        14025.874
              -14              -17                7        4233.3994       -1252.9751        26332.523       -71826.773        14608.531         14858.98
              -13              -17                7        5241.8521        840.63904        26206.705       -71052.508        14214.912        16116.822
              -12              -17                7        6278.5947        3632.5137        26028.066       -70160.047        13787.199        17539.594
              -11              -17                7        7607.5029        5353.2617        25563.662       -68981.227         13339.29        17854.215
              -10              -17                7        9092.2715        6601.7329         25015.41        -67565.75        12862.405        17813.467
               -9              -17                7         10670.23        7761.5137        24448.123       -65949.195        12353.055        17730.762
               -8              -17                7        12241.053        9663.0957        22862.348       -64698.836        11940.782        14204.203
               -7              -17                7        14006.203        12715.679        20905.295       -61692.113        11134.547        11800.608
               -6              -17                7        15996.449        15353.383        18611.469       -56247.063        9937.5293        11387.054
               -5              -17                7        17722.957        18023.096        15891.104       -49685.445        8531.6191        10880.718
               -4              -17                7        19185.725         20724.82        12744.202       -42007.258        6916.8213        10281.601
               -3              -17                7        20384.754        23458.553        9170.7646       -33212.492        5093.1318        9589.6992
               -2              -17                7         21453.99        26215.359        6228.0371       -23012.699        3436.0396        7741.5054
               -1              -17                7        22258.182        28575.359        3101.8467       -11357.622        1784.5493        3817.1714
                0              -17                7        22542.402        29834.078        3.5995717        2429.8506        405.58865       -1447.9696
                1              -17                7        22060.168        26084.705         -4183.21        12953.661       -1702.1064       -2882.0664
                2              -17                7        21298.242        22995.883       -8007.8364        22781.801        -3658.554       -4398.9346
                3              -17                7        20294.033        20330.094       -11537.421        32079.807       -5457.9082       -6005.9839
                4              -17                7        19047.539        18087.328       -14771.966        40847.676       -7100.1685       -7703.2119
                5              -17                7         17558.76          16267.6       -17711.471        49085.414       -8585.3359       -9490.6221
                6              -17                7        15827.697          14870.9       -20355.934        56793.016       -9913.4102       -11368.209
                7              -17                7        13854.348        13897.231       -22705.361         63970.48        -11084.39        -13335.98
