           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -15413.895       -29710.594        1058.8099       -48.242035        231.58447       -326.22559
              -17              -18                7        -15624.26       -30088.338        3349.8647       -1658.3256       -86.518356       -2327.7319
              -16              -18                7       -15785.702       -30531.209        5713.9653       -3444.0515       -509.17493       -4114.2388
              -15              -18                7       -15898.219       -31039.201        8151.1099       -5405.4189       -1036.3849       -5685.7456
              -14              -18                7       -15961.811       -31612.322          10661.3       -7542.4292       -1668.1489       -7042.2539
              -13              -18                7       -15836.335       -31888.674        12885.104       -10158.031       -2213.5156         -7152.48
              -12              -18                7       -15495.121       -31403.299        15058.371       -12383.369       -2367.8726       -5707.6226
              -11              -18                7       -15043.439       -30509.361         17474.82       -13860.841       -2299.1094       -3873.6379
              -10              -18                7       -14517.442       -29594.316         19947.84       -15131.214        -2204.981       -1949.2324
               -9              -18                7       -13917.125       -28658.168         22477.43       -16194.484       -2085.4849        65.596771
               -8              -18                7       -13262.734       -27172.123        24903.611       -19464.092       -1584.7936       -1239.7629
               -7              -18                7       -12598.095       -24378.322        28646.557       -22112.145       -1492.5958       -1043.0215
               -6              -18                7       -11622.062       -21482.139        31934.164       -24157.201       -1413.3352       -878.37305
               -5              -18                7       -10334.635       -18483.574        34766.434       -25599.256        -1347.011       -745.81396
               -4              -18                7       -8735.8154       -15382.628        37143.352       -26438.314       -1293.6216       -645.34473
               -3              -18                7       -6825.6016       -12179.299        39064.941       -26674.373       -1253.1698       -576.96631
               -2              -18                7       -4603.9937       -8873.5879        40531.188        -26307.43       -1225.6536       -540.67749
               -1              -18                7       -2261.9858       -5080.2656        41705.273       -26251.316       -1367.4575        223.57678
                0              -18                7       -47.939754        47.340332        42118.746       -26616.535       -1288.5507        354.96841
                1              -18                7        2123.4192        3590.4333        41491.637       -26122.641       -969.65491       -303.94727
                2              -18                7        4248.0352        7158.8311        40189.125       -25674.051       -754.27454       -1066.8909
                3              -18                7        6197.5317        10779.553        38513.352       -25035.113       -648.07172       -1817.4683
