           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        6069.4502        8804.1797        6836.1851        9267.1289       -27252.527        108689.17
              -17              -18                7        6079.3896        9906.5771        6395.6182        6950.0195       -30730.119        108897.29
              -16              -18                7        6180.4785         11131.14        5727.5488        4554.6396       -34231.863           109103
              -15              -18                7        6372.7178        12477.867        4831.9761        2080.9897       -37757.758        109306.29
              -14              -18                7        6656.1064        13946.757        3708.8992       -470.93259       -41307.801        109507.18
              -13              -18                7        6482.5181        15894.943        1960.0461       -2535.0239        -44297.34        109861.38
              -12              -18                7        6447.3311        18078.469        223.75659       -4346.1846       -46606.023        109756.68
              -11              -18                7        6988.8809        20117.029        -1101.092       -6331.5449       -48847.438        108955.02
              -10              -18                7        7656.7266        22170.377       -2415.8584       -8272.1416       -51152.766        107956.55
               -9              -18                7        8450.8701        24238.514       -3720.5413       -10167.976       -53522.008        106761.23
               -8              -18                7        9378.6475        26454.059       -5755.6006        -13024.45       -57356.039        104003.39
               -7              -18                7        11094.466        30079.471       -8772.2842       -16486.172       -61759.715        101718.41
               -6              -18                7        12481.777        33076.691       -11737.091       -19388.008       -66126.625         99116.82
               -5              -18                7        13540.576        35445.719       -14650.018       -21729.961       -70456.781        96198.602
               -4              -18                7        14270.865        37186.551       -17511.064       -23512.023       -74750.164        92963.766
               -3              -18                7        14672.646        38299.191       -20320.234       -24734.205       -79006.797        89412.328
               -2              -18                7        14745.917        38783.641       -23077.527       -25396.498       -83226.656        85544.266
               -1              -18                7        14882.896        38923.117       -25938.713       -25397.145       -86965.984        81551.008
                0              -18                7        14929.282        38881.824       -28306.154       -24354.344       -90314.148        76460.508
                1              -18                7        14127.237        36091.695       -29710.879       -22705.326       -93555.352        71015.109
                2              -18                7        13258.814        33503.313       -30469.316        -20917.42       -96583.211        65766.414
                3              -18                7        12413.479         31095.59       -30844.939       -18867.197       -99350.023        60585.449
                4              -18                7        11591.232        28868.533       -30837.754       -16554.648       -101855.84        55472.219
                5              -18                7        10792.072        26822.135        -30447.76       -13979.782       -104100.63        50426.715
                6              -18                7            10016          24956.4       -29674.949       -11142.598       -106084.41        45448.941
                7              -18                7        9263.0156        23271.332       -28519.334       -8043.0898       -107807.18         40538.91
                8              -18                7        8517.7012        21440.428       -26701.332       -4899.6836        -109116.3        35606.441
                9              -18                7        6905.7036        19542.531       -24914.621       -2737.6333       -109944.38         32478.25
               10              -18                7        4959.3125        18178.422       -23701.021       -896.29089       -110898.12         30284.65
               11              -18                7        3088.0498        16852.102       -22427.879        695.60278       -111881.09        28024.352
               12              -18                7        1300.3164        15531.616       -21078.604        2027.6927       -112896.02        25658.035
               13              -18                7       -189.94441        13277.951       -19119.805        2864.0737       -114001.54        22007.473
               14              -18                7       -1538.8337        12109.191       -16942.477        4378.7993       -113974.38        18617.184
               15              -18                7       -2784.0115        10988.355       -14773.846         5702.499       -113911.55        15209.513
               16              -18                7       -3925.5381        9914.8535       -12614.022        6834.6816       -113813.72        11784.312
               17              -18                7       -4963.4126        8888.6855       -10463.007        7775.3467       -113680.84         8341.583
               18              -18                7       -5897.6362        7909.8521       -8320.7998        8524.4941          -113513        4881.3232
              -18              -17                7        5676.7446        6588.5488        6620.7109        10214.773       -30545.803        109202.85
              -17              -17                7        5584.0439         7622.981        6089.7466        7839.4424       -33935.055        109438.14
              -16              -17                7        5582.4932        8779.5771        5331.2793        5385.8403       -37348.453        109671.02
              -15              -17                7        5672.0923        10058.338        4345.3081        2853.9678           -40786        109901.46
              -14              -17                7        5308.3828        11826.184        2676.1167        776.70697       -43632.805        110324.19
              -13              -17                7        4510.0527        14073.446        429.03638       -813.03442       -45910.117         111036.8
              -12              -17                7        3775.6743        16465.051       -1950.2053       -2387.0156        -48181.07        111894.11
              -11              -17                7        4025.3616        18670.105       -3554.4683       -4239.6226       -50386.625        111634.11
              -10              -17                7        4636.9443        20816.379       -4924.7861       -6127.9443       -52633.246        110880.83
               -9              -17                7        5374.8247        22977.438        -6285.021       -7971.5034       -54943.777        109930.73
