           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        9.9970856        4427.5596        17.374817        4322.1807      -0.36900365        5972.5811
              -17              -18                7        10.020686        4514.1304        16.438818        14172.936       0.59600562        3177.7498
              -16              -18                7         10.08703        4633.8877        15.555052        23461.383        1.4574461        686.49609
              -15              -18                7         10.19612        4786.8296        14.723516         32187.52        2.2153175       -1501.1793
              -14              -18                7        10.347952         4972.957        13.944213        40351.348        2.8696203       -3385.2781
              -13              -18                7        10.667863        3308.5803        13.274702        47056.965        3.4239488       -5669.6328
              -12              -18                7        10.912209        1738.4166        12.658807        52155.266        3.7259421       -7234.0825
              -11              -18                7        10.981341        1867.4757        12.046475        56562.352        3.7765501       -7326.0239
              -10              -18                7        11.077354        2073.5981        11.456383        60663.293        3.7334301       -7009.0098
               -9              -18                7        11.200249        2356.7839        10.888526        64458.094        3.5965817       -6283.0396
               -8              -18                7        11.329223        1740.0737         10.67013         66447.43        3.6530311       -4517.6279
               -7              -18                7        11.679297        1066.4106        11.088114        64244.727        3.2374821       -2821.9219
               -6              -18                7        11.997212        170.86823         11.62256        60214.168        2.8418829       -1610.4453
               -5              -18                7        12.282969       -946.55249         12.27347         54355.75        2.4662337       -883.19659
               -4              -18                7        12.536564       -2285.8533        13.040844         46669.48        2.1105332       -640.17981
               -3              -18                7           12.758       -3847.0322        13.924683        37155.352        1.7747824       -881.38666
               -2              -18                7        12.947279       -5630.0913        14.924989        25813.365        1.4589818       -1606.8247
               -1              -18                7        13.058907       -6552.5483        16.192127        12621.827       0.91174358       -762.56616
                0              -18                7        13.097866       -5191.8125        17.700577       -2684.1289       0.11402201        1499.9344
                1              -18                7        12.573549       -177.91504        18.922043       -15004.655      -0.19375169        389.30518
                2              -18                7        12.224901        2722.5449        19.892687       -25942.953      -0.51396215       -171.17139
                3              -18                7        11.937754        4816.7432        20.775673       -36072.984      -0.87795556       -198.70557
                4              -18                7        11.712108        6104.6821        21.570999       -45394.742       -1.2857319        306.70605
                5              -18                7        11.547961        6586.3613        22.278669        -53908.25       -1.7372921         1345.061
                6              -18                7        11.445314        6261.7793        22.898676       -61613.477       -2.2326343        2916.3557
                7              -18                7        11.404169        5130.9355        23.431026       -68510.461       -2.7717612        5020.5977
                8              -18                7        11.274985        4689.8174        23.715773       -72031.367       -3.2746603        6801.1963
                9              -18                7        11.138396        5343.2583        23.438046       -67130.734       -3.2575581        6950.4287
               10              -18                7        11.238625        4447.8096         23.16975       -62882.664       -3.0993073        7826.1904
               11              -18                7        11.329176        3708.3074        22.891384       -58509.613       -2.9073925        8446.0205
               12              -18                7        11.398523        3205.6313        22.600088       -53976.863       -2.6771171        8733.3125
               13              -18                7        11.091458        5333.9614        22.202007       -48129.949       -2.2674544         6416.082
               14              -18                7        10.961562        4398.5269        21.453468       -39532.043       -1.8334011        5066.8916
               15              -18                7        10.811515        3748.3101        20.671135       -30715.502        -1.356223        3302.4736
               16              -18                7        10.641205        3385.2107        19.855206       -21681.846      -0.83591628        1122.1238
               17              -18                7        10.450628        3309.2256        19.005678       -12431.088      -0.27248096       -1474.1567
               18              -18                7        10.239788        3520.3557        18.122551       -2963.2209       0.33408293       -4486.3701
