           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -4.8091059       -408.79492        7.3681393        623.96887       -7.1337776       -745.47424
              -17              -18                7       -5.4765301       -545.87183        11.240191       -314.58801       -3.3494525       -1565.9653
              -16              -18                7       -6.0939741       -800.84149        14.544044        -1620.583        0.0715096       -2093.8513
              -15              -18                7        -6.661437       -1173.7035        17.279699       -3294.0146         3.129106       -2329.1316
              -14              -18                7       -7.1789193       -1664.4587        19.447157       -5334.8848        5.8233399       -2271.8069
              -13              -18                7       -7.3580427       -2428.2852        23.791643       -7075.2617        9.3448277       -1150.8672
              -12              -18                7       -7.2235541       -3061.7029        32.002075       -8580.7969        12.060849        527.15674
              -11              -18                7         -6.99753       -3359.7605        41.177986       -10290.271        12.650185        1885.0051
              -10              -18                7       -6.6411805        -3688.314           50.021       -12013.675        12.575751        3258.8701
               -9              -18                7       -6.1545062        -4047.363         58.53112       -13751.008        11.837555        4648.7529
               -8              -18                7       -5.1587014       -3641.8525        58.178181       -18922.996        12.091146        2560.9417
               -7              -18                7        -2.476558        -1506.552        57.973392       -25889.773        11.093546        2782.8054
               -6              -18                7      -0.66127491        22.551636        57.564499       -31710.262        10.466088        2952.1182
               -5              -18                7       0.28714561        945.45837        56.951534       -36384.461        10.208775        3068.8789
               -4              -18                7        0.3687036        1262.1681        56.134468       -39912.371        10.321603        3133.0879
               -3              -18                7      -0.41659784        972.68188        55.113319       -42293.996        10.804567        3144.7454
               -2              -18                7        -2.068764        76.998779        53.888077       -43529.332        11.657675        3103.8508
               -1              -18                7       -3.5137267       -934.72559        51.468342       -44963.426        12.435652        4475.9727
                0              -18                7        1.7504847        15.495148        52.085602       -45600.523        11.976294        4541.1309
                1              -18                7        2.3199422       -765.69434        54.437634       -44023.488        11.155392        3154.9312
                2              -18                7        2.8803945       -1315.3091        55.248295        -41800.77        11.017529        1982.0322
                3              -18                7        3.5802565       -1402.7554        55.813148       -39078.293        10.784452        913.09375
                4              -18                7         4.419528       -1028.0344        56.132221       -35856.047        10.456154       -51.887695
                5              -18                7          5.39821       -191.14453        56.205482       -32134.037        10.032629       -912.91333
                6              -18                7        6.5162992        1107.9116        56.032951        -27912.27        9.5138788       -1669.9812
                7              -18                7        7.7738008        2869.1375        55.614624        -23190.73        8.8999109       -2323.0923
                8              -18                7        8.8401089        4677.7236         56.37764       -17385.441        6.7988796       -2650.1995
                9              -18                7        8.5674086        4502.5625        54.082352       -13344.364        6.1350803       -1706.6641
               10              -18                7        8.3632593        4055.8987         46.45462       -11554.672        8.2899466       -866.69434
               11              -18                7        8.1957302        3698.9832        38.119259       -9886.4805        9.9724083       -199.30267
               12              -18                7         8.065877        3409.8953        29.184875       -8361.0029        11.052633        230.98703
               13              -18                7        7.9768558        2508.9385        23.376453       -7516.2656        7.6890702       -1446.8491
               14              -18                7        7.1792927        2196.6714        21.900253       -5446.1484        6.2667818       -1356.7731
               15              -18                7        6.4212856        1854.4771        19.822649       -3561.1997        4.1239467        -1196.245
               16              -18                7        5.7032685        1482.0236        17.140808       -1862.1768         1.259176       -966.26941
               17              -18                7        5.0252423        1079.3113        13.854723       -349.08032       -2.3275287        -666.8465
               18              -18                7        4.3872056        646.34045        9.9643974        978.08948       -6.6361685       -297.97632
              -18              -17                7       -13.063131       -2344.6934        7.6871605        590.86877       -3.9523027       -1258.1565
              -17              -17                7        -13.90615       -2564.5222        11.485635       -431.46936     -0.067373276       -1998.6958
              -16              -17                7       -14.699186       -2902.2437        14.715912       -1821.2452        3.4541922       -2446.6296
              -15              -17                7       -15.442244       -3357.8579        17.377991       -3578.4585        6.6123934       -2601.9585
              -14              -17                7       -15.876019       -4057.8989        22.241539       -5102.5239        10.534086       -1678.9126
              -13              -17                7       -15.982583       -5125.8589        29.473446       -6243.4326        15.686096        336.27405
              -12              -17                7       -15.990872       -6486.3799        36.620461       -7497.0918        21.196726        2736.9634
              -11              -17                7       -15.864401         -7047.46         45.65284       -9002.7578        23.521908        4501.1001
              -10              -17                7       -15.601343       -7379.0107        54.896549       -10569.284        24.357323        6050.8228
               -9              -17                7       -15.207958       -7741.0586        63.807365       -12149.741        24.528971        7616.5625
               -8              -17                7       -16.126247        -8949.252        59.615574        -19248.57        28.912537        4048.7361
               -7              -17                7       -15.831636       -8640.1865        56.109112       -27395.438        34.127888        1283.6472
               -6              -17                7       -13.456478       -6776.7197        55.473969        -33307.25        36.132828        1837.9761
               -5              -17                7       -11.948182       -5519.4478        54.634735       -38072.781        38.507915        2339.7529
               -4              -17                7       -11.306753        -4868.375        53.591427        -41692.02        41.253147        2788.9785
               -3              -17                7       -11.532178       -4823.4966        52.344025       -44164.961        44.368515        3185.6519
               -2              -17                7       -9.2207079       -4645.0332        52.518867       -47239.844         45.76329        8975.1621
               -1              -17                7        -5.991075       -2879.6914        52.621555         -49726.5        46.053123        12418.576
                0              -17                7        4.8162932        2666.2705        54.540062        -51526.02        46.286354        12360.961
                1              -17                7        6.2473316        2215.2314        56.170204       -49143.605         44.40987        10848.789
                2              -17                7        7.7052789        2103.2051         56.66441       -46543.934        43.002239        9501.6113
