           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        13494.464       -53911.578        13141.828       -51384.047        6743.4473        2949.9282
              -17              -18                7        13361.788       -54947.266        12138.131       -52843.801        6249.7188        6480.5303
              -16              -18                7        13262.486        -55835.02        11075.146       -54047.984        5721.8711        10173.442
              -15              -18                7        13196.555       -56574.836         9952.873       -54996.602        5159.9038        14028.662
              -14              -18                7        13163.997       -57166.723        8771.3115       -55689.641        4563.8164        18046.193
              -13              -18                7        13131.844       -56545.418         7619.751       -55554.156        3933.2043        22909.834
              -12              -18                7        13102.498       -55117.398        6542.6133       -54810.883        3228.3069        27815.758
              -11              -18                7        13106.808         -54002.5        5463.4277       -53873.383        2438.4976        32015.949
              -10              -18                7        13130.535       -52846.887        4375.3345       -52668.883        1602.6218        36188.395
               -9              -18                7        13173.676       -51650.543        3278.3342       -51197.371         720.6792         40333.09
               -8              -18                7        13117.941       -48503.996        2135.7341       -52475.461       -51.468552        41923.965
               -7              -18                7        13185.219       -42616.586        676.63379       -50509.871        -1077.896        46551.531
               -6              -18                7        13093.575       -36539.125       -841.96991       -47064.836       -2073.3767        50625.227
               -5              -18                7        12843.011       -30271.621       -2420.0762       -42140.367       -3037.9097        54145.047
               -4              -18                7        12433.521        -23814.07       -4057.6843       -35736.441       -3971.4951        57111.004
               -3              -18                7         11865.11       -17166.475       -5754.7974       -27853.066       -4874.1343        59523.094
               -2              -18                7        11137.778       -10328.833       -7511.4116       -18490.258       -5745.8262        61381.313
               -1              -18                7        10341.003       -3335.1072       -9239.9473       -8541.9063       -6515.4858        62437.457
                0              -18                7        9461.5596        6487.7383       -10321.729        440.49957       -7185.6304        61956.102
                1              -18                7        8456.6553        11560.201       -11011.813        8553.2441       -7790.1968        60595.852
                2              -18                7        7402.8906         17127.68       -11463.056        15016.676       -8262.6445        58660.766
                3              -18                7        6354.2202        22859.832       -11757.039        21105.477       -8622.4111        56031.566
                4              -18                7         5310.644        28756.656       -11893.764        26819.645        -8869.499         52708.27
                5              -18                7        4272.1606        34818.164       -11873.229        32159.188       -9003.9072        48690.855
                6              -18                7        3238.7715        41044.328       -11695.431        37124.102       -9025.6357        43979.328
                7              -18                7        2210.4756        47435.184       -11360.375        41714.387       -8934.6846        38573.695
                8              -18                7        1290.9314        52745.234       -10911.465        46870.008       -8821.2344        32692.934
                9              -18                7        782.67499        54272.594       -10218.321        50524.055        -8821.459        29272.064
               10              -18                7        352.56943        55812.102        -9357.332        51653.441       -8754.7959         26490.43
               11              -18                7       -31.005463        57190.859       -8507.2109        52667.844       -8707.0313        23515.273
               12              -18                7       -359.03104          58353.5       -7660.8159        53564.148       -8680.8008         20323.73
               13              -18                7       -333.81165        57805.656       -6580.6343        54305.027       -8749.1855        16352.176
               14              -18                7       -386.96173        57760.906       -5267.9053        53963.758       -8650.7041        13138.842
               15              -18                7        -346.4295        57465.273       -3975.7427        53564.227       -8581.3164        9905.8047
               16              -18                7       -212.11688        56918.484       -2704.2888         53107.07       -8541.1309        6652.6309
               17              -18                7        15.975952        56120.531       -1453.5448        52592.289       -8530.1465        3379.3223
               18              -18                7        337.84915        55071.418       -223.51056        52019.879       -8548.3652        85.879639
              -18              -17                7        12534.005       -55602.484        13057.758       -52581.668        6279.9448        6935.5459
              -17              -17                7        12397.852        -56870.57        12050.889        -54260.07        5790.9111        10531.592
              -16              -17                7         12295.07       -57990.719        10984.732       -55682.898        5267.7578        14289.946
              -15              -17                7        12225.661       -58962.938        9859.2852       -56850.156        4710.4854        18210.611
              -14              -17                7        12181.964       -58894.816        8743.8584           -57124        4120.6587        23036.105
              -13              -17                7        12142.741       -57626.574        7678.9155       -56691.016        3516.1831        28930.982
              -12              -17                7        12108.193       -55915.102        6614.5635         -56187.5        2901.3132        35275.531
              -11              -17                7        12099.586       -54411.824        5554.5967       -55345.461         2178.165         40167.57
              -10              -17                7        12114.451       -52997.301          4487.71       -54186.367         1386.911        44581.098
               -9              -17                7        12148.736       -51542.059        3411.9163       -52760.273        549.59033        48966.883
               -8              -17                7        11961.252       -49196.668         2414.908        -58832.77        20.306351        49321.742
               -7              -17                7        11832.048       -44188.785        1226.4941       -62404.895       -694.87451        51665.223
               -6              -17                7        11748.739       -37165.707       -239.43576       -59612.992       -1646.1512        56567.289
               -5              -17                7        11506.507       -29952.584       -1764.8691       -55341.641       -2566.4812        60915.484
               -4              -17                7        11105.354       -22549.414       -3349.8049       -49590.855       -3455.8635        64709.809
               -3              -17                7        10545.277       -14956.197       -4994.2441       -42360.617       -4314.2988        67950.266
               -2              -17                7        10050.528       -6476.3931       -6563.4053       -32572.859        -5103.168        72093.766
               -1              -17                7        9467.2393        3230.2676       -8012.1792       -22011.328       -5756.8154        72359.664
                0              -17                7        8907.8838        17126.047       -9064.2959       -11073.226       -6313.6743        69718.109
                1              -17                7        7975.7471        22147.238       -9746.0801       -2443.2979       -6918.8857        67441.344
                2              -17                7        7026.5898        27442.186        -10229.92        4913.4443       -7395.6074        64594.199
                3              -17                7        6082.5264        32901.805       -10556.498        11895.559       -7759.6499        61052.945
                4              -17                7        5143.5566        38526.098       -10725.818        18503.041       -8011.0137        56817.586
                5              -17                7        4209.6812        44315.066       -10737.877        24735.893       -8149.6973        51888.117
                6              -17                7        3280.8987        50268.711       -10592.675        30594.115       -8175.7007        46264.531
                7              -17                7        2357.2095        56387.023       -10290.215        36077.715       -8089.0254        39946.836
                8              -17                7        1833.1609        56800.344       -10011.121        44432.199       -8252.0254        32669.695
                9              -17                7        1335.0212        57346.453       -9543.7363        50382.426       -8366.8184        27763.115
               10              -17                7          937.659         58517.32       -8725.8398        51468.742       -8334.7793        24737.693
               11              -17                7        586.82764        59527.445       -7918.8125         52440.07       -8321.6377        21518.754
               12              -17                7         524.6792        58931.113       -6942.9922        53082.785       -8402.5225        17623.477
               13              -17                7        592.69086        58254.414       -5911.8071        53664.047       -8503.3906        13689.563
               14              -17                7        733.58154        57903.121       -4867.2949        54248.434       -8603.7393         9866.623
               15              -17                7        808.76868        57755.621         -3620.25        54110.199       -8553.8506        6575.4141
               16              -17                7        960.87592        57372.602        -2370.614        53834.758       -8514.5879        3318.7197
               17              -17                7        1206.7638        56738.422       -1141.6882        53501.688       -8504.5273        41.889648
               18              -17                7        1546.4316        55853.086        66.528381        53110.988        -8523.667       -3255.0742
              -18              -16                7        11505.478       -56869.883        12998.545       -53598.953        5775.3472        10705.264
              -17              -16                7        11365.846       -58370.363        11988.502       -55496.004        5291.0078        14366.754
              -16              -16                7        11259.587        -59722.91        10919.172        -57137.48        4772.5498        18190.551
              -15              -16                7        11204.203       -60207.008        9839.9922       -57821.023         4223.499        22977.547
              -14              -16                7        11176.755       -59646.734        8793.0869       -57733.898        3661.6191        28892.256
              -13              -16                7        11153.982       -58643.215        7746.7739       -57576.238        3089.3462        35256.637
              -12              -16                7        11135.886       -57196.453        6701.0527       -57348.047         2506.679        42070.688
              -11              -16                7        11122.686       -55320.406        5656.0386         -57029.5        1909.7686         49247.66
              -10              -16                7        11128.694       -53646.973        4610.3579       -55915.813        1163.1366        53902.273
               -9              -16                7        11138.996       -51963.102        3563.3945       -55427.102        403.55115        58257.164
               -8              -16                7        10959.269       -49847.516        2593.6396       -64672.781       -40.959625        59688.883
               -7              -16                7          10682.2       -46443.855        1638.2417        -76238.75       -454.04349        60585.891
               -6              -16                7        10501.813       -39675.598        372.34033       -78957.773       -1188.1378        64546.355
               -5              -16                7        10267.915       -31516.855       -1100.4189       -75339.563       -2064.2637        69722.914
               -4              -16                7        9967.1348       -22165.404       -2603.2017       -68231.617       -2911.1191        76606.961
               -3              -16                7        9632.0029       -11684.662       -4084.6985        -57396.43       -3716.9856        83397.344
               -2              -16                7        9171.9688       -1207.5071       -5559.5767       -44977.465       -4475.8984        86957.719
               -1              -16                7        8643.2773        11236.396       -6768.2471       -33790.605       -5019.3301         83800.68
                0              -16                7         8171.791        25411.098       -7702.5308       -22306.973        -5461.436        79124.031
                1              -16                7        7511.1133        34014.695       -8539.7842       -11723.564       -6060.0742        75992.578
                2              -16                7         6666.563        39037.109       -9056.2178       -3473.5088       -6541.0713        72233.375
                3              -16                7        5827.1064        44224.195       -9415.3926         4401.916       -6909.3896        67780.063
                4              -16                7        4992.7441        49575.957       -9617.3076        11902.711       -7165.0283        62632.645
                5              -16                7        4163.4746        55092.387       -9661.9609        19028.871       -7307.9863        56791.109
                6              -16                7        3339.2996        60773.496       -9549.3545        25780.408       -7338.2661        50255.473
                7              -16                7        2781.1521        62021.266       -9385.1943        34251.031       -7470.4785        41181.727
                8              -16                7        2350.2485         60930.02       -9176.1221        42833.777       -7688.1084        32606.842
                9              -16                7        1886.5432        60240.313       -8871.5596        50132.566       -7881.6621        26128.115
               10              -16                7        1508.2072        60855.672       -8155.7402        51943.727       -7910.2505         22564.65
               11              -16                7        1355.7385        60353.344       -7278.9502        52592.289       -7994.1245        18763.193
               12              -16                7        1393.6622        59222.387       -6310.0889        53010.844        -8127.999        14755.953
               13              -16                7        1504.4657        58416.828       -5327.9009          53432.5       -8261.3516        10859.686
               14              -16                7        1688.1487        57936.668       -4332.3833        53857.273       -8394.1826        7074.3872
               15              -16                7        1944.7119        57781.902       -3323.5391        54285.145       -8526.4902        3400.0593
               16              -16                7         2148.853        57595.375       -2140.4314        54293.508       -8525.2646        67.366699
               17              -16                7        2412.5354        57124.965       -933.32324        54142.156        -8516.126       -3212.9849
               18              -16                7        2769.9978        56403.398        253.07544        53933.168       -8536.1895       -6513.4702
              -18              -15                7        10408.883       -57713.766        12964.186       -54435.906        5229.6538        14259.081
              -17              -15                7        10265.773       -59446.648        11950.972       -56551.605        4750.0093        17986.014
              -16              -15                7        10198.559           -60482        10908.149       -57645.211        4241.7227        22734.168
              -15              -15                7        10182.885       -60629.684        9879.2832       -57903.945        3722.4397        28668.711
              -14              -15                7        10171.888       -60334.125        8851.0088       -58092.148        3192.7632        35052.918
              -13              -15                7        10165.566        -59595.32        7823.3257        -58209.82        2652.6926        41886.797
              -12              -15                7        10163.921       -58413.277        6796.2344       -58256.953        2102.2285        49170.344
              -11              -15                7         10166.95       -56787.996        5769.7349       -58233.566        1541.3695        56903.566
              -10              -15                7        10173.259        -54795.91        4743.2783       -57857.227        931.29883        64151.918
               -9              -15                7        10159.401       -53048.859        3729.6926       -59470.727        273.27777        68581.133
               -8              -15                7        9998.7383       -51178.957        2782.5315       -71492.016       -105.74883        71318.359
               -7              -15                7        9740.7324       -48020.984        1849.7272       -85833.578       -453.34866        73520.867
               -6              -15                7        9385.3867       -43574.922         931.2785       -102495.45       -769.52155        75188.648
               -5              -15                7        9288.7637       -31488.633       -418.53442       -94539.711       -1574.6781        87361.875
               -4              -15                7        9092.9531        -19083.25       -1822.5382       -82757.258       -2400.5869        96538.953
               -3              -15                7        8772.2402       -6681.4414       -3219.9224       -69391.063       -3179.5415        102486.05
               -2              -15                7         8326.626        5716.7822       -4610.6865       -54441.074        -3911.542        105203.16
               -1              -15                7         7868.272        19915.795       -5621.1377       -44321.758       -4320.4316        97763.125
                0              -15                7         7455.001        34597.441       -6470.0098       -32723.178       -4679.8062        92355.672
                1              -15                7        7043.9893        46623.625       -7425.1313       -18896.762        -5239.896        85603.156
                2              -15                7        6322.8115        51912.445       -7941.9521       -10144.197       -5699.0356        81578.297
                3              -15                7        5587.9619        56826.992       -8333.7217       -1375.4619       -6071.6289        76212.922
                4              -15                7        4858.2061        61906.227       -8568.2324        7018.6475        -6331.543        70153.438
                5              -15                7        4133.5439        67150.125       -8645.4814         15038.12       -6478.7764        63399.852
                6              -15                7        3547.6316         69817.43       -8612.1992        23726.994       -6609.7651        54108.078
                7              -15                7        3211.3132        67275.063       -8557.0781        33542.852       -6881.6626        42258.141
                8              -15                7        2842.1934        65134.242       -8406.4678        42074.746       -7129.4844        32504.371
                9              -15                7         2440.272        63394.969       -8160.3691        49322.688       -7353.2285        24846.758
               10              -15                7        2159.3662        62072.332       -7588.5068        52833.555       -7523.9902         19771.33
               11              -15                7        2167.2021        60487.121       -6681.9697        53089.383       -7690.8721        15690.764
               12              -15                7         2247.918        59227.316        -5762.106        53348.328       -7857.2314        11721.168
               13              -15                7        2401.5132        58292.895       -4828.9126        53610.371       -8023.0679         7862.542
               14              -15                7        2627.9883        57683.875       -3882.3923        53875.527       -8188.3823        4114.8872
               15              -15                7        2927.3438        57400.254       -2922.5444        54143.797       -8353.1748        478.20392
               16              -15                7        3299.5776        57442.027       -1949.3678        54415.164       -8517.4443       -3047.5103
               17              -15                7        3633.2903        57280.164       -828.45026        54513.691       -8564.9434       -6385.2979
               18              -15                7        4008.5479        56722.367        336.13086        54486.418       -8585.9307       -9689.3066
              -18              -14                7        9244.2178       -58134.145        12954.683       -55092.512        4642.8652            17597
              -17              -14                7        9165.0313       -59719.793         11948.33       -56596.582        4175.3311        22305.973
              -16              -14                7        9161.1328       -60575.438        10937.502       -57201.172         3698.645        28260.344
              -15              -14                7        9161.9111       -60987.836        9927.2666        -57735.23        3211.5647        34664.383
              -14              -14                7        9167.3652           -60957         8917.623       -58198.762        2714.0911        41518.094
              -13              -14                7        9177.4941        -60482.91        7908.5703       -58591.758        2206.2227        48821.473
              -12              -14                7        9192.2988        -59565.59        6900.1099       -58914.227        1687.9612         56574.52
              -11              -14                7        9211.7803        -58205.02        5892.2407       -59166.164        1159.3054        64777.242
              -10              -14                7        9235.9365       -56401.211        4884.9644        -59347.57        620.25623        73429.625
               -9              -14                7        9221.2598       -54815.211        3906.1499       -64493.574        139.48122        80167.422
               -8              -14                7        9079.6592       -53190.992         2981.582       -79290.469       -174.06142        84210.141
