           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        15834.332        13903.713       -476.86981        850.14478       -50615.883         120071.9
              -17              -18                7        14730.133        16736.012       -372.22424        772.85309       -54346.648        118159.55
              -16              -18                7        13638.082        19529.135       -321.46304        786.63806       -58078.242         115867.9
              -15              -18                7        12558.179        22283.082       -324.58594        891.49951       -61810.668        113196.95
              -14              -18                7        11490.421        24997.855       -381.59323        1087.4375       -65543.922        110146.68
              -13              -18                7        10085.069        27532.656        -866.8241        1331.7405       -69161.594        106174.59
              -12              -18                7        8427.4609        29517.125       -1360.6948         1454.401       -72246.367        101543.63
              -11              -18                7        6829.2725        31210.104       -1510.0352        1455.2512       -74914.813        96825.031
              -10              -18                7        5251.5767        32833.422       -1643.5474        1379.6417       -77515.422        91918.094
               -9              -18                7         3694.373        34387.082       -1761.2314        1227.5735       -80048.203        86822.797
               -8              -18                7        2098.3535        34363.719        -1357.849        1460.1757       -82193.969        80757.422
               -7              -18                7        568.14941        34575.379       -1191.8401         1267.137       -84848.602        71912.063
               -6              -18                7        -868.7785        34653.371       -1069.1113        1101.5074       -87250.477        62854.711
               -5              -18                7       -2212.4299        34597.695       -989.66272        963.28406        -89399.57        53585.398
               -4              -18                7       -3462.8049        34408.348       -953.49432        852.46796       -91295.883        44104.086
               -3              -18                7       -4619.9043        34085.332       -960.60571        769.05878        -92939.43        34410.805
               -2              -18                7       -5683.7275        33628.648       -1010.9974        713.05798       -94330.195        24505.539
               -1              -18                7       -6472.2769        33229.996       -1194.8315        724.18091       -95491.953        14615.734
                0              -18                7       -7895.1782          32734.4        -1585.344       -195.86032       -95198.313        3485.9517
                1              -18                7       -8836.4707        32849.883       -1686.9514       -274.93872       -94113.922       -6840.9917
                2              -18                7       -9685.6914        32868.742       -1524.5408       -335.92944       -92961.813       -16944.426
                3              -18                7       -10439.293         32797.18       -1348.6285       -467.92346       -91571.477       -26970.035
                4              -18                7       -11097.279        32635.189       -1159.2163       -670.92078       -89942.922       -36917.816
                5              -18                7       -11659.647        32382.773       -956.30273       -944.92206       -88076.133       -46787.781
                6              -18                7       -12126.398         32039.93       -739.88782        -1289.926       -85971.125       -56579.914
                7              -18                7       -12497.533        31606.666       -509.97174       -1705.9333       -83627.914       -66294.242
                8              -18                7        -12778.51        30983.658       -402.61053       -1654.7847       -81046.828       -75319.352
                9              -18                7       -13542.691        29139.936       -648.64703       -1037.3285       -78779.172       -80999.297
               10              -18                7       -14559.057        26977.951       -694.29559       -1256.6453       -76627.609       -85889.375
               11              -18                7       -15561.428        24794.947       -690.13245       -1407.8981       -74414.133       -90707.766
               12              -18                7       -16546.945         22584.32       -624.32819       -1493.7788       -72116.422           -95474
               13              -18                7       -17474.137        19992.057        -169.0401       -1565.3964           -69079       -100781.11
               14              -18                7       -17935.355        17088.402         -237.591       -1497.1224       -65815.641       -104944.54
               15              -18                7       -18403.762        14141.621       -290.60553       -1414.9268       -62547.398       -108801.73
               16              -18                7       -18879.662        11151.794       -327.77368       -1318.8497        -59274.43       -112353.27
               17              -18                7       -19363.055        8118.9229       -349.09534       -1208.8909       -55996.727       -115599.11
               18              -18                7       -19853.945        5043.0068       -354.57065       -1085.0505       -52714.301       -118539.28
              -18              -17                7        16401.719        14579.557       -1041.3757        3053.3486       -51260.273        121613.17
              -17              -17                7        15238.617        17624.508       -930.29889        3095.9441       -54938.668        119573.48
              -16              -17                7        14087.664        20630.283        -873.1062         3229.616       -58617.898        117154.48
              -15              -17                7        12948.856        23596.883       -869.79779         3454.364       -62297.945        114356.17
              -14              -17                7        11435.827        26482.014       -1289.7091        3863.3538       -65821.078        110513.58
              -13              -17                7        9588.7266        29133.436       -2160.5684        4338.3579       -69234.672        105743.25
              -12              -17                7         7769.877        31541.188       -3156.9685        4757.6157       -72696.484        100683.84
              -11              -17                7        6119.4185        33209.578       -3546.3049        4801.3335       -75578.266        95805.258
              -10              -17                7        4527.1338         34659.77       -3741.7813        4686.6069       -78238.984        90851.484
               -9              -17                7        2955.3406        36040.297        -3921.427        4495.4229       -80831.891        85709.344
               -8              -17                7        1719.3936        35927.355       -3226.4561        6202.7759       -83122.711        80716.781
               -7              -17                7         538.6438        36061.375          -2435.3        6917.1709       -85941.172        73935.492
               -6              -17                7       -824.56702        36075.641       -2380.8965        6465.5542       -88601.023        64391.547
               -5              -17                7       -2094.5024        35956.234       -2369.7725        6041.3447       -91008.109        54635.617
               -4              -17                7       -3271.1611         35703.16       -2401.9297        5644.5449       -93162.406        44667.707
               -3              -17                7       -4354.5439        35316.414       -2477.3662        5275.1494        -95063.93        34487.816
               -2              -17                7       -5511.7837        34365.758       -3959.3257        4602.8413       -96300.727         23849.66
               -1              -17                7       -6583.1548         32913.09       -5633.5215        3304.9363       -96612.469        14100.551
                0              -17                7       -8202.2168        31795.619       -5878.0288        -1862.957        -96762.57        4322.9971
                1              -17                7       -9050.6719        32154.012        -5719.855       -2497.1113       -95601.516       -5963.2285
                2              -17                7       -9821.9375        32471.443        -5335.375       -3117.5906       -94354.844       -16095.045
                3              -17                7       -10497.585        32698.449        -4937.395       -3809.0725       -92869.961       -26149.039
                4              -17                7       -11077.615        32835.031       -4525.9121       -4571.5566       -91146.844       -36125.207
                5              -17                7       -11562.027        32881.184       -4100.9302       -5405.0459       -89185.516       -46023.555
                6              -17                7       -11950.823        32836.918        -3662.446       -6309.5361       -86985.969       -55844.078
                7              -17                7       -12244.002        32702.219       -3210.4617       -7285.0317       -84548.188       -65586.781
                8              -17                7       -12499.521         32375.75       -2714.0972       -5891.3604       -81639.977       -72934.188
                9              -17                7       -13053.975        30897.391       -2706.4109       -4140.1392       -79148.727       -79573.125
               10              -17                7       -14070.146        28806.967       -2693.2559       -4395.1582       -76944.289       -84529.734
               11              -17                7       -15072.319        26695.527       -2630.2888       -4582.1143       -74677.953       -89414.648
               12              -17                7       -16024.633        24305.736        -2158.312       -4606.8672       -71827.031       -94838.766
               13              -17                7       -17038.838        21576.307       -1626.1365       -4481.3125       -68868.789       -100304.36
               14              -17                7       -18133.137        18542.822       -1131.2374       -4222.2432       -65941.734        -105656.2
               15              -17                7       -18733.504        15368.398       -1122.7877       -3990.8391       -62754.082       -109736.53
               16              -17                7       -19279.672        12156.166       -1152.3885       -3757.7981       -59530.277       -113389.09
               17              -17                7       -19833.338        8900.8896       -1166.1431        -3510.876       -56301.742       -116735.99
               18              -17                7       -20394.498        5602.5684       -1164.0509        -3250.072        -53068.48        -119777.2
              -18              -16                7        17058.256        15207.586       -1586.0129          5077.46       -52050.031        123480.96
              -17              -16                7         15836.25        18465.188       -1468.5048        5239.9429       -55676.059        121313.93
              -16              -16                7        14626.392        21683.617       -1404.8807        5493.5005       -59302.914        118767.59
              -15              -16                7        13005.903        24918.516       -1759.4939        6066.4058        -62731.73         115055.2
              -14              -16                7        11015.232        28011.035       -2562.3757        6832.0303       -66011.734        110297.73
              -13              -16                7        9052.8145        30859.879       -3490.7988        7541.9048       -69339.961        105251.16
              -12              -16                7        7118.6504        33465.055       -4544.7637        8196.0352       -72716.398        99915.508
              -11              -16                7        5221.2129        35797.859        -5694.209        8773.2695       -76119.719        94317.344
              -10              -16                7        3614.3379        37074.914       -5951.6465        8619.4248       -78840.555        89316.719
               -9              -16                7        2079.0171        38180.344       -6151.9473         8702.957       -81476.234        84121.352
               -8              -16                7        1235.9338        38535.891       -5451.3618        11728.045       -84300.305        79154.031
               -7              -16                7        742.80298        39372.785       -3843.9712         14671.34       -87830.047        74872.164
               -6              -16                7       -197.52859        39705.816       -3130.2471        15131.069       -91075.938        66861.422
               -5              -16                7       -1393.7466         39522.68       -3187.4487        14420.875           -93741        56618.887
               -4              -16                7       -2788.7383        38604.859       -4249.9697        13109.146        -96034.25        45093.625
               -3              -16                7       -4416.8291        36672.102       -6637.9482        11200.015       -97453.813        33208.797
               -2              -16                7       -5966.5571        34291.848       -9397.9805        9391.5957       -97955.555        22474.057
               -1              -16                7       -7091.8042        32024.863        -11094.02        5539.6494       -97193.695        13302.646
                0              -16                7       -8142.7188        30876.707       -11890.084       -1537.7343       -97115.273        4941.7275
                1              -16                7       -9117.4863        31225.273       -11101.977       -5766.1216           -97280       -4620.2075
                2              -16                7       -9810.7949        31841.277       -10495.428       -6946.0879       -95938.766       -14780.408
                3              -16                7       -10408.488        32366.854       -9875.3789       -8197.0566       -94359.336       -24862.789
                4              -16                7       -10910.563        32802.004       -9241.8281       -9519.0303       -92541.672       -34867.348
                5              -16                7       -11317.021         33146.73       -8594.7773       -10912.006       -90485.789        -44794.07
                6              -16                7        -11627.86        33401.027       -7934.2246       -12375.987       -88191.672       -54642.984
                7              -16                7       -11822.191        34027.379        -6657.479       -12423.516       -85142.016       -62933.008
                8              -16                7       -12127.043        33992.082       -5492.5313       -10798.682         -82071.5       -70342.547
                9              -16                7       -12604.184         32832.84       -4901.4258       -8176.3843       -79401.602       -77755.203
               10              -16                7       -13557.508        30843.408       -4799.5322       -7974.5806       -77114.734       -83109.461
               11              -16                7       -14536.037        28643.523       -4366.1509       -8029.5757       -74450.023       -88572.094
               12              -16                7        -15557.16        26080.975       -3719.8108       -7840.3613       -71539.805       -94309.961
               13              -16                7       -16658.375        23214.375       -3110.7478       -7517.6338        -68660.75       -99934.047
               14              -16                7       -17839.688        20043.723       -2538.9612       -7061.3926       -65812.891       -105444.37
               15              -16                7       -19101.092         16569.02       -2004.4517       -6471.6396       -62996.215       -110840.92
               16              -16                7       -19859.527        13085.381       -1916.2561        -6039.292       -59898.035       -114890.86
               17              -16                7       -20483.463        9607.6992       -1922.4434       -5655.4058       -56718.664       -118338.79
               18              -16                7       -21114.895        6086.9717       -1912.7841       -5257.6387        -53534.57       -121481.04
              -18              -15                7        17803.938        15787.795        -2110.781        6922.4761        -52985.16        125675.27
              -17              -15                7        16523.029        19258.051       -1986.8416        7204.8457        -56558.82        123380.91
              -16              -15                7        14795.293        22842.168       -2276.1792        7940.8984       -59893.555        119799.41
              -15              -15                7        12661.053        26375.781       -3011.0845        8997.1416       -63039.961        115054.79
              -14              -15                7        10555.066        29665.723       -3871.5305        9997.6377       -66234.594        110021.09
              -13              -15                7         8477.334        32711.988       -4857.5176        10942.385       -69477.438         104698.3
              -12              -15                7         6427.855        35514.582       -5969.0459        11831.386       -72768.516        99086.422
              -11              -15                7        4406.6274        38073.508       -7206.1162         12664.64       -76107.797        93185.461
              -10              -15                7        2513.1907        40078.875       -8273.1445        13178.098       -79320.117         87313.82
               -9              -15                7        1136.9229        41019.508       -8475.4727        14030.985       -82098.719        82063.875
               -8              -15                7        676.98181         41945.82       -7795.9282        18253.699       -85492.406        77126.281
               -7              -15                7        566.99286        43353.473       -6209.5781        22394.625       -89591.758        72874.156
               -6              -15                7        806.95734        45242.453       -3716.4175        26453.752       -94396.789        69307.484
               -5              -15                7       -1201.2158        43002.516       -6247.0825        23773.473       -97203.766        55856.738
               -4              -15                7       -3284.5713        40115.559        -9423.124        20662.873       -98816.656        42809.512
