           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7       -33793.547        62787.582        973.53821        555.90558        2072.1523        620.04236
              -17              -18                7       -33772.289        63698.719         4630.813        3046.8599        3416.3442       -3310.1294
              -16              -18                7       -33707.605        64444.543        8582.0186        5601.6797        4820.8071        -7361.021
              -15              -18                7       -33599.488        65025.039        12827.149        8220.3643         6285.541       -11532.631
              -14              -18                7       -33447.949        65440.215        17366.215        10902.915        7810.5459       -15824.962
              -13              -18                7       -33099.086        65253.316        21555.281        13277.133        9275.3262       -20934.721
              -12              -18                7       -32499.402        64332.043        25099.828        15232.557        10981.288       -26177.359
              -11              -18                7       -31821.715        63034.613        28602.262        16999.783         13067.23       -30752.795
              -10              -18                7       -31109.373        61563.555        32212.727         18654.77        15291.769       -35236.203
               -9              -18                7       -30362.367         59918.84        35931.227        20197.514        17654.898       -39627.582
               -8              -18                7       -28392.273        56554.836        39155.551        26542.406        19964.254       -42703.902
               -7              -18                7       -26437.887        49612.039        43285.328        30403.506        22850.211       -47448.754
               -6              -18                7       -23958.357         42839.25         47304.93        33414.273        25336.336       -51656.578
               -5              -18                7       -20953.695        36236.461         51214.34        35574.699        27422.633       -55327.375
               -4              -18                7       -17423.895        29803.682        55013.559        36884.789        29109.096       -58461.152
               -3              -18                7       -13368.954        23540.898        58702.609        37344.539         30395.73       -61057.906
               -2              -18                7        -8788.876        17448.125        62281.461        36953.957        31282.537       -63117.641
               -1              -18                7       -4099.6846        11009.105        65742.398        36605.344        31697.377       -65051.684
                0              -18                7        279.48407       -951.35547        65755.602            36506        31919.443       -65320.953
                1              -18                7        4787.2622       -8792.7705        63642.406        35375.516        31557.656       -63600.641
                2              -18                7        9085.7598       -16380.101         61126.82        35268.414        30764.924       -61562.941
                3              -18                7        13091.996       -23859.168        58290.137        34901.664        29659.891       -58902.289
                4              -18                7        16805.969       -31229.977        55132.371        34275.258         28242.57       -55618.703
                5              -18                7        20227.688       -38492.535        51653.496        33389.199        26512.945        -51712.16
                6              -18                7        23357.141       -45646.828         47853.52         32243.48        24471.029       -47182.664
                7              -18                7        26194.336       -52692.867        43732.453        30838.117        22116.811        -42030.23
                8              -18                7        28714.502       -58735.602        39671.508        26928.355         19868.07       -36441.195
                9              -18                7         30183.98       -60769.414        36122.715        21425.557        17930.768       -33608.211
               10              -18                7        31083.236       -62390.461         32341.91        19595.598        15517.912       -31608.689
               11              -18                7        31916.086        -63933.68        28714.605        17818.094        13175.545        -29304.91
               12              -18                7        32676.484       -65377.141        25223.375        16089.593        10923.366       -26619.773
               13              -18                7        33171.633       -66039.555        21278.967        14209.217        9361.2441       -21338.824
               14              -18                7        33479.566       -65802.953        16478.414        11500.401        7580.7236       -17436.012
               15              -18                7        33699.813       -65345.789        11945.606         8821.332        5930.9136       -13403.718
               16              -18                7         33832.43       -64668.508         7681.167        6172.4858        4411.9932       -9241.1055
