           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        207.07648       -1775.0809         3166.052        2206.0112        29.768814       -110.12209
              -17              -18                7        574.73254       -4860.1689        3109.1863        2191.5376        18.539793       -15.407967
              -16              -18                7          949.005        -7942.623        3044.2915        2156.7742        8.8893862        65.813629
              -15              -18                7        1329.8938       -11022.439        2971.3677        2101.7214       0.81759489        133.54266
              -14              -18                7         1717.399       -14099.626        2890.4143        2026.3784       -5.6755915        187.77919
              -13              -18                7        2070.0815       -16970.518        2825.7749        1728.5789       -5.0245132        213.22368
              -12              -18                7        2368.5623       -19330.645        2743.1748        1480.7875        3.4769592        203.06288
              -11              -18                7        2653.2935       -21399.301        2627.1011        1413.8557        16.043808        178.30746
              -10              -18                7          2941.72       -23441.965        2505.4688        1330.7306        32.603012        132.67926
               -9              -18                7        3233.8416       -25458.639        2378.2771        1231.4125        53.154568        66.178284
               -8              -18                7        3498.6951       -27578.844        2158.8538         1238.156        36.575417        -12.33757
               -7              -18                7        3784.1797       -29646.359        1915.4941        1272.1571        28.611851        21.472143
               -6              -18                7        4041.0552       -31536.535        1660.9136        1268.8256        22.162142        51.119873
               -5              -18                7        4269.3218       -33249.375        1395.1123        1228.1616        17.226307        76.605591
               -4              -18                7         4468.979       -34784.875        1118.0901        1150.1649        13.804334        97.929321
               -3              -18                7        4640.0278       -36143.039        829.84717        1034.8353        11.896218        115.09106
               -2              -18                7        4782.4673       -37323.867        530.38336        882.17322        11.501975        128.09079
               -1              -18                7        4896.4077       -38492.242        243.16458        562.32928        7.9097018         76.50351
                0              -18                7        4895.4326       -38398.676       -4.5212388        -59.42411       -14.463634       -163.79568
                1              -18                7        4797.2939       -37333.973         -318.108       -190.64349       -23.332367        -236.2025
                2              -18                7        4675.1953       -36272.813        -616.6684       -338.43628       -30.258308        -342.0249
                3              -18                7        4533.6362       -35135.672       -905.68756       -478.00336       -36.950058       -387.56516
                4              -18                7        4372.6172       -33922.559       -1185.1652       -609.34448         -43.4076       -372.82327
                5              -18                7        4192.1362       -32633.467       -1455.1021        -732.4599       -49.630955       -297.79929
                6              -18                7        3992.1951       -31268.404       -1715.4974         -847.349       -55.620098       -162.49323
                7              -18                7        3772.7937       -29827.363       -1966.3517       -954.01276        -61.37505        33.095142
                8              -18                7        3537.8318       -28042.781       -2194.8228       -1084.4468        -73.60112        250.10905
                9              -18                7        3263.9299       -25745.373       -2357.3276       -1183.8475       -72.180084         206.8571
               10              -18                7        2966.3511       -23677.568       -2499.9604       -1244.4152       -53.907204        99.466743
               11              -18                7        2669.8069       -21586.951       -2633.6162       -1296.9655       -39.612915        26.661758
               12              -18                7        2373.4233       -19458.598       -2756.7056        -1354.231       -29.097889       -13.843937
               13              -18                7        2052.2156       -16835.113       -2819.7061       -1832.4332       -14.906639       -93.616585
               14              -18                7        1664.9464       -13803.675       -2912.5867       -1891.7192       -14.407423       -78.210037
               15              -18                7        1284.5742       -10762.813       -2994.7607        -1951.066       -15.612562       -48.650894
               16              -18                7        911.14227       -7712.7705       -3066.2046        -2010.734       -18.514801       -4.9816284
               17              -18                7        544.65125       -4653.5503        -3126.918       -2070.7222       -23.114166        52.797752
               18              -18                7        185.10068        -1585.152       -3176.9014       -2131.0313       -29.410622        124.68723
              -18              -17                7        187.20186       -1755.3594        2808.4045        5324.0415        92.080658       -264.39319
              -17              -17                7        545.62811       -4830.9077        2751.8281        5301.1113        80.570061       -166.61252
              -16              -17                7        910.67072       -7903.8213        2687.2229        5257.8911        70.638062       -82.324371
              -15              -17                7        1282.3297         -10974.1        2614.5879        5194.3809        62.284683       -11.528768
              -14              -17                7        1620.0466       -13831.594        2556.4592        4910.0898        60.963665        43.025757
              -13              -17                7        1926.3591       -16513.438        2513.4141        4438.7876        66.879738        60.010803
              -12              -17                7        2238.7712       -19221.559        2465.2449        3972.5874        75.162949        35.154846
              -11              -17                7         2526.501       -21453.504        2364.9897        3820.3337        86.233513        4.5605011
              -10              -17                7        2810.0779       -23532.703        2246.8647        3735.3647        101.23769       -39.591484
               -9              -17                7        3097.3496       -25585.912        2123.1812        3634.2014        120.23425       -104.61625
               -8              -17                7        3326.4143       -27904.938        1885.4116        3636.0193         83.32412       -249.19833
               -7              -17                7        3563.0974       -30197.664        1654.0942        3457.2329        53.750668       -145.53177
               -6              -17                7        3807.9258       -32127.941        1418.3054        3248.4199        45.251862        -32.15929
