           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        16663.617        30621.426         724.2088       -1000.3955       -292.28455       -706.22333
              -17              -18                7        17359.797        33431.398       -268.76257       -891.08655       -1700.8916       -3381.8647
              -16              -18                7        18236.828        36222.398       -1680.3667       -324.99551       -3229.3308        -6425.855
              -15              -18                7        19294.703        38994.434       -3510.6021        697.87689       -4877.6011       -9838.1953
              -14              -18                7        20533.432        41747.496       -5759.4707         2177.531       -6645.7056       -13618.887
              -13              -18                7        21423.854        44912.113       -8136.7598        3783.0876       -8359.9941       -17779.881
              -12              -18                7        22053.037         46978.48       -10334.797        5091.7524       -10080.742        -21482.32
              -11              -18                7         22867.65        47615.277       -12574.478        6305.2266       -11973.424       -24644.033
              -10              -18                7        23742.447        48191.031       -14933.703        7686.1797        -13972.27       -27840.945
               -9              -18                7        24677.428        48705.727       -17412.475        9234.6113       -16077.279       -31073.053
               -8              -18                7        24403.477        48131.516         -20089.6        14338.664       -18583.469       -36581.605
               -7              -18                7        23724.744        42859.629       -23694.465        17238.021       -22170.508       -42619.875
               -6              -18                7        22295.359        37744.695       -27435.148         19682.15       -25350.469       -48118.234
               -5              -18                7        20115.322        32786.699       -31311.652        21671.053       -28123.336       -53076.691
               -4              -18                7        17184.637        27985.635       -35323.973        23204.725       -30489.117       -57495.242
               -3              -18                7        13503.302        23341.512       -39472.121        24283.172       -32447.811       -61373.887
               -2              -18                7        9071.3164        18854.332        -43756.09        24906.395       -33999.422       -64712.625
               -1              -18                7        4305.2446        12669.083       -47662.566        25363.928       -35008.125       -68037.891
                0              -18                7       -695.59192       -465.26129       -47430.008        24665.361       -35184.359       -68101.945
                1              -18                7       -5563.7173       -7821.1035       -44775.527        23157.568       -34251.148       -65612.914
                2              -18                7       -9894.5225       -14907.431       -41958.297        22917.287       -32906.922       -62817.887
                3              -18                7       -13717.725       -21792.295       -38888.977         22372.08       -31216.934       -59262.633
                4              -18                7        -17033.32       -28475.699       -35567.555        21521.947       -29181.199       -54947.156
                5              -18                7       -19841.313       -34957.648       -31994.035        20366.883       -26799.705       -49871.441
                6              -18                7       -22141.701       -41238.133       -28168.418        18906.893       -24072.459       -44035.492
                7              -18                7       -23934.486        -47317.16       -24090.703        17141.975       -20999.453       -37439.316
                8              -18                7       -25208.174       -51556.148       -20316.488         13508.99       -18039.711       -29940.168
