           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        1.3664682       -2113.6335       0.85158885       -1750.4324       -1.2710544       -746.49353
              -17              -18                7        1.4691869       -2121.7727        2.1607919       -7052.2832      -0.76780647       -2040.3966
              -16              -18                7        1.5652571        -2277.062        3.4829652       -12651.301      -0.34518391       -2955.1187
              -15              -18                7        1.6546786       -2579.5027         4.818109       -18547.482    -0.0031872392       -3490.6599
              -14              -18                7        1.7374512       -3029.0933        6.1662235       -24740.834       0.25818411       -3647.0205
              -13              -18                7        1.7354224       -3517.8918        7.5400734       -30883.957       0.70798075       -2739.3782
              -12              -18                7        1.6921918       -3659.9778         9.285223       -36547.094        1.4615552       -1000.4266
              -11              -18                7        1.6847138       -3604.1946        11.301861       -41910.109          2.15904        716.84082
              -10              -18                7        1.6930801       -3649.6023        13.322498       -47173.281        2.6865509        2473.2793
               -9              -18                7        1.7172903       -3796.2009        15.347135       -52336.617        3.0440888        4268.8887
               -8              -18                7         1.349486        -3514.364        16.686922        -59554.75        3.2235334        2187.1663
               -7              -18                7        1.0342484        -1953.813        17.728542        -68408.93        2.9201291        2240.9678
               -6              -18                7       0.77072841       -828.61511        18.665241       -75911.719         2.690556        2288.4141
               -5              -18                7       0.55892617       -138.77063        19.497023       -82063.109        2.5348155        2329.5054
               -4              -18                7       0.39884174        115.72028        20.223883       -86863.102        2.4529076        2364.2417
               -3              -18                7       0.29047459       -65.138916        20.845825       -90311.711        2.4448309        2392.6238
               -2              -18                7       0.23382545       -681.35187        21.362848        -92408.93        2.5105867        2414.6504
               -1              -18                7       0.21662486       -1039.9846        21.706556       -94318.539        2.6396728        3433.1492
                0              -18                7      -0.19554806         132.8631        21.735287       -95372.367        2.4970291        3422.5408
                1              -18                7      -0.28179437       -169.68237        21.447262       -93836.734          2.36426        2217.1362
                2              -18                7      -0.36085421       -368.31323         21.12833       -91213.703        2.3564534        1091.3054
                3              -18                7      -0.47074035          -215.38        20.710855       -87779.852        2.4215589        162.05444
                4              -18                7      -0.61145276        289.11731        20.194847       -83535.188         2.559577       -570.61597
                5              -18                7      -0.78299153        1145.1792        19.580299       -78479.711        2.7705069       -1106.7087
