           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        423.93359       -82.786392        -26436.76        1211.2307        685.26843        1162.6378
              -17              -18                7        1157.2563       -28.992733       -24548.672        2456.5107         47.60675         1717.048
              -16              -18                7        1749.7517        119.16685       -22416.625        3908.1279       -563.94861        2041.8496
              -15              -18                7        2201.4185        361.69159       -20040.621         5566.082       -1149.3976        2137.0425
              -14              -18                7        2512.2581        698.58191       -17420.652        7430.3745       -1708.7402        2002.6271
              -13              -18                7        2987.5313         1399.098       -15026.241        8836.8076       -2515.9131        985.41974
              -12              -18                7        3221.6563        2098.1892       -13062.381        9877.3184       -3134.2583       -447.53833
              -11              -18                7        3031.9819        2502.8584       -11119.474        11036.023       -3258.8752       -1586.2601
              -10              -18                7        2743.3823        2920.2385       -9101.0586        12178.414       -3257.8906       -2746.4089
               -9              -18                7        2355.8574        3350.3298       -7007.1367         13304.49       -3131.3044       -3927.9854
               -8              -18                7        2285.2712        3049.7173       -3251.8398        17367.027       -2907.9985       -1988.6163
               -7              -18                7        1054.6555        1272.5935        125.06934        22786.869       -2737.9573       -2127.8708
               -6              -18                7        212.53168       -14.348999        3265.2021        27117.268       -2642.7114       -2234.7693
               -5              -18                7         -241.099       -811.10974        6168.5527        30358.221       -2622.2617        -2309.311
               -4              -18                7       -306.23773       -1117.6879        8835.1221        32509.727       -2676.6069       -2351.4963
               -3              -18                7        17.116333       -934.08691        11264.915        33571.797       -2805.7468       -2361.3254
               -2              -18                7        728.96271       -260.30249        13457.927        33544.422       -3009.6829       -2338.7971
               -1              -18                7        1388.7867        536.71637        15625.528        33586.992       -3358.0725       -3545.5681
                0              -18                7       -207.31833       -93.208862         15886.85        32993.676       -3292.3313       -3617.1829
                1              -18                7       -237.91632        763.87671        14661.465        30547.973        -3000.751       -2461.5581
                2              -18                7       -293.12238        1339.3328        13670.713        27543.566       -2855.3604         -1465.23
                3              -18                7        -468.6416        1476.5996        12440.133        24118.982       -2667.7178       -548.58643
                4              -18                7       -764.47327        1175.6772        10969.722        20274.221       -2437.8215        288.37402
                5              -18                7       -1180.6184        436.56482        9259.4834        16009.275       -2165.6726        1045.6521
                6              -18                7       -1717.0753       -740.73419         7309.415        11324.154       -1851.2683        1723.2456
                7              -18                7       -2373.8457       -2356.2251        5119.5186        6218.8491       -1494.6108        2321.1582
                8              -18                7       -2877.0618       -3957.9883        2128.2966        275.58844       -844.76196        2546.9768
                9              -18                7       -2842.3044       -3781.8928       -1200.8287       -3774.7632       -960.15771        1621.2405
               10              -18                7       -3077.9673       -3469.1072       -3379.2598       -5831.0107       -1791.9611        914.45337
               11              -18                7       -3297.9639       -3191.6926       -5407.5669       -7747.9932       -2487.6563        317.97864
               12              -18                7       -3489.0198       -2915.9941       -7294.3271       -9501.2559       -3008.7871       -114.27673
               13              -18                7       -3201.9307       -1547.7369       -9365.2568       -10434.171       -2227.2495        1210.0791
               14              -18                7       -2839.7813       -1327.3701        -12013.51       -12348.855       -2006.2695        1105.7035
               15              -18                7       -2404.0999        -1003.548       -14422.061       -14096.299       -1647.0382        916.60223
               16              -18                7       -1894.8867       -575.53564       -16590.469       -15675.883       -1149.1832        643.58478
               17              -18                7        -1312.142       -43.333557       -18518.738       -17087.605       -512.70447        286.65134
               18              -18                7       -655.86572        593.05853       -20206.865       -18331.467        262.39795       -154.19821
              -18              -17                7        566.05902        1212.8162       -27092.426        1494.6793       -516.83551        1943.3594
              -17              -17                7        1467.4683        1348.9395       -25190.184        2795.7478       -1177.0929        2400.1458
              -16              -17                7        2228.0496        1579.4285        -23043.98        4303.1543       -1811.2437         2627.324
              -15              -17                7        2847.8035        1904.2827       -20653.818        6016.8975       -2419.2886        2624.8936
              -14              -17                7        3618.8301         2570.418       -18454.316        7306.7256       -3273.0347        1721.6409
              -13              -17                7        4532.1724        3650.5532       -16533.076        8117.3213       -4457.5371       -82.638916
              -12              -17                7        5320.6855        4944.3115        -14524.58        9001.4424       -5753.8052       -2180.6655
              -11              -17                7          5401.25        5544.1084       -12634.893        10015.656       -6279.1191       -3671.9084
              -10              -17                7        5226.7661        5938.7441       -10722.691        11037.797       -6471.2988       -4976.0024
               -9              -17                7        4953.3564        6346.0903       -8734.9834        12043.624       -6537.8779       -6301.5225
               -8              -17                7        5993.3345        7334.1143       -3818.6577        17843.141       -7057.8506       -2962.6287
               -7              -17                7         6111.915        6966.7261        918.80005        24339.115       -8005.5488       -331.63837
               -6              -17                7        5081.6992        5323.6519        4328.3931         28705.42       -8587.3525       -704.26196
               -5              -17                7        4439.9756        4170.7559         7501.209        31982.281       -9243.9502       -1044.5293
               -4              -17                7        4186.7456        3508.0449        10437.242        34169.699       -9975.3477       -1352.4398
               -3              -17                7        4322.0073        3335.5137        13136.497        35267.672       -10781.536       -1627.9939
               -2              -17                7        3646.2671         3175.189        14886.109        36838.457       -11789.982       -6613.4507
               -1              -17                7        2539.9558        1717.4392        16258.918        37828.777       -12302.295       -9562.2197
                0              -17                7       -1236.3789       -2855.3936        16540.867        38244.723       -12338.966       -9380.4268
                1              -17                7       -1559.0983        -2242.207        15436.194        35056.813       -11780.406       -8139.2959
                2              -17                7       -1947.0997       -1983.4897        14410.749        31683.945       -11320.166        -7017.645
                3              -17                7       -2455.4146       -2162.9619        13145.475        27890.896       -10817.673       -5975.6772
                4              -17                7        -3084.041       -2780.6216        11640.373        23677.668       -10272.922       -5013.3921
                5              -17                7        -3832.981       -3836.4717        9895.4414        19044.262       -9685.9209        -4130.792
                6              -17                7       -4702.2334       -5330.5098        7910.6807        13990.673        -9056.665       -3327.8745
                7              -17                7       -5691.7988       -7262.7393        5686.0894        8516.9043       -8385.1563       -2604.6389
                8              -17                7        -5557.665       -7300.5684        1297.0588        362.61743        -6050.835       -1835.2756
                9              -17                7       -5122.7676       -6811.5723       -2879.5513       -5864.2588       -4826.9805       -2133.1594
               10              -17                7       -5263.5181        -6405.062       -4938.1416       -7717.5684       -5438.6479       -2610.4375
               11              -17                7       -5388.6011       -6033.9224       -6846.6064       -9431.6143        -5914.209       -2977.4031
               12              -17                7       -5159.6445       -4765.9468        -8810.252       -10419.799       -5251.6318            -1840
               13              -17                7       -4777.0923       -3243.3711       -10771.286       -11322.756       -4351.1338        -432.8501
               14              -17                7       -4318.6655       -1690.2212       -12689.583       -12307.485       -3476.6169        878.85266
               15              -17                7       -3767.6836       -1060.5708       -15050.784        -14042.48       -3068.1318        905.54279
               16              -17                7       -3141.1484       -439.20551       -17237.281       -15698.553        -2579.582        712.18292
               17              -17                7       -2441.0825        286.34952       -19183.639       -17186.766       -1952.4082         434.9071
               18              -17                7       -1667.4846        1116.0942       -20889.852       -18507.117        -1186.611         73.71524
              -18              -16                7        607.05389        2469.1602       -27947.957        1865.1653       -1596.2751        2740.1841
              -17              -16                7        1676.5502         2687.613       -26031.557         3222.022       -2279.1284        3099.3472
              -16              -16                7        2605.2178        3000.4312       -23871.199        4785.2168       -2935.8745        3228.9014
              -15              -16                7        3672.0664        3632.3054       -21866.805        5958.2588          -3836.2        2439.7173
              -14              -16                7        4870.6021         4658.707       -20110.543        6680.2217       -5066.6909        729.15607
              -13              -16                7        5944.3076         5898.729       -18267.033         7475.709       -6408.9438       -1275.1499
              -12              -16                7        6893.1846        7352.3765       -16336.268        8344.7217       -7862.9634       -3573.2036
              -11              -16                7         7693.394        8976.3037       -14327.295         9285.166       -9392.6699       -6124.9995
              -10              -16                7        7633.0244        9348.1943       -12521.307        10187.056       -9778.0146       -7573.0361
               -9              -16                7        7607.2031        9853.4063       -10340.974        11614.342        -10082.24       -8760.0879
               -8              -16                7        9018.8496        11568.822       -4754.0132        19423.633       -11328.824       -5983.6768
               -7              -16                7        10791.488        13363.684        1739.3295        29380.646       -13619.315       -913.76428
               -6              -16                7        10680.091        12685.475        6517.4434        35961.984        -15454.67        833.34497
               -5              -16                7        9850.2754        11176.447        9959.7197         39274.75        -16788.32        227.35257
