           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        230.39897        -447.6727        8664.0156        1899.9071        15.543922       -874.36176
              -17              -18                7        150.91806       -619.11743        8454.4727        771.77295        41.291122       -1623.1119
              -16              -18                7        97.522606       -900.80237        8227.9873       -730.26215        63.791012       -2085.0781
              -15              -18                7        70.212708       -1292.7273        7984.5596       -2606.1968        83.043655       -2260.2605
              -14              -18                7        68.988228       -1794.8928        7724.1904       -4856.0327        99.049011       -2148.6592
              -13              -18                7       -35.426537       -2578.6252        7467.9707       -6767.1797        107.19482       -959.35034
              -12              -18                7       -136.56235       -3227.4294        7211.0737       -8389.4355        91.421143        766.00195
              -11              -18                7       -136.24272       -3525.0139        6929.9502       -10204.408        70.077286        2130.3184
              -10              -18                7       -114.50795       -3846.5659        6624.2124       -12035.389        53.364548        3500.0598
               -9              -18                7       -71.358009        -4192.083        6293.8594        -13882.38        41.282932        4875.2266
               -8              -18                7       -117.03291       -3785.2566        5747.5547        -19271.48        27.291096        2769.8899
               -7              -18                7         -76.5896       -1572.6892        5120.5151       -26401.396        42.378429        2972.2078
               -6              -18                7        -53.53281        10.238159        4462.8071       -32362.273        53.235138        3129.2134
               -5              -18                7        -47.86253        963.52454        3774.4297       -37154.098        59.861198         3240.907
               -4              -18                7       -59.578804        1287.1697        3055.3826       -40776.871        62.256645        3307.2878
               -3              -18                7       -88.681427        981.17639        2305.6658       -43230.609         60.42144        3328.3572
               -2              -18                7       -135.17068        45.542297        1525.2798       -44515.301        54.355625        3304.1143
               -1              -18                7       -178.11156       -1003.0828        714.00024       -45989.098        64.574844        4697.6201
                0              -18                7       -123.46207        57.379883       -110.67633       -46528.582        56.141956        4757.3662
                1              -18                7       -46.420273       -726.99438       -878.51245       -44754.469          30.2742        3356.0913
                2              -18                7        -9.277832       -1274.8994       -1624.2395        -42353.75        9.4371796        2178.5151
                3              -18                7        14.720886       -1352.3418       -2350.5032       -39437.031       -2.7614365        1101.3374
                4              -18                7        25.576019       -959.32288       -3057.3032        -36004.32       -6.3216171        124.55713
                5              -18                7        23.287521        -95.84082       -3744.6411       -32055.609       -1.2434158        -751.8291
                6              -18                7        7.8554382         1238.101       -4412.5142       -27590.896        12.473164       -1527.8181
                7              -18                7       -20.720329        3042.5063       -5060.9258       -22610.189        34.828171       -2203.4111
                8              -18                7       -20.951199        4880.3633       -5649.9185       -16494.344        39.362537       -2572.0085
                9              -18                7        8.3229551        4691.5122       -6022.1504       -12148.441        15.718941       -1616.9078
               10              -18                7       -9.7740459        4250.8867        -6342.375        -10145.61        19.315069       -718.86536
               11              -18                7       -14.796153        3897.0393       -6641.1621        -8278.292        14.672871       -2.8113403
               12              -18                7       -2.8794136        3607.1621       -6917.4746       -6566.7876        1.3608885        463.95679
               13              -18                7        156.66072        2670.5901       -7141.3511       -5515.5181       -23.860487       -1273.5764
               14              -18                7        135.43527        2342.8613       -7353.8789       -3176.1499       -20.633465       -1211.1693
               15              -18                7        135.96852        1979.1267         -7557.54       -1034.7705       -20.207222       -1090.8353
               16              -18                7        158.38564        1579.0381        -7752.332        907.82007       -22.596184       -913.60309
               17              -18                7        202.68654        1142.5953       -7938.2554        2651.6206       -27.800383       -679.47253
               18              -18                7        268.87131        669.79907       -8115.3105        4196.6318       -35.819775       -388.44385
              -18              -17                7        674.55188       -2460.3616        8702.2129        1880.9844        2.0056152       -1336.4736
              -17              -17                7        573.06647       -2723.5002        8499.4551        668.85284        38.432083       -2001.8835
              -16              -17                7        497.66663       -3096.8792        8279.7539       -917.17944        71.611298       -2380.5098
              -15              -17                7        448.35229        -3580.498        8043.1099       -2877.1116        101.54323       -2472.3521
