           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -30273.59       -926.67651        15218.443       -4238.7471        125.20619        147.78479
              -17              -18                7       -30298.902        1203.2092        15453.646       -3274.8767        149.36922        1606.6086
              -16              -18                7        -30418.07        3583.7278        15721.841       -1775.7009        170.89308        2953.2571
              -15              -18                7       -30631.098        6214.8813         16023.02        258.77954        189.77782        4187.7295
              -14              -18                7       -30937.977         9096.668        16357.186        2828.5669        206.02335        5310.0264
              -13              -18                7       -31526.662        12975.874        16737.334        5215.2939        80.037781        6344.7432
              -12              -18                7        -32282.82        16689.363        16991.848        7149.2383       -159.53333        7560.1724
              -11              -18                7       -32996.664        19585.746        17106.824        9270.6123       -335.39063        8922.5664
              -10              -18                7       -33760.703        22585.979        17179.215        11692.024        -464.4566        10239.805
               -9              -18                7       -34574.926        25690.066        17209.012        14413.474       -546.73145        11511.885
               -8              -18                7        -35438.77        30688.199        16874.789        17424.438       -583.11835        11223.781
               -7              -18                7        -36640.59        34833.492        16314.712         20635.34       -740.48535        10808.286
               -6              -18                7       -37761.453        39046.871        15911.598        23682.863       -844.37854        10007.271
               -5              -18                7       -38801.371         43328.34        15665.444            26567       -894.79797        8820.7344
               -4              -18                7       -39760.328        47677.883         15576.25         29287.75        -891.7439        7248.6758
               -3              -18                7       -40638.332        52095.516        15644.018        31845.123        -835.2157        5291.0947
               -2              -18                7       -41435.387        56581.246        15868.746        34239.117       -725.21399        2947.9922
               -1              -18                7       -42176.402         60159.16        15953.581            37449       -342.51526        -431.8252
                0              -18                7        -42268.48        58186.344        15496.354        39233.293       -267.57416       -3445.2061
                1              -18                7       -41458.242        54611.734        15441.895        37366.121        -305.3187       -5385.7832
                2              -18                7       -40623.102        51224.828        15487.556        35853.051       -342.72714       -7398.5767
                3              -18                7        -39742.32         47521.91        15544.798        34187.133       -382.46469       -9226.4863
                4              -18                7       -38815.898        43503.004         15613.62        32368.375       -424.53082        -10869.51
                5              -18                7       -37843.828        39168.094        15694.022         30396.77       -468.92627       -12327.653
                6              -18                7       -36826.117         34517.18        15786.005        28272.313       -515.65033       -13600.909
                7              -18                7       -35762.762        29550.268        15889.569        25995.012       -564.70319       -14689.282
                8              -18                7       -34613.816        24309.688        16205.702         22307.67       -465.04782       -15273.543
                9              -18                7       -33904.465        20110.102        16424.406        17840.654        -331.3038       -15124.564
               10              -18                7        -33465.43        16442.947         16201.35        15721.654       -468.48795       -15020.418
               11              -18                7       -33029.152        12979.715        16045.984        13649.472       -632.13342       -14633.939
               12              -18                7       -32591.715        9711.1182        15952.355        11617.768       -829.50293       -13906.785
               13              -18                7       -32065.906        6517.1802        15746.588         9361.334       -1264.8821       -11132.948
               14              -18                7       -31712.795        4081.8232        15646.306        6228.3721        -1164.561       -9420.0254
               15              -18                7        -31394.27        2087.6709        15588.217        3268.8025       -997.63385       -7475.6211
               16              -18                7       -31110.262        534.55859        15572.297        483.18628       -764.39783       -5299.0176
               17              -18                7       -30860.766        -577.5105        15598.551       -2128.4749       -464.85318       -2890.2136
               18              -18                7       -30645.789       -1248.5383        15666.974       -4566.1821       -98.999741       -249.21033
              -18              -17                7       -29576.891       -3757.8999        15473.945       -6711.9082        -248.2981        433.82443
              -17              -17                7       -29571.262       -1540.0961         15772.42       -5997.7866       -245.96535        1890.9088
              -16              -17                7       -29659.484        928.34222        16103.877       -4748.3599        -246.2718        3235.8181
              -15              -17                7       -29841.563        3647.4131        16468.324       -2963.6274       -249.21741        4468.5508
              -14              -17                7       -30291.236        7385.5996        16927.658       -1324.2644       -414.52747        5677.9873
              -13              -17                7       -31037.613          12201.5        17430.291        28.233643       -756.95618        6880.3584
              -12              -17                7       -31932.715         17418.33        17903.871        1664.9463        -1136.652        8000.3892
              -11              -17                7       -32752.408        21118.717        18102.721        3521.1208       -1400.7152        9263.0293
              -10              -17                7       -33573.578        24449.418        18195.748        5658.6504       -1586.5126        10535.828
               -9              -17                7       -34444.945        27883.973        18246.188        8096.2212       -1725.5189        11763.468
               -8              -17                7         -35271.5        34537.199        18306.977        10714.546       -1810.7212        10426.158
               -7              -17                7       -36372.363        40712.109        18096.453         14360.45       -2020.9084        8498.5957
               -6              -17                7       -37578.918        45137.914         17700.68        18038.029       -2252.4805        7043.3867
               -5              -17                7        -38704.52        49631.805        17461.865        21552.227       -2430.5781        5202.6563
               -4              -17                7       -39749.164        54193.785        17380.014        24903.039       -2555.2031        2976.4028
               -3              -17                7       -40712.855        58823.852        17455.123        28090.471       -2626.3538        364.62866
               -2              -17                7       -42133.867        61707.023        16813.924         32511.52       -2049.4951       -3753.9841
               -1              -17                7       -43262.832        63240.438        15884.797        37171.703       -1284.0837       -8658.1621
                0              -17                7       -43554.719        60582.016        13980.714        42458.559       -697.62469       -13133.081
                1              -17                7       -42628.695        56648.469        13855.578        41347.605       -593.75879       -15296.359
                2              -17                7        -41662.82        52617.477        13763.764        40397.719       -505.01111        -17391.83
                3              -17                7       -40651.301        48270.496        13683.527        39294.984       -418.59235       -19302.418
                4              -17                7       -39594.141        43607.508        13614.872        38039.406       -334.50269       -21028.117
                5              -17                7       -38491.336        38628.527        13557.796        36630.977       -252.74164       -22568.936
                6              -17                7       -37342.887        33333.539        13512.303        35069.707       -173.30966       -23924.867
                7              -17                7       -36148.801        27722.551        13478.387        33355.586       -96.206459       -25095.922
                8              -17                7       -34576.184         21596.77        14505.617        26640.561        395.06073       -23815.016
                9              -17                7       -33533.613        16858.129        15419.443        19893.613        646.51996        -22538.42
               10              -17                7       -33040.625         13174.54        15195.809        17828.908        478.29315        -22104.75
               11              -17                7       -32550.402         9694.877        15039.863        15811.023        283.60516       -21388.746
               12              -17                7       -31964.033        6059.2856        14877.423        13507.354       -173.26913       -18717.449
               13              -17                7       -31419.623        2840.9102        14788.155        11054.059       -672.00958       -15581.166
               14              -17                7       -30948.645        162.02788        14793.039        8520.8271        -1149.593       -12419.101
               15              -17                7       -30641.625       -1664.2935        14831.474        5330.9014       -1085.2626       -10331.214
               16              -17                7        -30381.43       -3008.8623        14907.831        2236.2202        -897.5954       -8147.0156
               17              -17                7       -30155.754       -3912.3892        15026.361       -684.50671       -643.61951       -5730.6172
               18              -17                7       -29964.584       -4374.8745         15187.06       -3431.2788       -323.33493        -3082.019
              -18              -16                7       -28836.895       -7227.7222        15623.957       -9067.6631       -552.22766        566.38129
              -17              -16                7       -28800.318       -4921.9995        15985.696       -8603.2881       -571.72534        2021.7271
              -16              -16                7         -28857.6       -2365.6414        16380.424       -7603.6099       -593.86194        3364.8967
              -15              -16                7       -29168.336        1231.3872        16918.662       -6711.8179       -798.38013        4748.6855
              -14              -16                7       -29763.488        5930.3481        17545.963       -6075.4502       -1199.5469        6185.5244
              -13              -16                7       -30507.365        11030.236        18144.209       -5154.8711       -1637.9802        7540.0205
              -12              -16                7       -31399.967        16531.051        18713.402       -3950.0837       -2113.6804        8812.1777
              -11              -16                7       -32433.242        22356.051        19241.502       -2458.8569       -2618.4941        10005.131
              -10              -16                7       -33311.551        26017.215        19355.172       -605.20825       -2861.0227        11233.487
               -9              -16                7       -34231.371        30054.613        19462.189        1481.0542       -3054.8511        12206.441
               -8              -16                7       -35188.719        37446.398        19890.578        3716.5989       -3263.3345         10314.26
               -7              -16                7       -36325.758        46091.203        20309.332        7163.0322       -3570.9451         6921.625
               -6              -16                7       -37597.281        52330.676        20201.947        11434.061       -3928.9819        4018.6167
               -5              -16                7       -38808.566        57036.992        19970.477        15578.315       -4234.7588         1523.692
               -4              -16                7       -40349.535         61233.82        19458.471        20336.102        -4281.124       -1805.0195
               -3              -16                7       -42159.809        64256.273        18368.559        25618.793       -3848.7363       -6232.2866
               -2              -16                7       -43763.359        66511.023        17081.084        30534.742       -3088.8088       -11354.394
               -1              -16                7       -44714.723         66892.93        15545.813        35598.406       -2211.6646       -16719.725
                0              -16                7       -44935.977        64592.352         12759.03        41789.965       -1025.6599       -23062.516
                1              -16                7       -43996.688        59365.492        11505.639        44883.379       -397.94598       -27228.305
