           x [mm]           y [mm]           z [mm]       HxRe [A/m]       HxIm [A/m]       HyRe [A/m]       HyIm [A/m]       HzRe [A/m]       HzIm [A/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        -30273.59       -926.67432        15218.443        -4238.748        125.20619        147.78479
              -17              -18                7       -30298.902        1203.2107        15453.646       -3274.8777        149.36931        1606.6086
              -16              -18                7        -30418.07          3583.73         15721.84       -1775.7019        170.89328        2953.2568
              -15              -18                7       -30631.096        6214.8828         16023.02        258.77826        189.77805        4187.7295
              -14              -18                7       -30937.973        9096.6689        16357.186        2828.5657        206.02367        5310.0264
              -13              -18                7       -31526.662        12975.876        16737.336         5215.293        80.038116        6344.7432
              -12              -18                7       -32282.818        16689.367        16991.848        7149.2373       -159.53287        7560.1724
              -11              -18                7       -32996.664        19585.746        17106.826        9270.6113       -335.39008        8922.5664
              -10              -18                7       -33760.699        22585.984        17179.215        11692.023       -464.45618        10239.805
               -9              -18                7       -34574.922        25690.068        17209.012        14413.473        -546.7309        11511.885
               -8              -18                7       -35438.766        30688.203        16874.789        17424.438       -583.11804        11223.781
               -7              -18                7       -36640.586        34833.496        16314.714         20635.34       -740.48486        10808.286
               -6              -18                7       -37761.453        39046.875        15911.599        23682.861       -844.37799        10007.271
               -5              -18                7       -38801.371         43328.34        15665.446        26566.998       -894.79736        8820.7344
               -4              -18                7       -39760.324        47677.887        15576.252         29287.75       -891.74341        7248.6748
               -3              -18                7       -40638.332        52095.523         15644.02        31845.121       -835.21521        5291.0947
               -2              -18                7       -41435.383        56581.246         15868.75        34239.113       -725.21356        2947.9922
               -1              -18                7       -42176.398         60159.16        15953.585            37449       -342.51526       -431.82516
                0              -18                7       -42268.477        58186.344        15496.356        39233.293       -267.57419       -3445.2061
                1              -18                7       -41458.242        54611.742        15441.895        37366.121       -305.31909       -5385.7832
                2              -18                7       -40623.102        51224.828        15487.557        35853.047       -342.72772       -7398.5767
                3              -18                7        -39742.32        47521.918        15544.801        34187.133       -382.46533       -9226.4863
                4              -18                7       -38815.898        43503.012        15613.622        32368.375       -424.53156        -10869.51
                5              -18                7       -37843.828        39168.102        15694.024         30396.77       -468.92691       -12327.653
                6              -18                7       -36826.117        34517.188        15786.008        28272.311       -515.65112       -13600.909
                7              -18                7       -35762.762        29550.273        15889.572        25995.008       -564.70416       -14689.282
                8              -18                7       -34613.816        24309.689        16205.703        22307.668       -465.04849       -15273.543
                9              -18                7       -33904.465        20110.105        16424.408        17840.654       -331.30463       -15124.564
               10              -18                7        -33465.43        16442.949        16201.354        15721.653       -468.48883       -15020.418
               11              -18                7       -33029.152        12979.717        16045.985        13649.472       -632.13452       -14633.939
               12              -18                7       -32591.715        9711.1201        15952.356        11617.768       -829.50391       -13906.785
               13              -18                7       -32065.906        6517.1816        15746.588         9361.333       -1264.8828       -11132.948
               14              -18                7       -31712.795        4081.8247        15646.306        6228.3716       -1164.5618       -9420.0254
               15              -18                7        -31394.27        2087.6719        15588.217        3268.8022        -997.6344       -7475.6216
               16              -18                7       -31110.262        534.56055        15572.297        483.18555       -764.39819       -5299.0176
               17              -18                7       -30860.766       -577.50854        15598.551       -2128.4756       -464.85336       -2890.2136
               18              -18                7       -30645.791       -1248.5366        15666.974       -4566.1836       -98.999725       -249.21033
              -18              -17                7       -29576.889       -3757.8977        15473.945       -6711.9097       -248.29803        433.82443
              -17              -17                7       -29571.262       -1540.0939        15772.418       -5997.7881       -245.96524        1890.9091
              -16              -17                7       -29659.484        928.34454        16103.877       -4748.3613       -246.27158        3235.8181
              -15              -17                7       -29841.563        3647.4158        16468.324       -2963.6284       -249.21715        4468.5508
              -14              -17                7       -30291.234        7385.6016        16927.658       -1324.2651       -414.52716        5677.9873
              -13              -17                7       -31037.613        12201.502        17430.291        28.232422       -756.95593        6880.3584
              -12              -17                7       -31932.713        17418.332        17903.871        1664.9453       -1136.6514        8000.3887
              -11              -17                7       -32752.404        21118.721        18102.721        3521.1191       -1400.7147        9263.0293
              -10              -17                7       -33573.574         24449.42         18195.75        5658.6494       -1586.5123        10535.828
               -9              -17                7       -34444.938        27883.975        18246.189        8096.2192       -1725.5183        11763.468
               -8              -17                7       -35271.496        34537.203        18306.979        10714.545       -1810.7208        10426.158
               -7              -17                7       -36372.359        40712.109        18096.457        14360.449       -2020.9081        8498.5957
