           x [mm]           y [mm]           z [mm]       ExRe [V/m]       ExIm [V/m]       EyRe [V/m]       EyIm [V/m]       EzRe [V/m]       EzIm [V/m]
---------------------------------------------------------------------------------------------------------------------------------------------------------
              -18              -18                7        899097.38        268909.94         14406930        -28858848       -191500.81        566545.25
              -17              -18                7        1129391.5        164886.73         18751480        -27442896        -36567.68        465678.03
              -16              -18                7        1300496.9        86356.891         23141040        -25976876       -8604.3047        393143.63
              -15              -18                7        1412412.9        33320.445         27575600        -24460786       -107610.67        348942.03
              -14              -18                7        1465140.3        5777.3359         32055174        -22894626       -333586.88        333073.22
              -13              -18                7          1060372       -88217.813         35998416        -21352398          -918342        188977.31
              -12              -18                7        288481.53       -129670.23         38903076        -19828558         -1437097         48806.16
              -11              -18                7       -567015.94       -53428.305         41331200        -18246090         -1652935        26791.936
              -10              -18                7       -1545557.9        38467.336         43637240        -16605830       -1834366.6        19678.066
               -9              -18                7         -2647144        146016.59         45821180        -14907778       -1981391.8        27464.557
               -8              -18                7        360716.22        154774.14         53464956        -13904655       -3878501.5        257680.88
               -7              -18                7        1018045.6           109192         57654460        -11704823         -4285296         188127.5
               -6              -18                7          1386555        68091.359         61407088         -9531121         -4584428        150931.94
               -5              -18                7        1466242.8        31472.266         64722816       -7383547.5         -4775897        146094.25
               -4              -18                7        1257109.9       -665.24219         67601664         -5262102         -4859703        173614.52
               -3              -18                7        759155.25       -28321.289         70043624       -3166784.3       -4835845.5        233492.47
               -2              -18                7       -27619.938        -51495.75         72048704         -1097595       -4704326.5        325728.34
               -1              -18                7       -1137686.4       -114240.28         71641008        1222749.8       -3407070.5        173211.89
                0              -18                7       -1216726.3       -318638.56         71000336        4030400.3       -1125570.5       -145539.83
                1              -18                7       -18147.945       -140811.88         69077592        5933653.5        2229633.8        322772.72
                2              -18                7        342129.19       -85781.516         67893952          7879492        2576567.8        382417.47
                3              -18                7        463133.59           -67580         66394048          9765973        2609652.3        375700.97
                4              -18                7        344865.31       -86207.297         64577872         11593096          2328886        302623.16
                5              -18                7       -12675.797       -141663.47         62445424         13360862        1734270.9        163183.95
                6              -18                7       -609488.88       -233948.31         59996708         15069271         825806.5       -42616.203
                7              -18                7       -1445575.6       -363062.16         57231728         16718323       -396508.84       -314777.88
                8              -18                7         -1917376       -487717.06         53744968         18092210         -1432878       -498008.25
                9              -18                7         -1156527       -471874.91         49844584         19081996       -1101406.5       -319240.41
               10              -18                7       -981868.06       -477343.47         46667284         20297478       -877682.25       -263480.91
               11              -18                7       -835623.13       -472785.16         43422944         21491596        -649365.5       -219074.58
               12              -18                7       -735576.94       -456171.78         40123008         22666224       -416888.06       -192091.14
               13              -18                7       -1257989.6       -381178.06         37107932         23878402       -167372.95       -368929.97
               14              -18                7         -1273095       -354053.13         32548110         24920436        -167374.5       -374018.88
               15              -18                7       -1284220.1       -308876.94         28054990         25943124       -171128.81       -401283.72
               16              -18                7       -1291688.9       -245622.36         23629496         26946556       -178469.34       -450835.63
               17              -18                7       -1295501.1       -164289.48         19271628         27930732       -189396.13       -522674.66
               18              -18                7       -1295656.5       -64878.238         14981386         28895650       -203909.14       -616800.81
              -18              -17                7        2412138.8        469890.91         13943920        -28238924       -604780.13        1186333.1
              -17              -17                7        2647616.3        331953.44         18208076        -26800748       -544262.63        1080307.3
              -16              -17                7        2823905.5        219509.31         22517234        -25312502       -610714.75        1002614.2
              -15              -17                7        2941005.3        132558.63         26871402        -23774186       -804136.69        953253.88
              -14              -17                7        2608817.8       -11826.866         30751412        -22270614       -1345732.9        789093.69
              -13              -17                7        1900049.9       -225608.84         34095004        -20800952       -2171484.5        514493.75
              -12              -17                7        1190721.9       -437540.44         37352224        -19288196       -3060948.8        260348.63
              -11              -17                7        376281.75       -448733.75         39982160        -17719960         -3359487        170993.81
              -10              -17                7       -575954.75       -393381.25         42351400        -16092202       -3461594.3        135094.13
               -9              -17                7       -1651235.9          -322375         44598556        -14406652         -3529295        114094.77
               -8              -17                7        3080212.3        -212261.5         53341600        -13930652         -7578375        710708.88
               -7              -17                7          5046178        57413.195         59476488        -12519743        -10661262        884949.69
               -6              -17                7          4759133        135328.94         63327448        -10273653        -12044688        815489.56
               -5              -17                7          4183266        217726.16         66741528       -8053689.5        -13320452           778387
               -4              -17                7        3318579.3        304605.03         69718720       -5859855.5        -14488554        773642.56
               -3              -17                7        2165070.5        395965.34         72259024         -3692149        -15548992        801255.75
               -2              -17                7        39442.063        102820.54         70624648       -1245474.5        -10178671        235745.44
               -1              -17                7        -959782.5       -70840.313         69397992        1215714.9       -4418680.5       -403999.31
                0              -17                7       -590740.25       -238768.59         69208832          4024257         -4531269       -572260.06
                1              -17                7       -250142.03       -251403.98         67986416          5979950         -2369556       -356249.75
                2              -17                7       -275259.28          -297258         66654492        7871522.5       -1819244.5       -339149.06
                3              -17                7       -539649.25       -379940.91         65006300          9703738       -1582781.8       -388409.66
                4              -17                7       -1043311.5        -499452.5         63041840         11476595       -1660168.5       -504031.13
                5              -17                7       -1786246.8          -655793         60761108         13190097       -2051406.4       -686014.38
                6              -17                7       -2768454.3       -848962.19         58164112         14844239       -2756492.5       -934358.25
                7              -17                7       -3989935.5       -1078960.3         55250848         16439025       -3775429.5         -1249064
                8              -17                7       -3108358.8       -1173408.6         51178896         17253158       -2976767.5         -1003335
                9              -17                7       -1754163.9       -1092190.3         46778024         18031454       -2238619.3          -653457
               10              -17                7       -1618823.5       -1068381.8         43712908         19267142       -2058882.5       -622750.13
               11              -17                7       -1511897.1       -1034546.6         40580752         20481468       -1874553.4       -603396.31
               12              -17                7       -1831824.5        -910286.5         37655052         21706316       -1651227.3        -736133.5
               13              -17                7       -2306637.3       -786866.13         34695516         22914208       -1368484.4       -906591.63
               14              -17                7       -2840860.5       -687554.88         31630714         24096896       -1029736.5       -1079032.8
               15              -17                7       -2900777.3       -612396.13         27348796         25165874          -886877       -1107813.5
               16              -17                7       -2899448.5       -521321.53         22998974         26205212       -773257.13       -1141247.5
               17              -17                7         -2894463       -412168.59         18716780         27225292        -663223.5       -1196968.8
               18              -17                7       -2885821.3       -284937.31         14502208         28226116       -556776.06       -1274976.9
              -18              -16                7        3764567.8        680031.31         13504170        -27568612       -1009030.4        1760958.4
              -17              -16                7        4005229.8        508179.63         17687928        -26108208       -1042928.4        1649773.8
              -16              -16                7          4186702        361821.22         21916692        -24597740         -1203796          1566922
              -15              -16                7        3927054.5        166995.97         25733120        -23132762       -1702288.4        1382624.1
              -14              -16                7        3296270.5       -89293.688         29068080        -21712182       -2476350.5        1099570.3
              -13              -16                7        2664925.5       -343732.84         32316660        -20248512       -3314124.5        836971.56
              -12              -16                7        2033020.9       -596321.69         35478868        -18741748       -4215611.5        594827.81
              -11              -16                7        1393470.1       -839023.69         38538088        -17191438       -5151342.5        377438.94
              -10              -16                7        467538.88       -820214.19         40970544        -15576181         -5174125        312753.44
               -9              -16                7            41701       -794889.63         43811184        -14016480         -5640747         359142.5
               -8              -16                7          4581895       -605015.75         50758996        -13333356        -10863136        1172773.5
               -7              -16                7          7337027        33489.906         55984908        -12305958        -16392234        1684284.9
               -6              -16                7          7189551        474537.75         59929472        -10340190        -19923382          1721956
               -5              -16                7          5958131        675951.38         63441896         -8047839        -22283444          1652589
               -4              -16                7        3790016.5        649095.19         65237248       -5679198.5        -21740286        1303373.6
               -3              -16                7        1440940.9        334635.47         65543008       -3328896.3        -17277810        587670.25
               -2              -16                7       -106503.69       -30414.547         65856952       -1143554.5        -11636366       -179070.11
               -1              -16                7       -198889.25         46488.07         67389648          1124154         -7965854       -810964.44
                0              -16                7       -294521.38        20596.984         67178576          3701065         -7683408       -1026307.8
                1              -16                7        -362072.5       -378299.94         65809624          5848113         -7430547       -1123693.1
